PeakID,Interval_69611,Interval_69614,Interval_69613
Interval_69611,1.0,-0.4797544007996654,0.38774184786077875
Interval_69614,-0.4797544007996654,1.0,-0.04269971838465413
Interval_69613,0.38774184786077875,-0.04269971838465413,1.0
