gene_name,Kruskal-Wallis H,KW p_value,ANOVA F,F p_value,On ratio
RPL23,16.916200765770828,0.030993599677561972,2.337256797174532,0.018654737778708103,0.90625
TNFAIP8,18.338598706686305,0.01882638729891936,2.3361541753624024,0.01871080553503662,0.3465909090909091
SHISA5,25.78659058844202,0.0011423371843224531,2.3351395262010906,0.018762542001568273,0.38636363636363635
RP11-543P15.1,22.5780245280558,0.003950438214163777,2.335055115716416,0.018766852197350744,0.8323863636363636
FAH,25.54198033117029,0.001257527548866168,2.3348368176697623,0.018778003386210194,0.14204545454545456
SAMD9,16.424241553098142,0.0366951184691797,2.334292047167359,0.018805859161334287,0.28125
LINC00944,18.275314633089426,0.01925451572353569,2.3340906746900787,0.018816165929050627,0.06534090909090909
ORAI2,19.855752266130434,0.010895783307395488,2.3328941369388008,0.018877519116147063,0.17897727272727273
OCIAD2,13.484442711536325,0.09623300514015383,2.332449071939724,0.018900388764608804,0.6193181818181818
FBXO5,23.244724536949594,0.0030638544110422453,2.3323459112937246,0.018905693443681232,0.06534090909090909
EIF3G,17.98622933113726,0.02132996429393316,2.3322693760586497,0.018909629921177628,0.3039772727272727
MYD88,19.45174537316718,0.01262173949688416,2.3317736548505184,0.018935145559630582,0.20170454545454544
COQ4,17.923572442818138,0.021806830613314242,2.3297037281326074,0.019042043743979296,0.11079545454545454
C21orf33,16.18069686660426,0.03986560870997598,2.329474255439512,0.019053929902402678,0.4460227272727273
HIPK1,20.05920334400066,0.010114370678749122,2.3293077702371825,0.019062557884143197,0.3522727272727273
ERLIN1,15.590722081413233,0.04862711322841208,2.3288319286474715,0.019087238606417423,0.048295454545454544
DYNLRB1,19.53199677106122,0.012259372215498977,2.328066638741242,0.019126996250957165,0.4375
C21orf91,17.64709844150603,0.02403358045441781,2.326547560105125,0.019206148222439504,0.26988636363636365
ATRAID,15.861606743610306,0.044404325415769455,2.3251430576225647,0.019279608102458778,0.6619318181818182
NUP93,18.87239846171023,0.015557159531720589,2.324200078068461,0.019329079183825034,0.21022727272727273
MRPL43,19.422605871148985,0.012755825369964795,2.323452588157119,0.019368380394017184,0.20454545454545456
PDE3B,19.510053754127416,0.012357455991258356,2.3228032429006147,0.019402583248952273,0.23011363636363635
MAEA,20.722905612555095,0.007921089217416665,2.322076352263328,0.019440938973953263,0.17897727272727273
PPIP5K2,21.626977365384196,0.005655839347365711,2.3217415264202255,0.019458630993836695,0.20738636363636365
ACYP2,18.72034642412764,0.016428941019192154,2.321013126619805,0.01949717230436711,0.13920454545454544
TACC3,22.39493285711005,0.004234467302858834,2.3207800612453364,0.019509519696145786,0.11363636363636363
ASNA1,14.923441981302306,0.06065128921113361,2.319486913261895,0.01957816397455575,0.3380681818181818
SKIV2L,18.793735810608034,0.016002532642354444,2.3185912734297163,0.01962584223023212,0.05397727272727273
SERPINB6,20.073230799205092,0.010062516839978126,2.3181566627639145,0.019649018058338803,0.10511363636363637
ARL16,19.96989602951541,0.01045054584891922,2.317273406112959,0.019696198587042295,0.26988636363636365
SNAP29,19.571803905167073,0.012083329277265966,2.315065365792138,0.019814617482486318,0.13068181818181818
FLOT2,21.37721360054828,0.006210106571550621,2.314741808813179,0.01983202700733399,0.1903409090909091
DCUN1D1,19.608437355411244,0.011923454479336949,2.3143254607621713,0.01985445076705817,0.5795454545454546
DYNC1I2,19.372290144310096,0.01299055563491138,2.313018031283813,0.019925023802102492,0.3977272727272727
CNIH4,17.764244935289575,0.023065119123499553,2.312842511992101,0.01993451624995998,0.48011363636363635
TLK2,16.796680132976356,0.03229725806635265,2.312653094758783,0.01994476516359404,0.08238636363636363
DERL2,13.850996379423927,0.08573276718420732,2.3125208824597454,0.01995192183126012,0.6022727272727273
ANXA5,20.086652737491484,0.010013139490402542,2.312305698714795,0.019963574987646948,0.6193181818181818
NIPSNAP3A,25.68168381295979,0.0011904203026514017,2.3119240068723927,0.019984261259451783,0.1278409090909091
LSMD1,16.375307611744475,0.03731269483860969,2.3116326779619905,0.020000063944834,0.4431818181818182
SUPT5H,22.411531043027672,0.004207926011482285,2.311526250561476,0.020005839904129206,0.19886363636363635
GGA2,24.332959493401106,0.0020148745989378098,2.311413481337356,0.020011961777652038,0.17897727272727273
USP36,19.279540791998834,0.01343407022297969,2.3112303266432956,0.020021908454075418,0.10511363636363637
SCAPER,20.487440711311834,0.008641111883994874,2.310964203493299,0.020036369339183156,0.11647727272727272
NUCKS1,21.033556047508053,0.007058823236750504,2.31066343991485,0.0200527245358444,0.3693181818181818
FAM103A1,17.962082599727175,0.021512562006256144,2.310434510695351,0.020065181985940882,0.4375
RPL29,11.339741861467665,0.1831819164107392,2.310273198658934,0.020073964397762295,0.6193181818181818
ZNF75D-1,24.139976172259118,0.0021711412645395007,2.3093316391001046,0.020125299457986974,0.09090909090909091
ACOT2,16.151200403337025,0.04026639469698697,2.308667051245478,0.020161608953680236,0.06818181818181818
CEP350,16.438722650996514,0.036514188792215616,2.3086266106056996,0.02016382042596167,0.13636363636363635
RP11-421N8.1,18.106658760292806,0.020440911406886062,2.3047979235935574,0.020374240021059975,0.20454545454545456
TPD52,19.53183245804652,0.012260103916775997,2.3036129123907427,0.02043978955411194,0.21306818181818182
FAM129A,23.951081517732494,0.0023354719800918683,2.30289582284171,0.020479553276843185,0.13920454545454544
S100A6,37.02954321953081,1.13657936569879e-05,2.302816128728063,0.020483976986039078,0.9715909090909091
STAMBPL1,16.925898061901695,0.03089001338935133,2.302249630759026,0.020515448743667536,0.10227272727272728
MATR3,17.649225037795723,0.02401566356459308,2.3020050345097016,0.020529051505844356,0.4772727272727273
HEXA,19.705365917596552,0.011510118728512219,2.300445594693933,0.020615979051464034,0.2471590909090909
BTF3,8.010697415367957,0.4324258596526641,2.2993599198270283,0.02067670451102114,0.6392045454545454
RIOK3,20.865724852398586,0.007512802435997862,2.299055039161467,0.02069378813220895,0.2215909090909091
RP11-620J15.3,18.579381900074537,0.01727839004576615,2.29859767305749,0.020719441305215348,0.07670454545454546
SMC5,17.75716105750368,0.023122622417090462,2.298591294418258,0.020719799290299823,0.20170454545454544
TRIP11,22.941005387967774,0.003440819981358933,2.296273720017714,0.02085025795824846,0.1875
SFT2D2,15.997776105508144,0.04241195381686197,2.296233060717239,0.020852553679919873,0.30113636363636365
NUP37,21.42699282279357,0.006095622758654789,2.2957896500087727,0.020877605344423882,0.16477272727272727
FAM179A,16.07996668095627,0.04124973988057115,2.2952271283685937,0.020909427741697476,0.08806818181818182
CDK2,18.377452265216593,0.018568015123730318,2.293943811231248,0.020982199216093476,0.2784090909090909
PIGS,22.643216327113397,0.003853825283931697,2.2929053951775384,0.02104125984316388,0.15056818181818182
MBOAT1,19.1794801189739,0.013928701641524323,2.2911266602326164,0.021142794567105442,0.2471590909090909
RPL15P3,18.45290248402198,0.018075836412170736,2.290869899549847,0.021157489591944075,0.13636363636363635
PYCARD,16.290788900095578,0.03840217289202058,2.290522782694479,0.02117737137446706,0.5767045454545454
APOL6,20.249488870179682,0.009432258258114749,2.2900021284952903,0.021207226190788894,0.20454545454545456
ARPC5,15.303176843204866,0.053511631520952445,2.288546898334999,0.021290883135670746,0.8806818181818182
TNFAIP3,22.020127151707477,0.004878717907003984,2.2881000675737786,0.021316633107612983,0.2215909090909091
MTND2P28,17.69797494487153,0.023608369177796667,2.286310209334319,0.021420076590657547,0.7073863636363636
TMCO1,22.45952954690772,0.004132075707283462,2.285657154929124,0.021457938195257657,0.7102272727272727
COPS6,14.628307913500565,0.06678869135416582,2.2846941272265875,0.0215138871039984,0.4715909090909091
MECP2-1,20.417887415011926,0.00886553462796362,2.2846741507753867,0.02151504914205255,0.21306818181818182
MARK2,22.282577269301918,0.0044184303059605105,2.284659449960805,0.02151590433239466,0.09659090909090909
C20orf24,17.47736848177577,0.02550483354189058,2.284111777708705,0.02154778712635623,0.45738636363636365
CDC42,16.95841375559296,0.03054503872846751,2.2824940231826,0.0216422276191247,0.8607954545454546
AURKAIP1,17.964209117747703,0.021496422231496167,2.2820104195173845,0.021670535583413208,0.36363636363636365
DDX46,15.960917542167374,0.04294293028279666,2.280534986645949,0.021757118601447252,0.3494318181818182
CRIP1,20.269669989542734,0.009362554791520747,2.2801049138484206,0.02178241850835568,0.1903409090909091
MIPEPP3,27.29780838190548,0.0006279459286489632,2.279145507005274,0.02183895847025915,0.0625
MRPS14,15.635553173528102,0.04790362429845078,2.279004675049142,0.021847269750775514,0.41761363636363635
KIAA0922,18.97235087790221,0.015008216738850035,2.278976311500054,0.021848944006277814,0.11647727272727272
ENPP4,17.339091375246838,0.026765579302254903,2.2767865746931384,0.021978569818009344,0.07954545454545454
C19orf35,17.190294779728358,0.02818743815650079,2.2765471541451046,0.021992787075545306,0.056818181818181816
BLCAP,18.405732741487448,0.018382067154833537,2.275362714787552,0.022063250167002176,0.14204545454545456
ASMTL,19.004064888178974,0.014837923703028371,2.274659627537106,0.02210517880746969,0.11647727272727272
GSE1,19.822552637798232,0.011028650081104836,2.2743946963372808,0.022120997641508076,0.06534090909090909
CCNH,16.54867938161777,0.0351672030560403,2.2728028254767696,0.022216273932855836,0.35511363636363635
ARFGAP3,16.659450710722385,0.033857138423415464,2.2724348533332774,0.022238353183031686,0.2215909090909091
CORO1C,24.943802693659222,0.0015890108863639407,2.2723162686702283,0.022245473004710314,0.23579545454545456
MR1,18.140550000543048,0.020197095858617436,2.2717571852702148,0.02227906957650188,0.2528409090909091
TTYH3,16.42556557114473,0.03667854136495695,2.271022096093196,0.02232331615975752,0.0625
SERPINB8,15.896522072310596,0.04388537426439692,2.2708724407318637,0.02233233446650642,0.2159090909090909
ARHGAP30,21.525440462234837,0.005875163754862378,2.2702139932109806,0.022372054010657415,0.2585227272727273
CSTB,16.214521749118436,0.039410564633193694,2.2689297193462044,0.022449718647526734,0.48011363636363635
HAUS1,17.10011021166321,0.0290833586708264,2.2682489783168567,0.022490989375651124,0.26704545454545453
ZC3H11A,22.464649497726366,0.004124063276097296,2.268230479071154,0.022492111920376496,0.3409090909090909
CTC-459F4.3,23.320946909820158,0.002975723306165978,2.267571051138677,0.022532161190297252,0.09943181818181818
LINC00299,17.368207795356994,0.026495343070737573,2.2674298551719363,0.022540745302768665,0.10227272727272728
SRSF9,17.6679198541255,0.023858697024135622,2.267283098819816,0.02254967075800667,0.3096590909090909
CAMK1,23.815005001830773,0.0024612744584365173,2.266883505012057,0.022573990361061294,0.08806818181818182
ADH5,16.213709271351387,0.03942143813908209,2.266110270451182,0.02262112086710653,0.2471590909090909
TUBB4B,17.127046835538167,0.028813006839754202,2.2659582375643614,0.022630398634667412,0.10511363636363637
RBL1,21.83980624285233,0.005221431201708149,2.2658450507531906,0.02263730817931958,0.08806818181818182
SGMS1,22.286596997204864,0.004411717522686668,2.2649383772045617,0.022692728929437953,0.06818181818181818
NDUFAF6,18.60834999916296,0.01710049953936836,2.263389353029711,0.022787712106487303,0.11079545454545454
ISCU,27.831087781875432,0.0005074549876701843,2.262411213503549,0.022847884245983916,0.8494318181818182
MRPS10,21.607738774789034,0.005696780591679172,2.261286525618429,0.022917258225098203,0.2755681818181818
TCEAL8,19.111977752200534,0.014272125381712306,2.2612596507195293,0.022918918392414722,0.2840909090909091
DESI2,15.96298116348873,0.042913040462559324,2.260785394564265,0.022948233855520445,0.09659090909090909
PFDN1,14.39800908146821,0.07196336389666319,2.260715007609587,0.02295258775962276,0.4318181818181818
SNUPN,19.25113111907812,0.013572781517691597,2.2604507176845527,0.022968942868288395,0.12215909090909091
DNAJC9,21.892551495484707,0.00511885261012736,2.260334953724604,0.022976110200911157,0.1590909090909091
CARD11,21.581296132107894,0.005753518826244732,2.260290724354721,0.022978849149709057,0.1903409090909091
NUDCD1,18.023284653953315,0.021052593718769705,2.2600799059444996,0.022991908559119888,0.13068181818181818
RAD51C,19.811858021293567,0.011071779140387341,2.259096260927587,0.023052934954458582,0.18181818181818182
HIVEP1,17.950893861597756,0.021597670410068687,2.258699536881962,0.023077591671799905,0.05965909090909091
PSAP,15.839162053178878,0.044740910847796314,2.2583819597017007,0.023097347404102613,0.5852272727272727
