PeakID,Eigenpeak 0,Eigenpeak 1,Eigenpeak 2,Eigenpeak 3
Interval_42062,-0.4579915512088965,-0.7103386551807788,-0.008731065918628732,-0.5344029401726337
Interval_42063,0.3107879050633271,0.03551142168167892,0.8913418110975126,-0.3281152126706419
Interval_42065,0.6913937962647165,-0.01447416676109134,-0.44883322945752235,-0.5659627630135803
Interval_42058,0.46435895121584503,-0.7028146500911033,0.06310528038177177,0.5352009488322844
