PeakID,Interval_42062,Interval_42063,Interval_42065,Interval_42058
Interval_42062,1.0,0.3466687056039352,0.6344730866178642,-0.37408313255426867
Interval_42063,0.3466687056039352,1.0,0.08766755558102178,-0.33326176129667034
Interval_42065,0.6344730866178642,0.08766755558102178,1.0,-0.6445489834431759
Interval_42058,-0.37408313255426867,-0.33326176129667034,-0.6445489834431759,1.0
