,TPM_p,UMI_p,TPM_logp,UMI_logp
RPUSD4,0.019758054698055458,0.022161529101020965,1.7042558166050876,1.654400277462333
FH,0.019774248331414477,0.00652377441448852,1.7039000161348794,2.1855010648354214
SMPD1,0.019777520003560298,0.06692120254546809,1.7038281675565436,1.1744362635529095
TCF3,0.01981587594029831,0.010605969207735797,1.702986725367139,1.9744496381009033
C1orf56,0.019829801560224826,0.03689600447441985,1.7026816318224614,1.4330206617180128
HDAC5,0.01985295900763271,0.05379611335214019,1.7021747541445007,1.269249099997039
ATXN7L3B,0.02001363204625253,0.11340665593251217,1.698674089049612,0.945361455584793
PITPNC1,0.020033975168665067,0.023629235736586526,1.6982328688528123,1.6265503249504014
ILK,0.020070046502173058,0.06687792324797515,1.6974516212537323,1.1747172214534325
PPT2-EGFL8,0.020095419908481914,0.005137832199414482,1.6969029144766106,2.289220083810112
ERC1,0.020099904982430188,0.034243418702319096,1.6968059955996002,1.4654228839062142
ZDHHC17,0.020103106167494538,0.010645806001868366,1.6967368337645947,1.9728214522235425
CHTF8,0.0201949745351687,0.013771633609352523,1.694756690116805,1.8610145401027904
RPS6KA3,0.020216016611854824,0.03847549851285116,1.694304414220615,1.4148157444665201
DIP2A,0.02021606230365899,0.02800650782876317,1.6943034326387152,1.5527410405962643
REXO2,0.020222026140522223,0.2491392513827873,1.6941753325450113,0.6035578448599294
CCDC23,0.020241050471564832,0.03918723657055679,1.6937669521995564,1.4068553612851915
UCHL3,0.020242020079251306,0.01447750067582133,1.6937461486754068,1.8393064061213735
TGFBR3,0.02024576786335486,0.008245504721383004,1.6936657470509717,2.083782755301128
TANK,0.020298446854116765,0.09598288960844255,1.6925371910765281,1.0178061795743518
ZSCAN32,0.020330771009161516,0.013988777133360067,1.6918461511861103,1.8542202488710193
CDC34,0.020332256204217372,0.009813098827839706,1.6918144264444075,2.008193827348231
ETFA,0.02034321486541371,0.061272601529677534,1.6915804138527097,1.2127336798769934
MLLT6,0.0203469448739244,0.005808614605659112,1.6915007915495013,2.235927437465591
RP11-539L10.2,0.02038582589555806,0.011637273297991885,1.6906716891852012,1.9341487662804306
TOP1MT,0.020392719163526946,0.04123570581726987,1.690524861569584,1.3847265673692604
BIVM-ERCC5,0.020433775016491237,0.03458098615713368,1.6896513926734296,1.461162625969712
TMEM41A,0.020449359575264482,0.011439498256241118,1.6893202885018175,1.941593023560867
USP20,0.020452395637738777,0.007178759877128736,1.6892558147316892,2.1439505731722703
BICD1,0.020463871124959513,0.06371021290002561,1.6890122079072107,1.1957909436363414
AC109826.1,0.020464371340113682,0.038910606144291385,1.689001592221408,1.409932003761393
MRPL20,0.020487537135183042,0.058076386874493756,1.6885102462297197,1.2360004103740805
FAM102B,0.020557964888715172,0.015161354403403594,1.6870198800146432,1.8192620003101325
ASNA1,0.02060969662180015,0.05812023048910485,1.6859284010615367,1.2356726720762203
COA6,0.0206171517674199,0.05562140911224632,1.6857713321238792,1.2547580129202398
BUB1B,0.020647201005020505,0.041228380472426655,1.6851388142480201,1.3848037247597063
ZNF225,0.02067061464602203,0.09386380751727653,1.6846466093230297,1.027501832925524
PDE1B,0.020675400448360325,0.025515435750025704,1.6845460701270982,1.5931970104312716
CTC-479C5.12,0.02070172866189763,3.967771572537022e-05,1.683993388022436,4.401453338443836
CCDC12,0.02078468923484364,0.10311423175676306,1.682256464523248,0.9866813895479357
VPS13C,0.020785045428406743,0.048095759043904215,1.6822490219499333,1.3178932168700679
LY6E,0.020884767639296323,0.5363370287243892,1.6801703522654048,0.2705622182979198
FGD5-AS1,0.020895868650345234,0.01836040371456823,1.6799395703346502,1.7361177736205273
ATP6V1B2,0.02090265650573549,0.017425542635070238,1.6797985161632483,1.7588136889976804
TMEM181,0.020963715343159255,0.00382279889015122,1.6785317460184086,2.4176185487492052
PRRC1,0.02099645619968268,0.009012780576875155,1.677853999684977,2.0451412020404027
ANXA11,0.020997493770682142,0.15902740651761843,1.6778325389097912,0.7985280236438095
NSMF,0.021030972682405374,0.013683906366297158,1.6771406407310616,1.8637899061867405
ITGB2,0.021031747953027778,0.24128525302712453,1.6771246315073003,0.6174692206716449
FUT8,0.02110211583468311,0.09500557277710833,1.6756739973440724,1.0222509193915357
PDAP1,0.021135652260372423,0.047818375216007854,1.674984345009816,1.32040518452953
FAM120A,0.021168517508352656,0.0983447344140968,1.674309555796662,1.0072488881708888
NINJ1,0.021197319768844643,0.02554240414688194,1.6737190486555757,1.5927382277231399
IRF2BPL,0.021231712645897367,0.0013897129930633858,1.6730149722653231,2.8570748820473466
MSRB1,0.021236488515467864,0.028154222148494886,1.672917292883914,1.5504564669478351
TLN1,0.02124032694974176,0.03145624028513777,1.672838802497543,1.5022931863851263
TARS2,0.02126837122753863,0.03505758109633104,1.6722657679241308,1.455218052667684
THUMPD2,0.021393978827589116,0.03057396104238903,1.6697084383283176,1.5146482921403706
MRI1,0.021533992471893817,0.018713301610199608,1.6668754431088593,1.7278495826446267
KIF3A,0.021549899573283234,0.024392218073603915,1.6665547493951547,1.6127487059049146
SCAF4,0.021567795273064634,0.02299035685784826,1.6661942475576226,1.6384542875305685
RP1-130H16.18,0.021619647282878924,0.03198374568862233,1.6651513956902437,1.4950706764046444
RALGAPA2,0.021718053729844033,0.005278252907041561,1.6631790967748006,2.277509804434054
GALM,0.02179585735370638,0.01803325881007863,1.661626043064722,1.7439257843509026
DNMT1,0.02182395574994077,0.04181452333289699,1.6610665275943644,1.3786728496163063
GAPDH,0.02186768791576997,0.002455351210666568,1.6601971327604574,2.6098863781050947
LINC00299,0.021871761635735,0.01781821690265456,1.6601162358070258,1.7491357586652336
CTD-2547L24.4,0.02188392894516204,0.05152756264674101,1.6598747040012278,1.2879604000210845
AGO4,0.0219039739401382,0.051760345860303036,1.6594770859038814,1.2860028303934656
ACSL6,0.021906040435434142,0.08056381333367385,1.6594361150200612,1.0938599854711066
COPS8,0.021947739366927652,0.003443204258680342,1.6586102057648777,2.46303721319817
CLVS1,0.02195459252939525,0.005562177107031052,1.6584746188591768,2.254755186744474
SNTB1,0.021978420998540058,0.007755879615004648,1.6580035119240704,2.1103689405609627
GHRL,0.022015031515185163,0.03488526140884093,1.6572806884982907,1.457358018335066
NUCB1,0.022061052434168445,0.04215149292781245,1.656373773153786,1.375187038860623
EMB,0.022118687484098423,0.2307622027943945,1.6552406474995947,0.6368353240349031
MDH2,0.02211871396665546,0.02574974808887848,1.6552401275220185,1.5892270153274564
RP11-196G11.1,0.022145731280955143,0.01006901177181746,1.6547099741717335,1.9970131514033822
MVD,0.022223137701219916,0.010233485470157781,1.6531946227074015,1.9899764227253214
RP5-1092A3.4,0.022253582979393456,0.01798676181015124,1.6526000546649011,1.745047016452502
ZNF789,0.022256379009821768,0.01740434126511746,1.6525454915723448,1.7593424096298194
PBXIP1,0.0223338597365515,0.01606910947777713,1.6510362156911331,1.7940081904179674
DNAJB2,0.02235378590712395,0.02689168289876444,1.6506489128303998,1.5703820184990023
CCT5,0.022360704438065208,0.013327494846985853,1.6505145188202504,1.8752514767209156
CTSH,0.022425507223089523,0.018792786875047252,1.6492577252427267,1.7260088114530747
GOT1,0.022435041366267634,0.012341688621660974,1.6490731253675814,1.9086254149464517
MDM2,0.022498023576565697,0.0034805028926213405,1.6478556324438731,2.4583580009639703
ELMOD2,0.022515506275714733,0.02152083784075537,1.647518283199062,1.667140824895348
COQ4,0.02256526783807258,0.021990736668980992,1.646559507262088,1.6577602219391334
RPLP0,0.022589963838187076,0.2359077405200185,1.6460844642938193,0.6272578089661229
IL15,0.022631353331770573,0.02146215645492485,1.6452894749031357,1.6683266435339759
SEPT11,0.02265570561279125,0.030088537263230672,1.6448224071564153,1.5215989247208204
MRPL33,0.0226765207355138,0.01209947311149279,1.6444235785833645,1.9172335412334205
PSMB8,0.022678648374734087,0.16277152598654956,1.6443828325342744,0.7884215649779752
ZFP36,0.02273945779725939,0.03619715750845359,1.6432198949018308,1.4413255324188445
GPR132,0.02280866321944079,0.014445448206890523,1.6419001673069904,1.8402689785162565
OFD1,0.02281669263142065,0.010994249124602354,1.6417473080344762,1.9588344263466124
UGP2,0.0228473873859974,0.002669341952247155,1.6411634546188942,2.5735957879729248
RP11-206L10.2,0.02287106092231003,0.002571620407229932,1.640713689262149,2.589793136530011
CTA-292E10.6,0.022875596616625502,0.0174397131707541,1.6406275703137825,1.7584606621433092
MT-ND1,0.02289482926580424,0.08066139209739685,1.6402625907995538,1.093334286977537
RANBP9,0.02290727167287317,0.026934444224168328,1.6400266335507023,1.569691981427368
DAPK3,0.022936675521422548,0.02246210177405525,1.6394695292128627,1.6485496093315362
YIF1B,0.022965963818920652,0.02212677341795562,1.638915323707616,1.6550819113751327
MSANTD2,0.022992708180071812,0.01784201588783568,1.6384098726457883,1.7485560782389002
GPR22,0.023134374836830843,0.08655526337015987,1.6357422320008284,1.062706517816148
RP11-271K21.11,0.023148615112548815,0.0865891311829999,1.6354749859405797,1.0625366179535956
AP1M1,0.02316485362423083,0.02016275137729343,1.6351704397038513,1.6954502050417488
TFEB,0.02323956568297992,0.04405284850912531,1.6337719926004568,1.35602600435073
RNPEPL1,0.02327067982772158,0.015457769894506774,1.6331909290847593,1.810853161929414
LINC00886,0.02333578376690594,0.017643867087079664,1.6319776081096113,1.7534062224627356
AFF1,0.023365536600000462,0.0004857599936763449,1.631424240758084,3.3135782557743063
ZBED5-AS1,0.023367097731714602,0.04111736068760777,1.6313952250221246,1.3859747703648129
CDK10,0.023460900005674204,0.015007524193009245,1.6296553315213986,1.8236909478633465
NOL7,0.023469283859987176,0.03263045687483558,1.629500162229313,1.4863768454021058
DDAH2,0.023494824459692972,0.07268977911376287,1.6290277954365813,1.1385266508542038
SEPT2,0.02352907899227085,0.200705978062503,1.628395072246117,0.6974396917831053
RP11-804H8.6,0.02354805687328466,0.022599117439959245,1.6280449239502428,1.6459085209605573
ANAPC16,0.023618784261975966,0.024157522912791694,1.6267424607404426,1.6169475998712215
APOBR,0.023620538750814945,0.030569012012279167,1.626710200971543,1.5147185974057118
TMEM194B,0.02366364182746797,0.07737548716065128,1.6259184167722776,1.1113966036194298
RP11-20I23.6,0.023682868629119867,0.02472509165275988,1.625565694079917,1.60686208985357
LRRC58,0.023706028881018557,0.28114509222868245,1.6251411908342879,0.5510694932913557
GIMAP8,0.02371982359958923,0.03286480037956859,1.6248885450721033,1.4832690012754475
CTC-454I21.3,0.02372026853326692,0.08431738124115237,1.6248803987033948,1.0740828903926565
SIT1,0.023751150124267168,0.04683947737980418,1.6243153552800056,1.329387959294239
ZDHHC16,0.023781023657707,0.010833603223626956,1.6237694550442783,1.965227074318768
PQLC3,0.023842824603813144,0.008738488937554688,1.622642296029787,2.0585636592211674
PLEKHG4,0.02389816138802161,0.00942170028195119,1.6216355103385638,2.025870715419913
CTB-152G17.6,0.0240060952437986,0.006339753524520829,1.6196784751775362,2.197927626191027
SLC35G2,0.024012390181891018,0.03600550338288197,1.6195646083252653,1.4436311129508368
LUC7L,0.02402621294793986,0.03312425490178213,1.6193146780277874,1.4798538819814426
EDRF1,0.024072800397553225,0.05486870019489776,1.6184733851524138,1.2606753278460148
FAM117B,0.02407831461702438,0.03174909689013313,1.6183739151776035,1.4982686237959428
MRPL14,0.02409156276585348,0.07034205798211941,1.6181350273751185,1.1527849297750647
CD99,0.02414603463597132,0.0011827240785186569,1.6171541807351135,2.927116561503598
MRRF,0.024187930846188307,0.011902404051366212,1.6164012817215347,1.9243653108095666
FBXO8,0.02420488423188374,0.030362935274837084,1.616096990179642,1.5176562462138248
CTSD,0.024251275118110618,0.017035046134491024,1.6152654215070648,1.7686566859336297
AC013394.2,0.02428123406842843,0.045930516420734285,1.6147292444712034,1.3378986715554186
PLA2G12A,0.024281573046012677,0.014961831979711312,1.614723181555854,1.825015226660835
ATP2B4,0.024418353743368607,0.07612161977396886,1.6122836190263188,1.1184919790369854
ACTL6A,0.02447208728799925,0.03753209238627988,1.6113289869620504,1.4255972233171366
RC3H2,0.02449110021667838,0.10089003679317314,1.6109917045731372,0.9961517195846022
