PeakID,Interval_42078,Interval_42077,Interval_42075,Interval_42084,Interval_42081,Interval_42072,Interval_42082
Interval_42078,1.0,0.5376664577191107,0.6312479855965396,0.33179779208571286,0.24172702113598193,0.23624377506227684,0.6068401237227026
Interval_42077,0.5376664577191107,1.0,0.18993841964288205,0.650999831895219,0.4204225557031857,0.2430462190068897,0.7049263075928652
Interval_42075,0.6312479855965396,0.18993841964288205,1.0,-0.1277063130813114,0.06599075275269901,0.3029247097320188,0.03972720771731082
Interval_42084,0.33179779208571286,0.650999831895219,-0.1277063130813114,1.0,0.39978124971258455,0.4947613859544854,0.623626847069824
Interval_42081,0.24172702113598193,0.4204225557031857,0.06599075275269901,0.39978124971258455,1.0,0.41532508964624065,0.3151733874623325
Interval_42072,0.23624377506227684,0.2430462190068897,0.3029247097320188,0.4947613859544854,0.41532508964624065,1.0,0.031961349747424914
Interval_42082,0.6068401237227026,0.7049263075928652,0.03972720771731082,0.623626847069824,0.3151733874623325,0.031961349747424914,1.0
