PeakID,Interval_58745,Interval_58734,Interval_58732,Interval_58727,Interval_58739,Interval_58728,Interval_58752,Interval_58754,Interval_58760,Interval_58740,Interval_58758,Interval_58726,Interval_58748
Interval_58745,1.0,-0.057462177084826635,-0.42540564883118653,0.4877385170022909,-0.10491495487885359,-0.36743462429247536,-0.2416702581570309,-0.33650600241010237,-0.05657393639244395,-0.07679312593454166,-0.020783429669285328,-0.0951572428952767,0.2980628549482686
Interval_58734,-0.057462177084826635,1.0,0.53090510971908,0.2065294708220573,0.668977380546552,0.4282626098115282,0.11905660745714597,0.0630672792316905,0.5632649789150418,0.5866353321652001,-0.40295692071047623,-0.36366342413607095,0.15439648062439607
Interval_58732,-0.42540564883118653,0.53090510971908,1.0,0.0918528176331236,0.655923649180636,0.46069852227281843,-0.03834702700208274,0.49618999566756555,0.42775107403255397,0.5506953222197474,-0.4064086596465919,-0.024367196977670924,0.059035258526911355
Interval_58727,0.4877385170022909,0.2065294708220573,0.0918528176331236,1.0,0.09977081431022457,0.28123079398270073,-0.06212691361546404,-0.14284309479135415,0.13066213690800635,0.39807974259708534,-0.20762248857138504,-0.0645639626528889,0.29453745204076437
Interval_58739,-0.10491495487885359,0.668977380546552,0.655923649180636,0.09977081431022457,1.0,0.16130488131273615,0.16740353736145155,0.0965698258394462,0.12195149422720379,0.4443318237560165,-0.704823376723396,-0.23140002318647712,0.0956244446249367
Interval_58728,-0.36743462429247536,0.4282626098115282,0.46069852227281843,0.28123079398270073,0.16130488131273615,1.0,-0.10938319655645896,0.11665357373558963,0.4407644452448877,0.43372569624789387,-0.21031311148426163,0.11597457418522138,0.1080523448468748
Interval_58752,-0.2416702581570309,0.11905660745714597,-0.03834702700208274,-0.06212691361546404,0.16740353736145155,-0.10938319655645896,1.0,0.19588316374894277,0.021036520610687108,-0.1954909105574295,-0.4400079981499773,-0.027013163601435953,-0.1860260270574936
Interval_58754,-0.33650600241010237,0.0630672792316905,0.49618999566756555,-0.14284309479135415,0.0965698258394462,0.11665357373558963,0.19588316374894277,1.0,0.24833610357867672,0.29282519448965105,-0.1861122062811967,-0.10437809332420223,0.06737523405057569
Interval_58760,-0.05657393639244395,0.5632649789150418,0.42775107403255397,0.13066213690800635,0.12195149422720379,0.4407644452448877,0.021036520610687108,0.24833610357867672,1.0,0.33069783005641123,-0.1880824344731842,0.1976365980573788,0.279183363639806
Interval_58740,-0.07679312593454166,0.5866353321652001,0.5506953222197474,0.39807974259708534,0.4443318237560165,0.43372569624789387,-0.1954909105574295,0.29282519448965105,0.33069783005641123,1.0,-0.20493802804358133,-0.22818821095912104,0.5346284298831211
Interval_58758,-0.020783429669285328,-0.40295692071047623,-0.4064086596465919,-0.20762248857138504,-0.704823376723396,-0.21031311148426163,-0.4400079981499773,-0.1861122062811967,-0.1880824344731842,-0.20493802804358133,1.0,-0.1274305838407209,0.1036048632679603
Interval_58726,-0.0951572428952767,-0.36366342413607095,-0.024367196977670924,-0.0645639626528889,-0.23140002318647712,0.11597457418522138,-0.027013163601435953,-0.10437809332420223,0.1976365980573788,-0.22818821095912104,-0.1274305838407209,1.0,-0.2700001479941019
Interval_58748,0.2980628549482686,0.15439648062439607,0.059035258526911355,0.29453745204076437,0.0956244446249367,0.1080523448468748,-0.1860260270574936,0.06737523405057569,0.279183363639806,0.5346284298831211,0.1036048632679603,-0.2700001479941019,1.0
