gene_name,total variance,interclonal variance,intraclonal variance,ANOVA F,p
CALM3,2516.439,312.5812174952589,2203.8578305244446,6.081118080525192,2.498040567817657e-07
GAB3-1,1844.9431,227.14039369805323,1617.8027510643005,6.019673519158804,3.020694882528919e-07
TMSB4XP4,170.39816,20.94657259900123,149.45159313827753,6.0091985727528545,3.1201263515463844e-07
GLUL,601.24243,73.68825414218009,527.5542073249817,5.988737939113318,3.3238810067271644e-07
PPP2R5C,1928.7744,235.61290440242738,1693.1613960266113,5.966296715694375,3.56268546588529e-07
RAD54L2,1657.6451,202.21328745037317,1455.4319293498993,5.956922151149556,3.667452938735262e-07
SLC41A2,2327.7456,282.1437830924988,2045.601806640625,5.913621439334254,4.192775369404275e-07
CD70,3506.096,424.73495465517044,3081.361255645752,5.9098916582645575,4.2413992375487076e-07
S100A11,1589.0449,192.16184236109257,1396.883085489273,5.898087733194986,4.3990283310406585e-07
NELL2,1651.0037,199.44278368353844,1451.560807183385,5.890975636786668,4.496815814819058e-07
MT-TM,1588.0778,191.78073665499687,1396.2971527576447,5.888860453409652,4.526315422292552e-07
CFL1,334.5484,40.173851668369025,294.3745432496071,5.85123248521124,5.084637069974188e-07
CSF2,3446.1362,413.607376113534,3032.5292015075684,5.84773140586805,5.139962280275468e-07
PAG1,2092.4165,250.13652219175674,1842.2801065444946,5.8213750183121515,5.576228432463133e-07
IVNS1ABP,1405.3563,167.97086280898657,1237.385457277298,5.82013527036417,5.59763704044927e-07
FTH1P8-1,236.53331,28.267670363362413,208.26565527915955,5.819377012520998,5.610771487804868e-07
PRDM1,1034.9136,123.2168746185489,911.6967297196388,5.794606174462056,6.057210955981287e-07
FERMT3,2609.3794,309.9243728145957,2299.455163002014,5.778763464593005,6.361176647090233e-07
OAS1,2195.684,260.2806319686824,1935.4036279916763,5.765997301161024,6.617167218055132e-07
FXYD5,2551.611,302.39608418769785,2249.2149550914764,5.764336610068575,6.651215735124268e-07
ARHGDIA,1170.904,138.68524977145717,1032.2189513519406,5.7605317904339275,6.729885894827438e-07
APBB2,2038.9272,240.93863655719906,1797.9885528087616,5.745444834035414,7.051089728467126e-07
IL10RA,1473.704,174.1209702459164,1299.5829417705536,5.744486449724205,7.072003733498786e-07
THEMIS,1699.4124,200.54771047271788,1498.864725112915,5.736663851282526,7.245043479288641e-07
CYTIP,3012.023,354.8676026780158,2657.155179977417,5.726029318675035,7.48708826471943e-07
SNX1,2036.2842,239.58767729997635,1796.6965713500977,5.717338045854633,7.690890750351013e-07
HLA-H,235.80688,27.723705008625984,208.08318933844566,5.712397315823063,7.809207529191558e-07
ZNF330,2522.9548,296.3565865047276,2226.5981645584106,5.706592616773384,7.950539116993927e-07
TOB1,1895.2599,222.5988999903202,1672.6610305309296,5.7058349915975395,7.969173150837336e-07
SHCBP1,858.7833,100.84993462078273,757.9333777427673,5.704908998391609,7.992007510025429e-07
GINS2,668.69366,78.40179341920884,590.2918892269954,5.694601186627403,8.250647280812156e-07
IFI44,2085.8428,243.91066097375005,1841.932100534439,5.677554338846273,8.69685651068143e-07
TNFRSF18,2973.9756,347.6863419748843,2626.289177417755,5.676089305150401,8.736311219154857e-07
