gene_name,F_pval
RP6-206I17.1,0.06772844578561169
RP11-640M9.1,0.8211333370882989
RP11-640M9.2,0.06857143596941222
NBPF9,0.06762204334059276
PDE4DIP,4.4496040731158086e-05
RNU2-38P,0.0005764263069560128
SEC22B,0.2215740451154618
NOTCH2NL,0.06995746861474696
NBPF10,0.047075442300177385
TXNIP,3.756588568989204e-06
POLR3GL,0.014751485141561963
LIX1L,0.060714973183006005
RBM8A,0.061704106097106075
PEX11B,0.016826971009319108
ANKRD35,0.008517934944555718
POLR3C,0.17115457269776388
RNF115,0.5359173612238692
GPR89A,0.42842198377945323
WI2-3658N16.1,0.16198655125673467
PDIA3P1,0.0017699415839458124
CHD1L,0.5165099255647145
ACP6,0.05025579518980748
GPR89B,0.10205574112865971
NBPF14,0.4789025698200977
RP11-14N7.2,0.11717040419037643
RP11-403I13.8,0.024483878998989052
BOLA1,0.2841481302914882
SF3B4,0.015396726897399536
OTUD7B,0.0234667014324546
VPS45,0.9855119303553589
PLEKHO1,0.00400349484979786
ANP32E,0.5937613476937744
MRPS21,0.07517794073354717
PRPF3,0.7272581852062632
TARS2,0.09047220626703124
MCL1,0.07125242767206405
ENSA,0.005819193263658407
GOLPH3L,0.22953587339474685
CTSS,0.6541709455995457
ARNT,0.2006289522497262
SETDB1,0.21218833927071853
CERS2,0.11819351682056142
FAM63A,0.09474321198205192
C1orf56,0.20514081572108997
CDC42SE1,0.01613003123269752
MLLT11,0.2723263135169924
GABPB2,0.002680983219828778
TNFAIP8L2,0.011335613540612483
SCNM1,0.6219158966741019
VPS72,0.041651881618882676
PIP5K1A,0.012973996724100567
PSMD4,5.304595054082663e-05
PI4KB,0.024831375354422373
RFX5,0.17943211872692902
PSMB4,0.3504755422982516
POGZ,0.9080682385809435
SNX27,0.13450325032952273
MRPL9,0.04714918539464712
THEM4,0.9611156939720134
S100A10,0.008518127798565325
S100A11,4.3990463402894236e-07
S100A6,0.020484036722494815
S100A4,8.554888278720878e-16
CHTOP,0.15100845661828372
SNAPIN,0.601928123993663
ILF2,0.0032337333837929214
SLC27A3,0.5495520031580159
GATAD2B,0.1819965957119304
DENND4B,0.14523327035682468
SLC39A1,0.0015583488587200196
JTB,0.0066650208754237775
RPS27,7.196005846672901e-05
TPM3,0.003771240293146649
C1orf43,0.24021777382703657
UBAP2L,0.0685371353755716
HAX1,0.05421878572401376
UBE2Q1,0.11486691672611005
ADAR,0.0012867552233306436
PMVK,0.04944783133446483
PBXIP1,0.007773120276026449
SHC1,0.17025046958596265
CKS1B,0.15067225159196432
FLAD1,0.012034145821996271
SLC50A1,0.4916414518159967
DPM3,0.7352713205459933
KRTCAP2,0.20781614514189287
MTX1,0.12691994358432118
GBA,0.0013805522900949359
SCAMP3,0.5231583722701183
FDPS,0.0020554266647226944
RUSC1-AS1,0.6985826302825218
ASH1L,0.4042663125472282
MSTO1,0.2089388676999419
YY1AP1,0.617038021588364
DAP3,0.009302428694200747
GON4L,0.18330343513606318
SYT11,0.012062490149666668
RIT1,0.005651981262435712
KIAA0907,0.7586764292295886
ARHGEF2,0.9073936388484964
SSR2,0.0025445254362047908
LAMTOR2,0.00298063016421093
SEMA4A,0.0005457879557833693
SLC25A44,0.0031578775746418392
PMF1,0.016496410279570377
SMG5,0.8378184213103412
C1orf85,0.10755038866570052
CCT3,0.03422598703491343
MEF2D,0.37136969704378564
IQGAP3,0.0002308853621480371
TTC24,0.0001532624303769463
APOA1BP,0.10502550541445393
GPATCH4,0.10317105166342146
ISG20L2,0.00030935457903530096
RRNAD1,0.044955981602454155
MRPL24,0.44019044943919705
HDGF,0.1489430978877567
PRCC,0.46262975097562875
SH2D2A,0.004827489877546939
ETV3,0.038049772953004365
PYHIN1,0.0009291272338888744
IFI16,9.317085409796804e-05
DUSP23,0.09135844990380465
TAGLN2,0.000930899933668907
PIGM,0.008249576639688533
PEA15,0.8628725172728269
DCAF8,0.16484650542096316
PEX19,0.04938640669910063
COPA,9.666486743898813e-05
NCSTN,0.5405125192767097
SLAMF6,4.5703594088753357e-05
CD84,0.05938479361525554
SLAMF1,0.005689174203478471
CD48,4.195271410912734e-06
SLAMF7,8.42489435383767e-23
CD244,3.4902567312082984e-05
TSTD1,0.00027862559688668337
USF1,0.4097445853670727
ARHGAP30,0.02237205494570792
PFDN2,0.009138017890837647
NIT1,0.06453074544460059
DEDD,0.38051062924829226
UFC1,0.3394636620584049
USP21,0.4329619602952716
PPOX,0.30374198664122937
B4GALT3,0.2359247946876854
NDUFS2,0.7828604289342798
SDHC,0.031243391293999407
FCGR3A,1.845872087832997e-18
DUSP12,0.6188525191266447
ATF6,0.03270073091715419
UHMK1,0.1586423968552661
UAP1,0.4522441961981749
HSD17B7,0.24825017401567545
NUF2,0.07137972345692406
MGST3,0.34815810028445315
ALDH9A1,0.0640969709248781
TMCO1,0.02145792213530524
UCK2,0.6756287079966499
POGK,0.06185624699338221
TADA1,0.09141517690928036
CD247,0.03897486870643691
CREG1,0.5342135928515666
RP3-455J7.4,0.11049416735774473
RCSD1,0.0005886416936849384
MPC2,0.04720674058049621
DCAF6,0.2809967787309111
TIPRL,0.13423746485876073
SFT2D2,0.020852553253804158
NME7,0.83583120799314
BLZF1,0.07337502298115536
SELL,4.927555782940399e-21
METTL18,0.2698899080187958
SCYL3,0.48727208441622305
KIFAP3,0.780305648268082
GORAB,0.9289911993460088
PRRC2C,0.08149600327881325
PFN1P1,7.705654707819642e-14
VAMP4,0.09410969618382188
METTL13,0.08146315410958337
PIGC,0.18964390966164094
SUCO,0.9900690022979866
FASLG,0.04099220925968822
RP11-296O14.3,0.48800669467065416
PRDX6,0.08219056506241633
KLHL20,0.13138898791749629
CENPL,0.20053331559969256
DARS2,0.15430627588855345
GAS5,0.88254865851388
RC3H1,0.37639629520277945
RABGAP1L,0.0001255729487215376
CACYBP,0.13382187985404081
MRPS14,0.021847277921148687
KIAA0040,0.5749854650230786
RP11-318C24.1,0.0006292263306554566
RFWD2,0.8396401217064389
TOR3A,0.30490824466634153
SOAT1,0.46615677489644325
TOR1AIP2,0.0738778929036824
TOR1AIP1,0.013931112927324504
CEP350,0.020163829081486125
QSOX1,0.3097617683013624
ACBD6,0.18807941304997228
STX6,0.0287273965220306
MR1,0.0222790636153488
IER5,0.7413517404762697
GLUL,3.323882894337621e-07
RNASEL,0.05672766988694171
RGS16,1.4716580393806246e-06
DHX9,0.050681091521830125
SMG7,0.8986812041459001
ARPC5,0.021290938658043622
TSEN15,0.13784317899231185
C1orf21,1.5754228842007062e-13
EDEM3,0.6447888842035226
FAM129A,0.020479554387616734
RNF2,0.8024379761499186
TRMT1L,0.8471428434260102
SWT1,0.4034905958665278
IVNS1ABP,5.597667777417065e-07
TPR,0.8011381148870138
C1orf27,0.5589095870355769
RGS1,1.918514557791594e-13
RGS2,0.07418446200484748
UCHL5,0.11609819056854588
TROVE2,0.9434086738955992
RP11-101E13.5,0.2508981672057542
GLRX2,0.19499168489414817
CDC73,0.4395176469477712
ASPM,0.0043995241146849925
DENND1B,0.4671164973480858
NEK7,0.08326915344835444
PTPRC,0.0030728140110412006
ZNF281,0.6002820049696229
DDX59,0.377506289302195
TMEM9,0.004914162843800475
CSRP1,0.029666074371749635
IPO9,0.025040851034404375
TIMM17A,0.4875911298854787
PTPN7,0.04069139627012435
UBE2T,0.011654172582605296
KDM5B,0.009682757926331453
RABIF,0.18550958653628324
KLHL12,0.03787817538433926
ADIPOR1,0.35943658392386174
CYB5R1,0.2737660084974678
TMEM183A,0.1227643554181201
BTG2,0.1228242605215321
ATP2B4,0.011386159883395947
SNORA77-1,0.004988112864274958
LAX1,0.223652631886302
ZC3H11A,0.022492120953133653
SNRPE,0.004093237864584298
PPP1R15B,0.6683362554734963
MDM4,0.3094645382394851
RBBP5,0.48914579979780837
DSTYK,0.20453989277087753
SNRPGP10,0.4183165442937037
ELK4,0.42703142529494437
NUCKS1,0.020052722120464165
RAB7L1,1.9217229965463055e-06
FAM72A,0.6567497988357066
SRGAP2,0.009790119448641344
IKBKE,0.5908486642654642
RASSF5,0.09954530987071883
EIF2D,0.9489257893579144
MAPKAPK2,0.5905888811912925
FAIM3,2.190165630496109e-09
CD55,0.005241274470109922
CD46,0.09932377913880128
TRAF3IP3,0.008130359694470011
DIEXF,0.44214112755269364
RCOR3,0.016303328727576106
TRAF5,0.08049493707655382
LINC00467,0.1438813694756684
LPGAT1,0.0014369706213445141
INTS7,0.14722909694818226
DTL,1.4943359623295707e-05
PPP2R5A,0.43715003341181224
RP11-384C4.3,0.03280006151409411
NSL1,0.06400597670277414
TATDN3,0.829654062247636
FLVCR1-AS1,0.010518895279543115
ANGEL2,0.05046193315181534
SMYD2,0.556545840224002
CENPF,0.004034092148037382
GPATCH2,0.957919898916215
RRP15,0.3440301868306513
LYPLAL1,0.14183601927597692
EPRS,0.03651654382917703
BPNT1,0.20733218204612286
IARS2,0.3878197772536479
RAB3GAP2,0.5989907028256598
MORF4L1P1,0.7474853166611558
DUSP10,0.5975221346877657
MIA3,0.6225188640635835
BROX,0.6713781112162687
RP11-452F19.3,0.5931516101738072
CAPN2,0.08450139601661193
FBXO28,0.10594085711575833
DEGS1,0.0003669359973600222
NVL,0.14108072276419137
CNIH4,0.019934514292678538
WDR26,0.5375721521918249
LBR,0.2695860853595104
SRP9,0.49665115954576533
PYCR2,0.12385257085585319
SDE2,0.3586459155384285
H3F3A,0.0586047446088464
ACBD3,0.2839137440509158
PARP1,0.015240476769238622
ITPKB,0.37015072733545656
SNAP47,0.008698228135183464
JMJD4,0.009233062866956732
ARF1,0.012221545288723842
C1orf35,0.0499222474804437
MRPL55,0.06810359156818882
GUK1,0.01637419371596341
TRIM11,0.08210175869567998
RNF187,0.9180024074321966
RAB4A,0.6319771022422043
NUP133,0.17550366208399842
ABCB10,0.5543738317162932
GALNT2,0.5818663487727427
COG2,0.0339602061128974
TTC13,0.9340684998025127
ARV1,0.2814718802656939
C1orf131,0.6149044820601381
GNPAT,0.4434149663896726
EXOC8,0.6498918300745511
SPRTN,0.8967302940260066
EGLN1,0.07401557111348928
TSNAX,0.1680168978702263
NTPCR,0.221086152372847
PCNXL2,0.3294202412579775
COA6,0.08345837757075271
TARBP1,0.3089816412914729
IRF2BP2,0.5989470493322377
TOMM20,0.09330177306949855
RBM34,0.4510184802233005
ARID4B,0.00392283335852596
GGPS1,0.14905765435965307
TBCE,0.03256774977194886
LYST,0.1172052862728604
GPR137B,0.004303381800077105
ERO1LB,0.3740765021608599
EDARADD,0.10586249251975502
LGALS8,3.948591208179445e-05
HEATR1,0.5739876970009117
MTR,0.683980799225069
CHRM3-AS2,0.007877134263990223
FH,0.05153774499558136
SDCCAG8,0.4749723204481102
ADSS,0.1195469969664989
DESI2,0.022948219641652935
COX20,0.8020262877713011
HNRNPU,0.025753975828825288
SMYD3,0.57821153142693
TFB2M,0.38823269436110946
CNST,0.7031152231106924
SCCPDH,0.0024794347607289347
AHCTF1,0.7461837265991721
RP11-488L18.10,0.22142524943794795
MIR3916,0.1610425796685837
ZMYND11,0.19932501879276193
LARP4B,0.5760595073625289
GTPBP4,0.2671396203941711
IDI1,1.1597008517991185e-07
WDR37,0.5650994978397538
PFKP,0.013404868293130562
PITRM1,0.10314016413828857
KLF6,8.696499923897185e-06
AKR1C3,4.95507222048266e-10
FAM208B,0.6287331487877362
GDI2,0.09705587500828262
IL15RA,0.0064970307644560965
IL2RA,1.716449198292857e-19
RBM17,0.0724022806168456
PRKCQ,0.24937769691187409
PRKCQ-AS1,0.006557214587142273
SFMBT2,0.26819776228363473
KIN,0.6335984505387646
ATP5C1,0.7913069434858004
TAF3,0.3517818773567827
GATA3,0.005224272282323062
CELF2,4.277499253299578e-05
UPF2,0.05587705777176374
SEC61A2,0.47321727266702407
NUDT5,0.004642943956719076
CDC123,0.003433724898712871
OPTN,0.007672191980825877
MCM10,0.0010126119937878448
RNU6-6P,0.07856131725431474
PHYH,0.23640493354029146
SEPHS1,0.21336088102977563
PRPF18,0.5283095685030881
FAM107B,0.04327568902475126
HSPA14,0.31424579865896435
SUV39H2,0.1023229913254626
DCLRE1C,0.14209806045154078
RPP38,0.3804223434618664
NMT2,0.007906011255545308
FAM188A,0.18702345485351451
PTER,0.030342083637611223
RSU1,0.000518688741859874
VIM-AS1,0.8146465576984526
VIM,0.0176359874586384
STAM,0.6307547057482927
RP11-499P20.2,0.8780370202478037
NSUN6,0.4580298118534376
ARL5B,0.36088769755133404
MLLT10,0.04195416307998991
DNAJC1,0.11700031535368713
COMMD3,0.011525161878623342
BMI1,0.09828576875866145
PIP4K2A,0.0015511400184914372
OTUD1,0.0011537779038939655
KIAA1217,3.946533620902285e-08
ARHGAP21,0.9187256601761344
APBB1IP,0.24925309797995382
ABI1,0.5341399021213336
ANKRD26,0.41307400299511265
YME1L1,0.1205676194315001
ACBD5,0.015362178930028149
RAB18,0.4865889263633759
WAC-AS1,0.10298426567360516
WAC,0.029320759856394433
PTCHD3P1,0.5072707221033583
MTPAP,0.17336893187453745
MAP3K8,0.0003696685398127059
ZNF438,0.2850559909737209
ZEB1,0.9414656816128876
KIF5B,0.03760189778004966
EPC1,0.00015084000247569547
ITGB1,6.046348105430411e-11
CUL2,0.3454386994734391
CREM,1.156179346890495e-09
CCNY,0.22645283954867182
NAMPTL,1.7298872878163217e-06
ZNF248,0.7780207633610356
ZNF25,0.9031258122884669
ZNF33A,0.82886254118319
ZNF37A,0.005280333287348273
HSD17B7P2,0.19108209329249423
ZNF37BP,0.2227978296581412
BMS1,0.7001711775924353
CSGALNACT2,0.011124661114718269
HNRNPF,6.165159596645022e-05
ZNF22,0.8871296757901562
FAM21C,0.00357911541330161
FAM21B,0.007226195861427885
C10orf128,4.799079240730181e-05
PARG,0.7249901596769325
NCOA4,0.03777822899259181
TIMM23,2.288960737681788e-06
SGMS1,0.022692725496185222
ASAH2B,0.31709903179626275
CSTF2T,0.4087033340966863
ZWINT,5.39539304024364e-09
CISD1,0.5703557220531202
UBE2D1,0.3135953655182922
TFAM,0.3094657274448181
CCDC6,0.1307225262431786
CDK1,0.00015358082843079115
ARID5B,0.008792452271469188
EGR2,0.12956378745937708
NRBF2,0.40705032973722854
JMJD1C,0.23586252010283842
REEP3,0.13420139767423464
HERC4,0.20346673882767802
HNRNPH3,0.13326938295472276
RUFY2,0.018352384304422816
TMEM14D,0.03340330342305745
COX20P1,0.5896045623956041
CCAR1,0.002445285774045676
DDX50,0.4689416594067296
DDX21,0.8875874876724291
KIAA1279,0.07606849123962413
