gene_name,F_pval
WASH7P,2.8235247965967416e-07
MTND2P28,0.08462884876255825
hsa-mir-6723,0.0001155470509515196
MTATP6P1,0.0010340794400476067
LINC01128,0.6421901305933553
NOC2L,0.08991847130651907
ISG15,9.850061632651598e-09
RP11-465B22.3,0.00042298503071364806
C1orf159,0.2053024758422027
TNFRSF18,2.2716468516465323e-09
TNFRSF4,7.310860970734886e-09
SDF4,9.18614829382537e-05
UBE2J2,0.6168880036721345
ACAP3,0.6977404717688681
PUSL1,0.3434338047093883
CPSF3L,0.05817349632698532
GLTPD1,0.14665834718501922
AURKAIP1,0.00019717041226695564
CCNL2,0.7697272234513912
RP4-758J18.2,0.21420681428157554
MRPL20,0.07717298828585108
ATAD3B,0.314409436357256
SSU72,0.15182214468201624
MIB2,0.36737198553948774
CDK11B,0.6993794378276095
SLC35E2B,0.09063750904529483
CDK11A,0.3775573711545803
SLC35E2,0.028903364756316878
NADK,0.685891974458523
GNB1,0.9145022995454526
C1orf86,0.6496768909081607
RER1,0.22243553925413517
PEX10,0.5171187885611406
PANK4,0.8543791234401128
TNFRSF14,0.14259723338008928
FAM213B,0.3464076863874713
TPRG1L,0.8890894223327709
WRAP73,0.29052170655627757
LRRC47,0.5757597655957698
CEP104,0.6843978737144637
C1orf174,0.9605547245804547
KCNAB2,0.07854226620939535
RPL22,0.2713685382169908
ICMT,0.7483605507800968
ACOT7,0.1654052341647697
TNFRSF25,0.9336343367256801
NOL9,0.8078373844407986
ZBTB48,0.030502843351754738
KLHL21,0.7638262196725828
THAP3,0.6390801485600803
DNAJC11,0.379087035827193
CAMTA1,0.8302091097030649
VAMP3,0.04722447218020412
PER3,4.8386987837708796e-05
TNFRSF9,0.15609763110868724
PARK7,0.9792731922551554
ENO1,0.001975184313131091
RP3-477M7.5,2.146174023362518e-26
CA6,2.998402493382118e-05
H6PD,0.3332253757569148
SLC25A33,0.03486375065150104
PIK3CD,0.07250708507513087
CLSTN1,0.563479733463477
CTNNBIP1,0.9771492355795672
LZIC,0.18649725198064446
NMNAT1,0.6621262927528877
UBE4B,0.06978992049872193
PGD,0.03498666807361481
APITD1,0.6361563981980176
DFFA,0.230747911400406
PEX14,0.3456521155579329
TARDBP,0.4785598949720079
RP4-635E18.8,0.718735504331697
SRM,0.6650897515649948
EXOSC10,0.2707877629406427
MTOR,0.5981469270196664
UBIAD1,0.5232880573042348
FBXO2,0.010961779149787285
FBXO44,0.36376435530010914
FBXO6,0.21188242728050172
MAD2L2,0.07795333892168732
DRAXIN,0.5586910544661805
AGTRAP,0.039187054622531525
KIAA2013,0.6162112604573419
PLOD1,0.6324019761413212
MFN2,0.5852651884709942
MIIP,7.389413174581511e-07
TNFRSF1B,7.252652271897692e-06
VPS13D,0.3136706722950891
PRDM2,0.688934904710077
EFHD2,0.0758465654872484
CASP9,0.16578069289872588
DNAJC16,0.7796578065261204
AGMAT,0.6674966142946883
DDI2,0.7485739839509419
PLEKHM2,0.009042848833679677
RP11-169K16.7,0.4861334890570881
RP11-169K16.8,0.005822056892456993
RP11-169K16.9,0.7678198985868695
SPEN,0.6377368548630846
ZBTB17,0.18179787830725078
FBXO42,0.1288732531479157
SZRD1,0.2726649410177995
NECAP2,0.00020110711239659988
NBPF1,0.1355062564289085
CROCCP2,0.12136919785930354
EIF1AXP1,0.4448038830780925
SDHB,0.007233953232052726
RCC2,0.0892649923385448
UBR4,0.6622289650087119
EMC1,0.1284672624473213
MRTO4,0.6224051130781949
AKR7A2,0.1215022284459215
PQLC2,0.7702907307851535
CAPZB,0.006002263785841486
MINOS1,0.005430992362405727
NBL1,0.08823818479264922
TMCO4,0.11695197846121241
MUL1,0.5606238809614799
DDOST,0.8762085215486136
HP1BP3,0.7043281415344301
EIF4G3,0.26526025924029256
ECE1,0.16275933552939173
USP48,0.44664335454258147
LINC00339,0.12700598360693838
CDC42,0.12717760588753466
ZBTB40,0.91738553078934
KDM1A,0.5153429134127061
LUZP1,0.49998131414425273
HNRNPR,0.17607285434848172
ZNF436,0.6390196416882482
ID3,2.3030697254752414e-08
RPL11,0.015268383048923456
TCEB3,0.15497974910212844
RP5-886K2.3,0.5839087585909457
PITHD1,0.33217587517690905
LYPLA2,0.07644787199802329
GALE,0.050868725645736815
