gene_name,pval
SMAP2,0.13608191031081074
RP1-228H13.5,0.6674231592733799
EXO5,0.3998952956472766
ZNF684,0.16223712206327393
NFYC,0.5277435584040175
CTPS1,0.8338160093558089
SCMH1,0.7688920416005216
FOXJ3,0.6761655815862508
PPCS,0.09805362869112107
TMSB4XP1,1.1867317188818064e-05
PPIH,0.5947252756796491
YBX1,0.7022512424427825
LEPRE1,0.9506250729421832
C1orf50,0.028742074755176376
CCDC23,0.046080867677054764
ZNF691,0.06463247968663248
SLC2A1,0.8453232811583781
EBNA1BP2,0.07275253549744604
ELOVL1,0.013777388306744721
MED8,0.17517530293395725
SZT2,0.07407100612484052
KDM4A,0.6913087873166762
RP11-7O11.3,0.9174959176446849
IPO13,0.4499625267542732
ATP6V0B,0.7778214012945875
DMAP1,0.40005914546180815
ERI3,0.2377643008743274
RNF220,0.08258328095016258
TMEM53,0.35880608951053156
RNU5F-1,0.6160903044326215
KIF2C,0.018161657882403637
RPS8,0.0923771536688263
PLK3,0.4954431381394818
EIF2B3,0.34557583789713064
HECTD3,0.18803709862637008
UROD,0.3536322714085805
MUTYH,0.1643216810745955
TOE1,0.24268829870725223
TESK2,0.8645373325599801
CCDC163P,0.5733817659300839
PRDX1,0.02602049433091977
AKR1A1,0.7090743779159598
NASP,0.5968700882988334
GPBP1L1,0.6934047364934328
TMEM69,0.3952877823948756
IPP,0.28200541659492656
PIK3R3,0.27180109712702366
POMGNT1,0.042764364935010686
LRRC41,0.8654992751214365
UQCRH,0.6293726908715518
NSUN4,0.062289037244065516
MKNK1,0.4295127642577856
MOB3C,0.021168244661440627
ATPAF1,0.9026467931694513
EFCAB14,0.4685870286869961
CMPK1,0.4981476421195138
FAF1,0.0741769745435402
CDKN2C,0.11873077348310297
RNF11,0.8339491777782456
EPS15,0.21004855254583502
OSBPL9,0.07690317064495329
NRD1,6.640066468949306e-05
TXNDC12,0.8453225191410667
KTI12,0.08945068304280201
BTF3L4,0.02894939909700718
CC2D1B,0.6178194439084298
PRPF38A,0.1685897388646364
ZCCHC11,0.9265329427114599
GPX7,0.06876062860147521
FAM159A,0.07014916040241222
COA7,0.23400540263994035
ECHDC2,0.0015279955933600355
SCP2,0.14261158633275023
CPT2,0.7409583082529607
C1orf123,0.977451568607453
MAGOH,0.5910008065057115
LRP8,0.7710221020709213
NDC1,0.3460472496967066
YIPF1,0.978369251908456
HSPB11,0.2389244553676975
LRRC42,0.6248493532920079
TMEM59,0.7854238554450369
TCEANC2,0.5928276112841925
MRPL37,0.01882011708090668
SSBP3,0.5856093744509796
PARS2,0.07311652424126615
TTC22,0.27222959904756394
USP24,0.015658624168993534
RP11-101C11.1,0.07845706919738367
RPS26P15,0.9667347538184267
OMA1,0.21058778805764553
MYSM1,0.5902408147399238
RP4-794H19.4,0.023701966674431734
FGGY,0.8041048837792488
TM2D1,0.014551694770815665
USP1,0.38298537073857314
ATG4C,0.33200579321449
ALG6,0.43998215864376333
ITGB3BP,0.5818280883060337
EFCAB7,0.3839810461655281
PGM1,0.6714892164221062
JAK1,0.24556004374588888
MIR3671,0.18905953952588997
MIR101-1,0.13478461431442212
LEPROT,0.19265860548567457
PDE4B,0.19927858977957869
MIER1,0.7162417426016666
SLC35D1,0.3454982711642238
IL12RB2,0.2233945155614372
SERBP1,0.005273584897465426
GADD45A,0.003221387286183281
LRRC40,0.41903083274687386
SRSF11,0.9234787511065017
ANKRD13C,0.25058783285872016
HHLA3,0.4020394202287156
ZRANB2,0.789185581389603
MIR186,0.5882728724641565
ZRANB2-AS2,0.5000524283521905
LRRIQ3,0.7264808715947123
FPGT,0.9524261051129699
CRYZ,0.04456990748902068
TYW3,0.35478033762488637
ACADM,0.0018259648255758182
RABGGTB,0.904272663669107
TPI1P1,0.5302826781386173
PIGK,0.2999204380322906
ZZZ3,0.032190545483475115
USP33,0.2446802248480908
FAM73A,0.2176022983586311
HSPE1P25,0.0007533474390960405
FUBP1,0.008228214533155847
DNAJB4,0.964425086108853
RP11-386I14.4,0.6216134316537292
IFI44L,0.00019321205495209494
IFI44,0.003930411810631606
PRKACB,0.0832736587709746
RP11-82H13.2,0.16950716798981838
RPF1,0.3316610911169829
GNG5,0.1186014752087096
SPATA1,0.848276836437732
CTBS,0.22006808035202044
SSX2IP,0.6320706902185421
MCOLN2,0.005725595937896062
MCOLN3,0.673629200607382
C1orf52,0.12081181043293494
BCL10,0.029857368421357052
ZNHIT6,0.3662006802579752
ODF2L,0.009558352760935722
RP4-612B15.3,0.7913580604885467
SH3GLB1,7.422415992607505e-05
SEP15,0.41881643667200347
HS2ST1,0.8314938246387513
LMO4,0.28191893073372537
PKN2,0.32679207693158374
GTF2B,0.9779095950290189
CCBL2,0.619328858725577
RBMXL1,0.06204329602240791
GBP3,0.8136124277175318
GBP1,0.03180108828519924
PTGES3P1,0.7733734410763928
GBP2,0.670588303566463
GBP4,0.3496687135803454
GBP5,0.00730927737802777
LRRC8B,0.24684113812518893
LRRC8C,0.6910671748114687
LRRC8D,0.5340685371155929
ZNF326,0.16263812823732438
ZNF644,0.6647221978009835
CDC7,0.34784504655649195
TGFBR3,0.43088414159939853
GLMN,0.40681685601748374
RPAP2,0.29422640754865487
GFI1,0.8583051792463653
RPL5,0.8869617966881588
FAM69A,0.21722404584715682
MTF2,0.0026526010914670268
TMED5,0.004394547625487119
CCDC18,0.1687889544292811
RP4-717I23.3,0.5340350385673774
DR1,0.010878558366536839
DNTTIP2,0.002197078470031311
GCLM,0.036702747145119716
ABCD3,0.4475685814977546
ALG14,0.2989230267464784
RWDD3,0.582473981597127
RPL7P9,0.000640163299262124
PTBP2,0.5301652102230889
DPYD,0.22635999666215578
SLC35A3,0.49811364045134465
HIAT1,0.014230315085564882
SASS6,0.2809776494234822
TRMT13,0.018260306390167638
DBT,0.9217475319772119
RP11-305E17.6,0.7155009420208969
RTCA,0.005163712422197523
CDC14A,0.44093824481986227
EXTL2,0.00825985232745752
SLC30A7,0.3313795049114431
DPH5,0.44543994776209267
RP11-421L21.3,0.33282339421448964
S1PR1,0.08432836370829055
RNPC3,0.32606505818487536
PRMT6,0.8422611435806993
RP11-270C12.3,0.06727720225610985
VAV3,0.5177877619649544
SLC25A24,0.008933806528147398
FAM102B,0.6279784774062787
HENMT1,0.0018276003668542381
PRPF38B,0.014737560565462021
STXBP3,0.40739524904069646
GPSM2,0.5397432050042046
CLCC1,0.5334607165263588
WDR47,0.31767070356642246
TAF13,0.14817533507559344
TMEM167B,0.2720212105861695
SCARNA2,0.6653790494986647
SARS,0.08217629956069451
PSMA5,0.05010627070722817
CYB561D1,0.6172064597053936
GNAI3,0.5089642756573567
GNAT2,0.19104925118564584
AMPD2,0.754262023452237
GSTM4,0.01279265026124734
GSTM2,0.00048620897900536947
GSTM3,0.003070270459195168
CSF1,0.14221639560977467
AHCYL1,0.8361236133954821
STRIP1,0.6811339528865394
SLC16A4,0.7648828379519559
LAMTOR5,0.1730097368014861
KCNA3,0.6976282017672389
CD53,0.326086355933047
LRIF1,0.6980140584315363
DRAM2,0.061631846175188
CEPT1,0.07736383691610836
DENND2D,0.49660300356539155
CHI3L2,0.167768364378141
WDR77,0.0417392749911504
ATP5F1,0.3732657267024071
C1orf162,0.14622063232600097
RAP1A,0.6931573613427939
LINC01160,0.42067202580211976
RNU6-151P,0.48882884897167833
DDX20,0.34605265655023276
ST7L,0.045897129791215414
CAPZA1,0.05250992896085179
MRPL53P1,0.43961162949496213
MOV10,0.07897969818277066
RHOC,0.02224720385295024
SLC16A1,0.7954372906149585
SLC16A1-AS1,0.6660670940289726
LRIG2,0.41382849797428584
PHTF1,0.23351600941629735
RSBN1,0.07589343984531455
PTPN22,0.7266837616602395
AP4B1,0.35396408160377935
HIPK1,0.897620201345969
TRIM33,0.6486440251813284
BCAS2,0.6154095498652581
NRAS,0.38144758260678435
CSDE1,0.5350972941057923
SIKE1,0.792431858807267
VANGL1,0.8320584891243104
ATP1A1,0.41941808799478486
ATP1A1OS,0.2829745381081166
CD58,0.3771883726722108
CD2,0.005165136853742984
FTH1P22,0.24074015662415457
CD101,0.004353663582557295
TTF2,0.36286210434903143
MAN1A2,0.10740985268221721
FAM46C,0.40938956078932065
GDAP2,0.5210126151287273
WDR3,0.4716792183850614
WARS2,0.3658275595496823
REG4,7.097543517852418e-10
NOTCH2,0.19380280631876176
RP11-343N15.5,0.17754355908750352
RP11-435B5.4,0.010718554254163917
RP6-206I17.1,0.37561707296934843
SRGAP2B,0.08153813886205381
RNU1-59P,0.19690182202004808
RP11-640M9.2,0.40096926715623316
PDE4DIP,0.47399816633247727
RNU2-38P,0.2451629198464843
SEC22B,0.22889237692240116
NOTCH2NL,0.02844920159251639
TXNIP,0.4271362857789035
POLR3GL,0.05354113386202562
RP11-315I20.1,0.6423374194452416
LIX1L,0.46432040567310867
RBM8A,0.15610487485150332
PEX11B,0.25007978105254935
ANKRD35,0.3624199539379938
PIAS3,0.7250939290230507
NUDT17,0.6011757094929716
POLR3C,0.012356288092247595
RNF115,0.8085564367930714
GPR89A,0.4491920093853774
PRKAB2,0.26338423754356016
RP11-337C18.8,0.20263983569624613
PDIA3P1,0.7199093579761748
CHD1L,0.0697009643681473
ACP6,0.0034335402341339875
GPR89B,0.3205905057991323
RNVU1-13,0.3913452262393266
NBPF14,0.18376999471271344
RNVU1-14,0.8381261788736438
RP11-14N7.2,0.4785854644097228
RP11-403I13.8,0.30318572827760826
RNVU1-19,0.4134482992948741
RNVU1-20,0.7853479906441895
HIST2H2AC,0.2231796728171063
BOLA1,0.6399040455182023
SF3B4,0.12432323614964877
OTUD7B,0.9865590393723529
VPS45,0.3745657580473944
PLEKHO1,0.5794201544233593
ANP32E,0.12217482046428924
C1orf54,0.6010907695815264
MRPS21,0.3669676521051339
PRPF3,0.4888436491994267
RPRD2,0.97286227360699
TARS2,0.8049685881602562
LINC00568,0.7337527666167031
MCL1,0.0171344020530915
ENSA,0.5904237620009907
GOLPH3L,0.8852839340377705
CTSS,0.8731099365108419
ARNT,3.903692360521858e-05
SETDB1,0.241338720419642
CERS2,0.024399615643299687
FAM63A,0.31224883440637563
PRUNE,0.44201312830009803
C1orf56,0.08908749673689358
CDC42SE1,0.7653842760522664
MLLT11,0.6452496522269653
GABPB2,0.020745119124442553
TNFAIP8L2,0.7648603327319856
SCNM1,0.20056246867474373
LYSMD1,0.27252327327495535
VPS72,0.04085183457940157
PSMD4,0.29789966846013094
PI4KB,0.767502047673642
RFX5,0.6588066854706075
RP11-126K1.6,0.45300651114087065
PSMB4,0.05003460165264851
POGZ,0.19968899889065114
SNX27,0.3784984205434151
MRPL9,0.3067713317304567
TDRKH,0.11710021964856854
THEM4,0.26240198135385256
S100A10,0.007190272025123164
S100A11,0.07488272487084362
S100A9,0.5783021424234185
S100A6,0.0005648756867016383
S100A5,0.6037940412540991
S100A4,9.659178640563561e-05
CHTOP,0.26984672709362856
SNAPIN,0.5345353600800701
ILF2,0.0825833846877173
INTS3,0.6244206422936576
SLC27A3,0.6181414588081673
GATAD2B,0.4889067450181789
DENND4B,0.5137034091784134
CRTC2,0.6140131283452862
SLC39A1,0.3655981788101998
JTB,0.5705029663257482
RP11-422P24.11,0.020437118329689582
RPS27,5.2552898513519576e-05
TPM3,0.0003661446280197616
C1orf43,0.013303177088332925
UBAP2L,0.006764726261823106
HAX1,0.013691009563497331
UBE2Q1,0.3067271577555914
ADAR,0.33551972369760213
PMVK,0.023407662978752977
PBXIP1,0.003597055366870811
PYGO2,0.29029122270005236
SHC1,0.4197125002957658
CKS1B,0.047607494184192134
FLAD1,0.08544778546941927
EFNA4,0.6674437634849792
SLC50A1,0.027052802023863266
DPM3,0.424795931921065
KRTCAP2,0.6445828405502856
TRIM46,0.5580912753376033
MTX1,0.35536974945781646
GBA,0.0004817376781362068
SCAMP3,0.09183790880620908
CLK2,0.42750770642292735
FDPS,0.10862010375385421
RUSC1,0.7234639412056436
ASH1L,0.18769989651752567
ASH1L-AS1,0.8051060630622516
MSTO1,0.7110494352338215
YY1AP1,0.02692996882769127
DAP3,0.6388420333681517
GON4L,0.5165010816104598
SYT11,0.5610644305773691
RIT1,0.5051423482476385
KIAA0907,0.2936411556656478
ARHGEF2,0.9090633755232724
SSR2,0.0004488959618507167
UBQLN4,0.799848692243645
LAMTOR2,0.02663251960296477
SEMA4A,0.4927066861021079
SLC25A44,0.09572537948809699
PMF1,0.023365133437711398
SMG5,0.000328203013759943
C1orf85,0.2582652845650971
CCT3,0.1751524629531816
TSACC,0.7136232730384107
MEF2D,0.8849947577700505
APOA1BP,0.016530766566060805
GPATCH4,0.045995773441796325
BCAN,0.66729154495877
ISG20L2,0.08276118193130418
RRNAD1,0.024699179678145063
MRPL24,0.027850978979597117
HDGF,0.04341095935929672
PRCC,0.4713635162033924
SH2D2A,0.0462847254841904
ETV3,0.7767540665682346
PYHIN1,0.19036161641480953
IFI16,0.4900848050080777
AIM2,0.2487939196067429
DUSP23,0.6216103529319321
TAGLN2,0.3604648991345594
PIGM,0.3481944856973437
IGSF8,0.6691960746418717
PEA15,0.3597993834203613
DCAF8,0.38129507870878554
RP11-574F21.2,0.8218234698594085
PEX19,0.06756064231600005
COPA,0.014799858609754257
NCSTN,0.0161414444213908
SLAMF6,0.9754298650569379
CD84,0.4899808266652115
SLAMF1,2.2357151503688616e-05
CD48,0.017968496103349114
SLAMF7,0.46641083367892655
LY9,0.7240948037493374
CD244,0.007468404529594316
TSTD1,0.38627624918765435
USF1,0.17066130349970743
ARHGAP30,0.26488519237895863
PFDN2,0.47970874027598986
NIT1,0.0769248900173285
DEDD,0.024403695601371976
UFC1,0.0042409179875357835
USP21,0.7722094490019609
PPOX,0.6009659773404219
B4GALT3,0.029929928214718213
NDUFS2,0.3896326514179774
FCER1G,0.0025055870581608855
SDHC,0.8516347700421092
FCGR3A,4.696080935154684e-05
DUSP12,0.5283421706005449
ATF6,0.03412808979976545
UHMK1,0.0452572010456381
UAP1,0.022656783041166095
HSD17B7,0.4434509946673477
RP11-267N12.3,0.06853831203570902
NUF2,0.050436856263461005
MGST3,0.1585720880385594
ALDH9A1,0.5940511714591973
TMCO1,0.2584003861456642
UCK2,0.33648589954651126
POGK,0.33885770411117516
TADA1,3.07402989950261e-05
CD247,0.2755942267719404
CREG1,0.3700704857563119
RP3-455J7.4,0.0019695072026726813
RCSD1,0.44437758003914685
MPZL1,0.040550117350375864
MPC2,0.030130394398228105
DCAF6,0.42440674476987633
TIPRL,0.17268571206479796
SFT2D2,0.22458668960712672
TBX19,0.7320313734540094
XCL1,6.853091422715293e-09
ATP1B1,0.09073398031006105
NME7,0.3085176547420134
BLZF1,0.9484818857634815
C1orf112,0.696596575938401
SELL,8.008727458244399e-07
METTL18,0.015598310358095573
SCYL3,0.5821174885940251
KIFAP3,0.836661074584491
AL356475.1,0.731768782579482
GORAB,0.2571171290193258
PRRC2C,0.003100752955996231
PFN1P1,0.021525849678212267
VAMP4,0.31001944972973633
METTL13,0.01445555205988151
PIGC,0.35820009811616005
SUCO,0.324490534748351
FASLG,0.013767837450266348
TNFSF4,0.6510471694301361
RP11-296O14.3,0.5590349763166822
PRDX6,0.11860707205937718
KLHL20,0.7533697064608744
CENPL,0.2835598427651423
DARS2,0.4684724572482755
GAS5,0.02399464269402377
SNORD78,0.7887138555124382
RC3H1,0.08725476919757963
RP11-160H22.5,0.05342018303940948
RABGAP1L,0.5999959408782376
CACYBP,0.004771681918650456
MRPS14,0.401972007639016
KIAA0040,0.4643932110903973
RP11-318C24.2,0.6023106324558882
RFWD2,0.39196661927563387
FAM20B,0.37601528738202783
TOR3A,0.5979293325910546
SOAT1,0.8590164978235034
TOR1AIP2,0.47436344220710414
TOR1AIP1,0.0012247718110207399
CEP350,0.00795858081803705
QSOX1,0.0006749195135463909
LHX4,0.004326314395800188
ACBD6,0.9006028095879501
XPR1,0.7378996975555877
STX6,0.8024058675433057
MR1,0.803996558885115
IER5,0.11024577516121528
GLUL,0.14190024803518742
RNASEL,0.00808345211975293
RGS16,0.035775318268130386
NPL,0.1200508278253382
DHX9,0.30770353323408467
SMG7,0.7358812741447113
ARPC5,0.1605725822023468
TSEN15,1.692867069772679e-05
C1orf21,0.3883423423774688
EDEM3,0.4401724231500696
FAM129A,0.7480876313352287
RNF2,0.9077788629308706
TRMT1L,0.17222770311851401
SWT1,0.5611604963442298
IVNS1ABP,0.8103477449630141
TPR,0.01610907219715882
C1orf27,0.9089831012134237
RGS18,0.5990919178909736
RGS1,0.2197115887015667
RGS2,0.5056926332698652
UCHL5,0.1921022863425016
TROVE2,0.46199099367040064
RP11-101E13.5,0.4923164520443878
GLRX2,0.03538379378238903
CDC73,0.16701265356289222
B3GALT2,0.015369912466110308
DENND1B,0.15135682083091653
NEK7,0.4786433301245999
PTPRC,0.049302604653871755
RP11-553K8.5,0.0008338802663284023
PEBP1P3,0.7023902281336487
MIR181A1HG,0.6826172350901829
NR5A2,0.16112805740492903
ZNF281,0.5322059265374994
DDX59,0.3477953759610135
KIF21B,0.3132617088803839
TMEM9,0.06530016112065729
PHLDA3,0.6974560832949355
CSRP1,0.11113821273695967
RP11-134G8.7,0.7496809762243566
IPO9,0.006992555979705502
TIMM17A,0.0049371414182526226
RNPEP,0.32321357368111164
ARL8A,0.5136321757343094
PTPN7,0.00013847955362407608
UBE2T,0.9923389707822069
PPP1R12B,0.37607647085990065
RP11-569A11.1,0.6038364817292288
KDM5B,0.04981711263465129
PCAT6,0.4127961940071014
RP11-480I12.5,0.7606914234240232
RABIF,0.0013144739283162555
KLHL12,0.7866569941083685
ADIPOR1,0.14434438831859508
CYB5R1,0.2384470931774974
TMEM183A,0.11439216644876292
RP11-134P9.3,0.04753164694066767
BTG2,0.011633553602732355
ATP2B4,0.6531493427877555
SNORA77-1,0.34598439608443343
LAX1,0.5012816559698652
ZC3H11A,0.07256123364841988
SNRPE,0.8247009849272688
PPP1R15B,0.045932928048915
MDM4,0.12253641125730536
RBBP5,0.19372560624596502
DSTYK,0.14352272425399845
SNRPGP10,0.0004921882907470132
ELK4,0.9744031469201629
NUCKS1,0.5262478171606901
RAB7L1,0.9322985619760433
SLC41A1,0.7855864807101807
IKBKE,0.3032371751071242
RP11-534L20.5,0.6005461306143556
RASSF5,0.09454944681638239
EIF2D,0.08620084447701369
MAPKAPK2,0.5497354718987324
IL24,0.17174728676157328
FAIM3,0.035989405029970424
PFKFB2,0.7180284197249209
CD55,0.006512542263542843
CD46,0.7361664859631235
C1orf132,0.15913359503538435
C1orf74,0.24984927877779187
DIEXF,0.43089481412107283
RCOR3,0.793253387799284
LINC00467,0.6592940947578748
SLC30A1,0.4756867679400131
LPGAT1,0.5380273787590626
INTS7,0.07584234648794329
PPP2R5A,0.5645919496810469
RP11-384C4.3,0.9199071132374402
TMEM206,0.9035203299549853
NENF,0.6964571729254798
BATF3,0.14101802109190056
NSL1,0.926803496485782
TATDN3,0.018245141391715285
FLVCR1-AS1,0.022197846135346214
FLVCR1,0.6624824315542145
ANGEL2,0.6224781159712038
