PeakID,clonal_p,quality_p,max_height,itype,gene,gene_clonality
Interval_44108,0.1975133728495011,0.5350585513951135,119.32063,intron,NCOA6,0.1083531919139916
Interval_46695,0.9506722567587105,0.3635969350874657,88.34583,promoter-TSS,CCDC117,0.2620596049214045
Interval_49250,0.001596806387225369,0.1175467247323535,196.17122,promoter-TSS,SLC25A20,0.9826200329211523
Interval_18279,0.6892166242736796,0.41754780652418444,39.21054,exon,FBXW8,0.61121530063246
Interval_33180,0.13084926884139536,0.2362295792973833,90.41219,promoter-TSS,RP11-35G9.3,0.24029244172064018
Interval_37509,0.21893184092509488,0.36877802898335865,20.616266,intron,LBH,0.00039558619674757815
Interval_3762,0.012226103524928922,1.0,31.950691,intron,CD101,0.004360458225169889
Interval_14085,0.0736220472440946,0.14115946219459308,69.59794,promoter-TSS,RP11-356J5.12,0.023785183211407275
Interval_69837,0.05544642526222132,0.3510618583447611,17.061127,intron,ATXN7L1,0.23791925330708116
Interval_12663,0.001263641585296349,0.4432809773123909,507.9564,promoter-TSS,RASGRP2,0.0849098510598
Interval_1504,0.5051462317210346,0.13501124859392577,53.801914,exon,SMIM12,0.2527147953540357
Interval_13507,0.13270528683914473,0.1289865548648258,101.12191,promoter-TSS,C11orf73,0.9487077716021499
Interval_18530,0.11089285052444264,0.6389050941591021,22.733412,TTS,HIP1R,0.28668021759329393
Interval_79106,0.000815388606797085,0.4466198399178587,35.083122,promoter-TSS,MAGED1-1,0.1386826023631864
Interval_64264,0.0003180569611100914,0.2032962266878705,134.95694,promoter-TSS,CD109,0.000446167671675449
Interval_44213,0.10972965158305603,0.18308515252277002,85.14704,promoter-TSS,NDRG3,0.2744769999774423
Interval_16913,0.44464363163221066,0.11857741795576116,138.1398,promoter-TSS,HELB,0.6548501437958307
Interval_27222,0.18263212795549333,0.9021210013908206,19.920742,intron,PHKB,0.08361980475395445
Interval_46791,0.1714050725765217,0.2903880708468485,27.903093,intron,TBC1D10A,0.3951357817420063
Interval_74088,0.020278626933937227,0.7603487064116985,50.209812,TTS,TBC1D31,0.22401087816858553
Interval_2207,0.010778443113771852,0.19183451279259667,169.26219,promoter-TSS,SSBP3,0.5849702292469118
Interval_72889,0.00040769430339915314,0.43789232959186053,35.86416,TTS,NCOA2,0.5462590547740547
Interval_50928,0.00040769430339915314,0.253599550056243,37.109283,intron,CD86,0.03201697704561269
Interval_3387,0.05258717660292489,0.9614572791672691,59.043682,TTS,FAM102B,0.6278855169235217
Interval_37671,0.0002566914801763742,0.40494938132733405,77.99728,intron,QPCT,0.009617137534483736
Interval_69721,0.0733849746117633,0.5188201526147528,29.171179,intron,PRKRIP1,0.6448244918446546
Interval_24419,0.6491017964071858,0.1969152603883143,200.83928,promoter-TSS,FAM63B,0.6194437542655187
Interval_49186,0.0403932340610097,0.13673557900824052,125.07204,promoter-TSS,SCAP,0.4497396772948167
Interval_43047,0.005725025299985309,0.3767818418389475,139.30519,promoter-TSS,ARL4C,0.14892615070837648
Interval_72295,0.29493851072270283,0.31076004013721326,32.27774,intron,WHSC1L1,0.8406760404060998
Interval_61012,0.0009561891515998955,0.5420978627671541,49.511444,intron,PDGFRB,0.335066559327709
Interval_41846,1.0,0.33992952652089703,28.287207,intron,ANKRD44-IT1,0.7466015781440966
Interval_17850,0.07424071991001147,0.4393234061009108,80.70291,promoter-TSS,TXNRD1,0.3366422372046864
Interval_27341,0.17690982194141314,0.17070649052268816,327.32486,promoter-TSS,AKTIP,0.4721842399137979
Interval_66112,0.03792415169660679,0.33507530393757934,201.26878,promoter-TSS,REPS1,0.5145724646008194
Interval_47986,0.025429568542023384,0.2951018598464519,44.75143,intron,ATG7,0.5269486657054714
Interval_69827,0.0012230829101962382,0.606795323547943,26.898117,intron,ATXN7L1,0.23791925330708116
Interval_34713,0.0960944272789912,0.4008120785009217,23.756258,TTS,PKN1,0.5972740274293973
Interval_65770,0.02104870137446635,0.25711473565804277,43.036987,intron,AKAP7,0.028187535781294407
Interval_923,0.3650152848108652,0.615748031496063,48.696983,promoter-TSS,RP5-886K2.3,0.07463504248297503
Interval_24758,0.0044846373373857995,0.43970753655793027,33.20125,intron,MAP2K1,0.4126028823093945
Interval_20968,0.5290411406435952,0.5909167604049494,45.206097,promoter-TSS,CCNB1IP1,0.9012417986269112
Interval_18789,0.7467977446870027,0.138730663582478,123.74446,promoter-TSS,GOLGA3,0.3245552667067443
Interval_37239,0.00024451508213430007,0.31872890888638916,46.85068,promoter-TSS,DNMT3A,0.5658716933225395
Interval_41336,0.0017465862178475122,1.0,45.824604,intron,CCDC141,0.03776973160714511
Interval_74164,0.008561580371372446,0.24791729867220502,47.22062,intron,MTSS1,0.023772804232346303
Interval_4864,0.04841398626269766,0.1654959979464682,34.44456,TTS,RCSD1,0.4445108454611647
Interval_78585,0.19512303554360133,0.8625984251968504,43.04153,intron,RP13-314C10.5,0.5996388769041188
Interval_39780,0.6505343082114732,0.12051467399161486,75.61448,intron,CKAP2L,0.2159223662798563
Interval_33019,0.0009561891515998955,0.4474971878515186,31.985218,intron,DYM,0.640361125960395
Interval_22900,0.0009280089988746854,0.8989157149053058,86.168175,exon,RIN3,0.3921110689118929
Interval_11153,1.0,0.47749024143414776,86.39738,promoter-TSS,PGAP2,0.0009257898064390972
Interval_79169,0.2780475149179049,0.5646195470886921,15.493914,promoter-TSS,MAGED2,0.07712438456782038
Interval_45827,0.033023238575293545,0.1336125421592973,17.707327,intron,DYRK1A,0.5153228674529831
Interval_32363,0.003992015968063423,0.2348394120849211,198.11649,intron,PTPN2,0.3524851348259308
Interval_77531,0.31424027757698403,0.2461760878993784,119.73277,promoter-TSS,TRUB2,0.013901209010358637
Interval_45891,0.0002566914801763742,0.34209786276715415,42.47005,promoter-TSS,MX2,0.7743324300659336
Interval_48980,0.002853860123790408,0.8597997806454624,23.10043,promoter-TSS,ZNF35,0.4692966590478332
Interval_627,0.30538922155688664,0.3023407729994556,127.992905,promoter-TSS,DDI2,0.8143602066339013
Interval_32071,0.0002566914801763742,0.6138499349428943,77.270096,promoter-TSS,TBCD,0.03522181454738829
Interval_1122,0.003493172435693803,0.14306128929818995,28.79912,intron,ZDHHC18,0.06667513869292956
Interval_58365,0.06341394825646818,0.1323959505061867,59.411392,intron,ITGA1,0.033416553345072465
Interval_39535,0.004363755162999583,0.14665354330708658,73.93577,intron,UXS1,0.12653856225149138
Interval_40258,0.22834331337325342,0.16327345309381236,185.73412,intron,MCM6,0.0026700740573379297
Interval_48093,0.0017465862178475122,0.6370276278183551,18.90804,intron,NUP210,0.03085356065697309
Interval_50555,0.028538601237907746,0.6464919758348467,19.130957,intron,KIAA1524,0.1382626352697269
Interval_20848,0.020384715169934453,0.7924766060719203,21.564522,promoter-TSS,ARHGEF7,0.6596095836775544
Interval_7536,0.010495879716640344,0.2742229290154692,99.26471,promoter-TSS,PRKCQ-AS1,0.028698507298032416
Interval_73036,0.00040769430339915314,0.7185494597811122,27.387589,exon,PEX2,0.009899723804246871
Interval_41388,0.017465862178469016,0.18910765322324552,15.9753475,intron,AC104820.2,0.13690993698999357
Interval_49385,0.03493172435693925,0.29564941251190857,15.037588,intron,TEX264,0.05288171477001637
Interval_21866,0.0076495132127955,0.3927329624478443,15.977438,intron,PRKCH,0.30324302827199184
Interval_60329,0.0027106949236080924,0.4477575160177427,17.577183,intron,RAD50,0.7865776495705101
Interval_29463,0.07578740157480301,0.8646812201821599,62.057156,intron,FAM222B,0.47089788209276384
Interval_12448,0.002868567454798465,0.46566411682892905,26.35878,intron,CD6,0.008980301110448015
Interval_4034,0.1547849625463793,0.405511811023622,39.866795,TTS,ACP6,0.003421134621536604
Interval_34315,0.0006361139222201828,0.19152811912678902,104.1297,intron,HNRNPM,0.33648107784929004
Interval_74443,0.3939137973192257,0.7297505425524468,27.984728,intron,EFR3A,0.5360714702486391
Interval_49700,0.38426714582409693,0.2951018598464519,35.86416,intron,ATXN7,0.645971768851386
Interval_60539,0.002868567454798465,0.6808066759388038,37.807247,intron,CTNNA1,0.0013992384677371495
Interval_10042,0.21003937007874052,0.7120717073875957,72.632614,promoter-TSS,HIF1AN,0.19487944290113113
Interval_72220,1.0,0.26150065057105687,129.62482,promoter-TSS,MAK16,0.4996712276470876
Interval_62227,0.026398727772155905,0.2911956050310829,92.547714,intron,NEDD9,0.002053460088004599
Interval_7795,0.0038247566063983607,0.6731571627260083,26.35878,promoter-TSS,FAM107B,0.36004231175078805
Interval_3182,0.19039323968718713,0.21263388794250115,23.493158,intron,DPYD,0.22633407175495643
Interval_21037,0.14554686631333158,0.24383825655090619,16.140577,promoter-TSS,METTL3,0.21675883749328506
Interval_36362,0.01717507589995715,0.12673124186786178,103.580956,promoter-TSS,ZNF761,0.05687178526471522
Interval_54156,0.07047806801379941,0.21956628881222273,17.707327,promoter-TSS,APBB2,1.0446778430961623e-05
Interval_21206,0.0646512935883019,0.713343935232037,72.22994,intron,PCK2,0.2939806643528955
Interval_24174,0.22880279453794838,0.27993013655128607,24.347578,TTS,GALK2,0.937571942604111
Interval_47713,0.009291573121124164,0.974015748031496,33.937508,intron,PPP6R2,0.9876028958785039
Interval_67276,0.008732931089235119,0.26738647189583997,24.436085,promoter-TSS,GNA12,0.824902655946318
Interval_15869,0.001596806387225369,0.10433678098348753,177.47928,promoter-TSS,METTL20,0.10715674636813582
Interval_23625,0.0002566914801763742,0.16571991001124864,46.514812,intron,ARHGAP11B,0.1776032333355361
Interval_28036,0.0027106949236080924,0.5266140956136027,37.109283,intron,WWOX,0.2105026101251303
Interval_25054,0.1711146450773452,0.15362151221627873,114.26467,promoter-TSS,COX5A,0.6052259970995695
Interval_22176,0.17075365579302637,0.8098597657944195,72.22994,intron,RAD51B,0.5835320929454408
Interval_41376,0.06430746660146258,0.44472965720019597,35.86416,intron,AC104820.2,0.13690993698999357
Interval_61269,0.1401071420632629,0.2514876438055679,22.26011,intron,CYFIP2,0.1762350638468346
Interval_29361,0.0015902848055516783,0.26147173630186493,108.57079,promoter-TSS,DHRS7B,0.07294251573320659
Interval_28380,0.3729137691237834,0.9148991655076495,15.199549,promoter-TSS,BANP,0.03367792176032493
Interval_55592,0.027145708582834938,0.1284703320631464,244.32889,promoter-TSS,CCDC109B,0.7050914307668765
Interval_34941,0.0015401488810582453,0.9701068616422948,48.41661,intron,MAST3,0.14511864909705421
Interval_46926,0.005258717660292733,0.9292756975567442,67.18211,exon,APOL6,0.8891918457901906
Interval_16981,0.14646453419876815,0.42802137539962193,24.260166,intron,RP11-81H14.2,6.182999131358037e-05
Interval_62436,0.018827661324382627,0.6576202366228736,24.432884,intron,DTNBP1,0.12551068867721094
Interval_56260,1.0,0.6462324691386834,23.493158,intron,ELF2,0.08586656129471593
Interval_70426,0.08265465661680593,0.4971597300337458,62.762287,TTS,HILPDA,0.7741752368795989
Interval_578,0.000815388606797085,0.5541057367829021,33.937508,TTS,VPS13D,0.49961277534095105
Interval_32201,0.00024451508213430007,0.5562992125984252,46.05262,TTS,TGIF1,0.298250976817486
Interval_12460,0.0017465862178475122,0.1402631198496458,90.75067,intron,CD5,0.14847993862719552
Interval_7142,0.00040769430339915314,0.16822626187198098,31.199074,intron,AKT3,0.45432789631858744
Interval_29750,0.010192357584966616,0.1584253144470632,23.257408,intron,TAF15,0.11623692675315464
Interval_8211,0.0017465862178475122,0.4090187361067006,26.90096,TTS,PTCHD3P1,0.36264291773362917
Interval_76660,0.5422334235202545,0.2676327786219933,21.520771,intron,FANCC,0.12201548402924506
Interval_53969,0.00040769430339915314,0.8565804274465691,121.05432,intron,RP11-431M7.3,0.13684587749093588
Interval_58363,1.0,0.6241799785033912,22.609316,intron,ITGA1,0.033416553345072465
Interval_45170,0.2199381327334079,0.15067491563554558,47.465397,promoter-TSS,HELZ2,0.09670469176337368
Interval_65136,0.021305392854642724,0.13821709786276715,52.66125,promoter-TSS,MICAL1,0.17793361229425672
Interval_48064,0.010192357584966616,0.43912911581452874,25.104908,intron,IQSEC1,0.2449116972074315
Interval_18700,0.2551513312953587,0.21701349831271088,52.175335,intron,STX2,0.8089490072251402
Interval_70371,0.14554686631333158,0.7662429116785886,16.493015,intron,SND1,0.25308261317717545
Interval_26835,0.6195749602428794,0.52028335983808,123.99596,intron,NSMCE1,0.36308560742261864
Interval_16866,0.016627025585169042,0.3017291671528247,39.841488,intron,RASSF3,0.09349454984719531
Interval_11659,0.2115078791383549,0.18667052190255895,153.3355,promoter-TSS,ZDHHC13,0.21860573930233188
Interval_68458,0.006693324061195605,0.3982962447844228,27.984728,intron,YAE1D1,0.24023074886792417
Interval_47630,0.034246321485489783,0.2913214944111264,18.669773,intron,TBC1D22A,0.17383870184524985
Interval_28409,0.01176810756108193,0.14621945930316615,85.95131,promoter-TSS,ZC3H18,0.5241683429335149
Interval_79206,0.03227599084179844,0.4034308211473566,45.206097,intron,RP11-622K12.1,0.0654790268621709
Interval_32173,0.34810379241516953,0.22540373797858826,157.145,exon,LPIN2,0.4031542833393001
Interval_45591,0.0007984031936126845,0.19735075303937577,222.7443,intron,TIAM1,0.18486649419342027
Interval_68347,0.033023238575293545,0.14759760110143982,37.661343,intron,ELMO1,0.5047763137507946
Interval_45944,0.010269633449663806,0.2432968520290295,38.483696,intron,UBASH3A,0.08932256042860134
Interval_55282,0.030598052851182,0.5910118219749652,16.483932,intron,TSPAN5,0.12366915199583726
Interval_34926,0.05629921259842485,0.1578719097874801,87.267876,promoter-TSS,ARRDC2,0.2864541776684969
Interval_32508,0.419161676646707,0.3094538196334603,148.58731,intron,C18orf8,0.46781428980916756
Interval_12561,0.006673978484586951,0.5677446569178852,39.495937,promoter-TSS,UBXN1,0.6193646583206469
Interval_42017,0.022739902638539977,0.19963596480993162,27.976284,intron,NOP58,0.11361625377985071
Interval_46352,0.002868567454798465,0.4878303198887344,29.591057,intron,MED15,0.18402354420139
Interval_73101,0.05724220007934122,0.24932508436445444,49.511444,intron,TPD52,0.00015433674594686223
Interval_8959,0.05056822159475427,0.12424071991001129,51.11183,intron,JMJD1C,0.4975835989408429
Interval_69574,0.15552985398294095,0.15434436894607484,115.524605,promoter-TSS,TRIM4,0.6214308346211194
Interval_46088,0.3699002457712879,0.18242012433135757,115.567894,promoter-TSS,SUMO3,0.6678560568684453
Interval_71128,0.0420974027489327,0.7224971878515185,43.47945,promoter-TSS,GIMAP1,0.035215935783566604
Interval_40410,0.004330708661416827,0.41590284805551536,74.577286,intron,GTDC1,0.6004988229374342
Interval_16504,0.13577885952712043,0.2415681502086231,19.920742,intron,ATF7,0.23388005381403468
Interval_77665,0.00804274465691801,0.1439352320370103,91.03909,intron,FNBP1,0.1436585125108067
Interval_80544,0.1701349831271095,0.6089634234494723,66.08876,promoter-TSS,ATP6AP1-1,0.028214669707794026
Interval_25048,0.021556886227544925,0.17234621665759386,147.48741,promoter-TSS,SCAMP2,0.008705636402985191
Interval_38689,0.5899043869516315,0.8559780251554142,76.35737,exon,EXOC6B,0.5562493318326056
Interval_2576,0.47295070117102833,0.14847477230013006,152.72574,promoter-TSS,ZRANB2,0.7896636685075473
Interval_48251,0.011823134798562007,0.950248524023989,23.36156,intron,RFTN1,0.05901294386908632
Interval_47501,0.29802453578444144,0.12097401875393798,26.898117,intron,PARVB,0.7334298328776127
Interval_80511,0.025674083624157684,0.14337475270633737,19.3117,intron,IRAK1-1,0.2747966660139664
Interval_26370,0.00024451508213430007,0.5102501084285095,66.42412,intron,CLEC16A,0.8768270246062773
Interval_35381,0.0007984031936126845,0.32901469787697335,179.9173,promoter-TSS,ZNF345,0.5698622187750022
Interval_65982,0.02274554853532451,0.48673176335439405,342.57635,exon,MAP3K5,0.18277479464289276
Interval_19549,0.1153824521934762,0.18039612548792827,69.56711,promoter-TSS,GTF2F2,0.34392287452210873
Interval_36886,0.8247655757755452,0.18442607761017016,22.134161,intron,YWHAQ,0.0023051417789653208
Interval_15759,0.9992015968063876,0.2956632190165124,163.0333,promoter-TSS,STK38L,0.0987516598049658
Interval_43858,0.002853860123790408,0.4612279186988075,40.413525,intron,APMAP,0.013516023765227422
Interval_14967,0.00040769430339915314,0.9890888638920134,30.549736,intron,EFCAB4B,0.9079563957759066
Interval_61811,0.005588822355290013,0.33612774451097804,229.54056,promoter-TSS,HNRNPH1,0.00012574685984531397
Interval_9751,0.016264169541646112,0.3908329226219813,16.140577,intron,TNKS2,0.3255022108949757
Interval_73540,0.05414417275325456,0.1765639885677993,31.01503,TTS,COX6C,0.0023827781352087104
Interval_17971,0.0027106949236080924,0.1939379004435683,19.130957,intron,BTBD11,0.7330487937704693
Interval_9209,0.43597039144641814,0.19021050525707428,20.637127,intron,ASCC1,0.04183209019414068
Interval_32868,0.026952605418524178,0.909209194737603,76.35737,intron,PSTPIP2,0.17794576685292351
Interval_10326,1.0,0.44152089055949106,141.66338,intron,ADD3,0.23159740428607495
Interval_73369,0.15266734133294768,0.20679485326008384,141.56505,promoter-TSS,TMEM67,0.4380721866798675
Interval_34715,0.0017465862178475122,0.26738647189583997,19.040861,TTS,GIPC1,0.7020403266358142
Interval_31990,0.07053111448797289,0.13114601078104215,32.89042,exon,PCYT2,0.2710324814046662
Interval_31743,0.0852215714185709,0.19097300337457823,50.209812,intron,CYTH1,0.6720498476331204
Interval_70560,0.21418636995827522,0.6231745479833102,19.725285,intron,LINC-PINT,0.10603107246150274
Interval_42097,0.034653349823816626,0.7134139482564679,51.11183,intron,ICOS,0.0030857775171611933
Interval_43280,0.15521179702183086,0.10368656932196041,101.175545,intron,THAP4,0.44103253295501943
Interval_28259,0.017530855046144045,0.5174900240356568,24.816177,intron,USP10,0.42962993868590027
Interval_78361,0.000618672665916864,0.44484603151655344,75.12371,promoter-TSS,RAB9A,0.02728730909201631
Interval_44605,0.006693324061195605,0.1173504867872045,22.141373,intron,PREX1,0.406124967762311
Interval_64370,0.2954624478442285,0.9021210013908206,19.289413,intron,BCKDHB,0.32335056288656283
Interval_33347,0.004156756396292871,0.43970753655793027,47.92604,intron,BCL2,0.3695326410664071
Interval_18021,0.0199770208665353,0.23127385938252842,15.51963,promoter-TSS,CORO1C,0.9323021890956343
Interval_58113,0.36622044506258655,0.2893776077885952,16.917292,intron,FYB,0.2961868952292078
Interval_73519,0.22804684111609064,0.3597513372849501,160.96957,promoter-TSS,VPS13B,0.4702454108772122
Interval_54062,0.8239796513662992,0.28436748885725616,35.86416,promoter-TSS,TMEM156,0.1706957544439757
Interval_77059,0.07705422334235201,0.4884605511866147,16.584927,exon,PTBP3,0.9971216061598662
Interval_4667,0.19441117764471005,0.5788786064235166,152.56038,intron,CD244,0.0074678318006177
Interval_49725,0.0027106949236080924,0.17249876786594387,25.46202,intron,SLC25A26,0.8168391851875211
Interval_65860,0.0030802977621164906,0.3549493813273341,70.16623,intron,SGK1,0.03502180837775449
Interval_32634,0.47708544166546196,0.24340031805696116,113.504196,promoter-TSS,RNF125,0.07977101993508216
Interval_10967,0.016394825646793842,0.13236952436027183,79.70558,promoter-TSS,PTDSS2,0.3455970131156812
Interval_12475,0.042379077615298466,0.9389908920052046,61.682693,intron,TMEM216,0.6865057949806068
Interval_54112,0.0002566914801763742,0.2298395258059852,104.693245,intron,RHOH,0.051440883017598936
Interval_34456,0.6968879009209278,0.12416640203239127,24.347578,intron,DNM2,0.0013208670727930488
Interval_42614,0.0002566914801763742,0.4295275590551181,55.58944,intron,WDFY1,0.9162020754195217
Interval_74849,0.00030933633295782137,0.19071851958941732,99.53358,intron,DOCK8,0.31013563872168165
Interval_59972,0.08873789214977534,0.3794419546045974,163.51237,promoter-TSS,COMMD10,0.6659277517166804
Interval_66867,0.013091265488997528,0.9635264341957255,41.74028,intron,IGF2R,0.6971712089447784
Interval_20738,0.13535450872836496,0.16900782031800154,21.520771,TTS,ERCC5,0.19706809565334635
Interval_11959,0.00024451508213430007,0.114763779527559,56.606873,TTS,CD44,0.15839443527547128
Interval_37747,0.0009561891515998955,0.8028402699662542,35.73486,intron,GALM,0.00828056072079817
Interval_75638,0.049934942894318546,0.10203845597802519,108.579,promoter-TSS,STOML2,0.3697103277702946
Interval_14165,0.0017465862178475122,0.4090187361067006,64.18908,promoter-TSS,CADM1,2.805151338918833e-07
Interval_49844,0.0455089820359279,0.10357466884412991,233.0498,intron,FOXP1,0.38869387795901666
Interval_33641,0.08680285415786826,0.33731594054091896,22.134161,TTS,ATP9B,0.08215721326742431
Interval_47789,0.21036161335187809,0.26138734353268434,23.311699,intron,SUMF1,0.10662086329346974
Interval_75713,0.07827730625254825,0.6603738361374933,21.33215,intron,RNF38,0.12193717410037883
Interval_35393,0.053433569466531994,0.2767962989735434,109.948,promoter-TSS,ZNF570,0.6199077087461593
Interval_39060,0.2379530021235392,0.37024746906636674,36.595413,promoter-TSS,LINC00152,0.034048378941530746
Interval_4191,0.15404949381327349,0.8126355356368368,61.99798,exon,MLLT11,0.6453274075921934
Interval_39026,0.006318207926479302,0.21033888569787473,295.844,promoter-TSS,CD8A,0.4951817214225015
Interval_12792,0.17125748502993976,0.11565958991108694,200.34097,promoter-TSS,KLC2,0.5109796707542469
Interval_33829,1.0,0.2191616766467066,151.33725,promoter-TSS,TCF3,0.330071622075385
Interval_30055,0.1326297527829985,0.6239410148908486,141.91756,promoter-TSS,TOP2A,0.06923300163974562
Interval_75374,0.0009561891515998955,0.9712273991655076,35.41466,intron,MTAP,0.2812478492886114
Interval_22751,0.0076495132127955,0.2261821974965229,25.104908,TTS,PSMC1,0.0009784479326680044
Interval_24018,0.014948677172184066,0.1406679196183317,134.16252,promoter-TSS,CDAN1,0.18453030907964676
Interval_36132,0.5008050778241891,0.5955568053993251,38.261917,TTS,BAX,0.4873893351447416
Interval_71651,0.41792684689894466,0.15717796732687583,95.040016,promoter-TSS,CTSB,0.01434418629783207
Interval_49259,0.12467832875524132,0.13384415208905598,111.196686,promoter-TSS,P4HTM,0.6460476949914429
Interval_30527,0.13861339929526528,0.2459786276715411,58.421055,promoter-TSS,HOXB6,0.5064426299115288
Interval_76490,0.17199100112485888,0.3363307792395547,94.93081,intron,AUH,0.008266568156970055
Interval_74516,0.00030933633295782137,0.2403932340610091,85.35956,intron,ST3GAL1,0.07288206956862434
Interval_33533,0.5684630738522949,0.6133913990201416,224.48451,promoter-TSS,ZNF407,0.6523543631366687
Interval_2401,0.13652694610778493,0.10048992923244415,241.09917,intron,JAK1,0.24516153342643043
Interval_59149,0.017605085913708685,0.2332625487130423,33.044388,intron,MSH3,0.3314840194362315
Interval_73534,0.42814590881810344,0.6264438895759923,32.986027,intron,VPS13B,0.4702454108772122
Interval_7385,0.0482579982731669,0.17581552305961756,40.00109,exon,KLF6,0.04522588206449434
Interval_67422,0.7313140270226123,0.3424264345553404,31.611607,intron,USP42,0.4439389303518638
Interval_52368,0.017530855046144045,0.5099759643432198,27.274939,intron,TBL1XR1,0.7434996404947508
Interval_63174,0.026746506986027985,0.24198874977318086,219.72884,promoter-TSS,DAXX,0.3981538474864229
Interval_66704,0.010758663613932407,0.8263779527559055,39.450565,intron,ZDHHC14,0.2244882453421783
Interval_21743,0.0024451508213478856,0.7178290213723284,43.981373,intron,ATG14,0.6681982538447613
Interval_13634,0.0333959809165828,0.1165823333815238,99.0582,intron,KIAA1731,0.8377877940944742
Interval_50565,0.20180868018235,0.3952410955857826,15.068701,exon,DZIP3,0.004922699956112411
Interval_79046,0.197604790419162,0.2197060424605335,142.53754,promoter-TSS,PIM2-1,1.4016232251071656e-05
Interval_11900,0.07792395547202491,0.18233338152378198,113.44826,promoter-TSS,NAT10,0.7440858848055526
Interval_63684,0.16248570695167175,0.49938132733408325,46.558903,intron,POLH,0.014564823520381047
Interval_20606,0.11089285052444264,0.12293188341539685,23.311699,intron,GPR183,0.6051896729766648
Interval_30133,0.14084068730966703,0.37642638788416216,22.556383,TTS,STAT3,0.6236596637757389
Interval_52596,0.7093812375249502,0.10273997459626205,206.28409,promoter-TSS,ECE2,0.0040293672952467436
Interval_75914,0.0009561891515998955,0.38172618187075325,192.28363,promoter-TSS,PIP5K1B,0.0020619732928034216
Interval_11122,0.002226398727771861,0.4449327743241289,104.71144,intron,CARS,0.3538273709140521
Interval_33559,0.016428254731290393,0.5206411698537683,36.522736,intron,TSHZ1,0.597927569134606
Interval_47385,0.008269480988868483,0.11114645077345675,143.9335,promoter-TSS,CENPM,0.09275276343084177
Interval_61251,0.19303199309266517,0.9033745781777278,30.126345,intron,ITK,0.3244842786161191
Interval_77210,0.0017116055749437642,0.5567871560917556,26.35878,intron,CDK5RAP2,0.6391683744295141
Interval_48410,0.0012230829101962382,0.11399435278743608,24.347578,intron,UBE2E1,0.7096768884168532
Interval_35646,0.36622044506258655,0.6731571627260083,16.138868,promoter-TSS,AC006129.4,0.7112750750893324
Interval_66189,0.0197195315888391,0.11698713315020959,136.56908,promoter-TSS,VTA1,0.013572881623032766
Interval_51067,0.0017465862178475122,1.0,17.233633,promoter-TSS,SLC41A3,0.5627146196763435
Interval_29741,0.6303888969206298,0.10758999566285965,133.07628,promoter-TSS,AP2B1,0.0050275000068317815
Interval_67509,0.0027106949236080924,0.17249876786594387,37.661343,intron,RPA3-AS1,0.05151411156365422
Interval_26703,0.23186352464941418,0.28821743530432264,137.26453,exon,EEF2K,0.4680470864977214
Interval_1481,0.15428901682708285,0.819488188976378,31.611607,intron,ADC,0.056181597491119825
Interval_47150,0.05725025299985553,0.9550383114066792,161.40578,promoter-TSS,JOSD1,0.21850755543216901
Interval_8872,0.05724220007934122,0.10407761529808779,44.75143,intron,ARID5B,0.0004430255499245525
Interval_40207,0.020792409473333606,0.34567008144120603,27.725912,intron,MGAT5,0.07532841950327261
Interval_46795,0.17016047419401492,0.3956050310828394,139.88498,promoter-TSS,SF3A1,0.8338634446362069
Interval_45778,0.3803961254879282,0.3713170449616886,85.64498,promoter-TSS,CBR1,0.0016978612589346478
Interval_33464,0.0003180569611100914,0.22316032962266874,148.80052,intron,CD226,0.0024664751886267692
Interval_34883,0.076495132127955,0.28624826147426985,19.725285,TTS,BST2,0.20229530160792217
Interval_40991,0.028149606299213037,0.22793118403932344,108.579,intron,STK39,0.9275509742080016
Interval_6548,0.6464978771645146,0.11432191521995239,25.832056,TTS,CAPN2,0.7864655559196447
Interval_9231,0.0003180569611100914,0.2460893450918028,195.98042,TTS,DNAJB12,0.7255421237378045
Interval_48865,0.00024451508213430007,0.5574240719910011,53.121986,intron,ULK4,0.5861695546720449
Interval_21835,0.08428509469423162,0.3472314587248807,164.09587,exon,MNAT1,0.10715258943080228
Interval_53159,0.0017465862178475122,0.14306128929818995,35.90341,promoter-TSS,IQCG,0.031630227324049985
Interval_14347,0.43192135318779845,0.5517709989880006,94.153366,promoter-TSS,VPS11,0.06414523462285035
Interval_4445,0.0017465862178475122,0.4090187361067006,33.0194,intron,SEMA4A,0.49246453612369345
Interval_39321,0.0076495132127955,0.22053198887343528,27.976284,intron,AC109826.1,0.1397332602491224
Interval_75932,0.0017465862178475122,1.0,31.448257,intron,PIP5K1B,0.0020619732928034216
Interval_10406,0.0852215714185709,0.9761529808773903,35.99893,intron,SHOC2,0.011620641064653834
Interval_24759,0.08714760734422489,0.17001590284805557,110.53918,promoter-TSS,SNAPC5,0.04109312584392661
Interval_29354,0.024396254312469168,0.28659438146870375,21.518496,intron,USP22,0.25916643155322866
Interval_17499,0.05560022975301493,0.5340314136125655,408.95715,promoter-TSS,BTG1,0.20049013764488272
Interval_60573,0.0017465862178475122,0.3383613845665291,16.364964,exon,MATR3,0.00450986617674314
Interval_76576,0.00024451508213430007,0.21919907474338585,63.201912,TTS,C9orf89,0.0004991179908099651
Interval_49819,0.0382475660639775,0.359961752433936,17.970434,intron,FRMD4B,0.012669944237769008
Interval_33996,0.02235528942115761,0.730938123752495,242.77086,promoter-TSS,HMG20B,0.6050198341852994
