PeakID,clonal_p,quality_p,max_height,itype,gene,gene_clonality
Interval_50898,0.64024866271505,0.42310250108428504,127.31778,intron,HCLS1,0.0464617574489268
Interval_24624,0.036258493566574845,0.3089200520456845,150.51227,intron,DAPK2,0.6710960889422102
Interval_74626,0.0027106949236080924,0.34604597368801504,64.18908,promoter-TSS,DENND3,0.08416333929607549
Interval_28292,0.08939820022497158,0.1935232037010265,62.815968,promoter-TSS,GSE1,0.2779787602269553
Interval_56890,0.2886227544910178,0.3931409907457811,163.79283,promoter-TSS,KLHL2,0.7006931703733723
Interval_39146,0.0027106949236080924,0.6086742237555446,19.725285,intron,MAL,0.010448119998743401
Interval_79837,0.0017465862178475122,1.0,80.48479,intron,AMMECR1,0.41338176287053136
Interval_26554,0.000618672665916864,0.3451207170738759,123.74446,intron,XYLT1,0.9126474478639429
Interval_32693,0.14121729073297706,0.3061442822032673,135.99596,promoter-TSS,INO80C,0.8532133678096561
Interval_59029,0.0012230829101962382,0.6736751219284531,36.595413,intron,TBCA,0.848187809259358
Interval_10794,0.0002566914801763742,0.379875668642475,84.61223,exon,PTPRE,0.41313453878028755
Interval_77481,0.0798322972386879,0.5204279311840394,126.16473,promoter-TSS,FPGS,0.6181818926227094
Interval_7918,0.00024451508213430007,0.7011811023622048,38.265118,intron,STAM,0.39582454136513834
Interval_35685,0.33349394018012624,0.4018855155998413,19.289413,intron,POU2F2,0.13720274491577245
Interval_16088,0.36622044506258655,0.47566063977746875,16.173449,intron,SCAF11,0.018829406458281434
Interval_27021,0.0025272831705914767,0.12682366456059735,389.30386,promoter-TSS,CORO1A,0.61698156756313
Interval_41331,0.37482614742698195,0.3492698191933241,16.138868,intron,CCDC141,0.03776973160714511
Interval_10770,0.020037588549949192,0.14451351742084717,106.17513,promoter-TSS,METTL10,0.128592120474969
Interval_42792,0.3481709351024799,0.3503947222119269,16.915075,intron,CAB39,0.027833736487389762
Interval_32824,0.8891792873311081,0.37646231721034873,46.62339,intron,SETBP1,0.781502425376708
Interval_36883,0.01338664812239243,0.4811369958275382,26.898117,intron,YWHAQ,0.0023051417789653208
Interval_33177,0.0002566914801763742,0.15410573678290218,64.56231,intron,FECH,0.09359925616903605
Interval_1073,0.031573052061698914,0.31394825646794156,46.39145,intron,UBXN11,0.32546600748520016
Interval_53146,0.0606299212598429,0.40196617030504556,77.99728,intron,KIAA0226,0.8182228259445655
Interval_45787,0.011754780652417973,0.347384701912261,53.855114,intron,DOPEY2,0.055261332893895496
Interval_33552,0.0003180569611100914,0.30608645366488363,149.70908,intron,ZNF407,0.6523543631366687
Interval_26367,0.0009561891515998955,0.5060461192350956,30.036058,intron,CLEC16A,0.8768270246062773
Interval_3443,0.0017465862178475122,0.31422673864718953,35.822346,promoter-TSS,GSTM2,0.00048655451387773105
Interval_54813,0.021956087824351878,0.3499909272364362,257.26166,promoter-TSS,CCNG2,0.5660274774452432
Interval_37554,0.015466816647919157,0.17993349718085871,91.453575,promoter-TSS,YIPF4,0.7032046849265601
Interval_48075,0.1711146450773452,0.40925256614139083,135.76726,intron,IQSEC1,0.2449116972074315
Interval_35056,0.0009561891515998955,0.5156636670416198,42.05491,intron,GATAD2A,0.9001788334810958
Interval_17849,0.11297405189620768,0.17278170930865544,229.5497,promoter-TSS,TXNRD1,0.3366422372046864
Interval_33469,0.0027106949236080924,0.4477575160177427,52.00303,promoter-TSS,CD226,0.0024664751886267692
Interval_18260,0.39311840393234043,0.1402631198496458,104.350685,promoter-TSS,MED13L,0.6132260748592803
Interval_70248,0.0017465862178475122,0.6109876151159098,33.591053,intron,FAM3C,0.001230014213495392
Interval_32274,0.029063756461803814,0.7713787085514834,394.93604,promoter-TSS,ANKRD12,0.041265253052080106
Interval_26434,0.006361139222206713,0.27856006939424605,128.53421,promoter-TSS,RSL1D1,0.22306255176524165
Interval_49890,0.00391224131415735,0.280793025871766,50.209812,intron,PROK2,0.37711417439260597
Interval_31447,0.1750843644544432,0.978401040913691,56.492023,promoter-TSS,ARMC7,0.7305742837779475
Interval_77589,1.0,0.6336312510209321,15.977438,TTS,PPP2R4,0.09586228432570851
Interval_70553,0.0003180569611100914,0.13609946508602,111.76123,promoter-TSS,MIR29A,0.6043603237269539
Interval_32856,0.05096178792483552,0.20006671361328343,16.140577,intron,EPG5,0.4808732915782997
Interval_30712,0.28877231200124465,0.9838582677165354,28.561283,TTS,SPAG9,0.8411570125212262
Interval_39291,0.3056438526685492,0.1704898140153548,26.95565,intron,INPP4A,0.2017979755126821
Interval_72759,0.13612774451097798,0.13587370713119218,271.6997,promoter-TSS,YTHDF3,0.33688933142165656
Interval_72269,0.02162787335550087,0.10264565563105388,185.73412,intron,RAB11FIP1,0.38858165993113075
Interval_78211,0.000815388606797085,0.46323477936200497,27.41313,intron,HDHD1,0.06577028251286887
Interval_52815,0.0017465862178475122,0.5065100031756113,28.691322,intron,TPRG1,0.7087804443704784
Interval_60351,0.09713160854893177,0.24970362874078356,72.22994,promoter-TSS,ZCCHC10,0.18742622583415733
Interval_23751,0.021685559388861075,0.3080335140463283,23.311699,intron,GOLGA8B,0.11767345294923019
Interval_3067,0.024940538377753563,0.1412036496861363,36.967876,intron,FAM69A,0.21665577430813324
Interval_22271,1.0,0.33449235048678716,24.347578,intron,PCNX,0.10670621882078368
Interval_35701,0.0327598669943614,0.265606476796299,117.326805,promoter-TSS,DEDD2,0.30886513849217534
Interval_74439,0.11876786281359175,0.18910765322324552,18.794527,intron,EFR3A,0.5360714702486391
Interval_41133,0.05218487083503176,0.26044253363478,24.764551,intron,ITGA6,0.7824013049131225
Interval_10584,0.40279441117764514,0.12665577935039007,191.58775,promoter-TSS,CACUL1,0.004727897998383408
Interval_14971,0.06711001879427447,0.7278878126355357,150.35622,promoter-TSS,PARP11,0.5714952706984928
Interval_17155,0.00024451508213430007,0.36403262092238475,48.696983,intron,RP11-114H23.1,0.03237128126542423
Interval_7962,0.00024451508213430007,0.5095894263217098,42.23051,intron,DNAJC1,0.19806114635846683
Interval_46940,0.05422334235202508,0.5673348423680955,30.3991,exon,APOL4,0.04540695642857367
Interval_318,0.0009561891515998955,0.41159596662030595,25.304426,intron,RERE,0.7780187644192962
Interval_11159,0.8840454577275806,0.727755905511811,42.787262,intron,STIM1,0.8319665849769735
Interval_36197,0.0009561891515998955,0.26937570303712033,32.68489,promoter-TSS,NOSIP,0.2579235060211785
Interval_1588,0.0037909247558878256,0.10258472142446873,335.32135,promoter-TSS,STK40,0.08763487776652876
Interval_42673,0.0017465862178475122,0.29564941251190857,24.436085,intron,DOCK10,0.14589471678925053
Interval_46017,0.15095613048368917,0.1189243891860633,79.416504,promoter-TSS,RRP1,0.22808971077818882
Interval_51399,0.05598987626546703,0.21280902125198786,86.08309,exon,DBR1,0.002682001125228761
Interval_54807,0.35449101796407223,0.11947015060787514,266.86185,promoter-TSS,CCNI,0.6196863189999512
Interval_59609,0.06032249784145771,0.5048931383577053,49.47904,intron,ST8SIA4,0.020815253776468815
Interval_43214,0.42167941585535484,0.3144123783031989,16.138868,intron,NDUFA10,0.012752621630157166
Interval_45963,0.01834624365294113,0.6028982801670828,25.375937,intron,PDE9A,0.00037141014489865636
Interval_22241,0.018338631160112806,0.41959722773201413,37.661343,exon,KIAA0247,0.12167812169891563
Interval_42460,0.4376589737007913,0.2384139482564679,45.401688,TTS,PNKD,0.3195404654042584
Interval_39067,1.0,0.5436258838354374,40.351448,intron,LINC00152,0.034048378941530746
Interval_31597,0.0003180569611100914,0.1873355500939714,186.9208,exon,JMJD6,0.00223664436986138
Interval_40659,0.918127571253845,0.6391164152551796,15.118593,intron,GPD2,0.5704443411951954
Interval_31689,0.007633367066647079,0.2811334393523204,152.42264,intron,TMC8,0.2846938713551714
Interval_14656,0.021305392854642724,0.3195444319460068,42.436707,intron,ETS1,0.12462798927204961
Interval_29150,0.017465862178469016,0.357891394093363,15.0182,intron,PIGL,0.6812598205310858
Interval_41254,0.6749168714760732,0.4068815960676594,117.311066,intron,MTX2,0.41665066480917523
Interval_18249,0.6312043497538092,0.33992952652089703,31.305206,intron,MED13L,0.6132260748592803
Interval_72382,0.007187361444939699,0.6165073115860518,44.603584,exon,KAT6A,0.42634107602820176
Interval_48636,0.36640161919907444,0.3712013878849212,136.06738,intron,CMTM6,0.07125186732665743
Interval_73335,0.00030933633295782137,0.14532311695821887,117.6316,intron,TMEM64,0.11156373885294171
Interval_27357,0.0688456189151595,0.9148991655076495,17.679504,intron,FTO,0.654798237817487
Interval_31298,0.4169853768278967,0.38455978025155413,66.73283,intron,ARSG,0.07712652729410381
Interval_68605,0.0005133829603527484,0.2010404949381327,45.503616,intron,CCM2,0.41554503132493387
Interval_14669,1.0,0.2403556523317002,215.18495,promoter-TSS,ETS1,0.12462798927204961
Interval_63589,0.19936251436195873,0.5225538468718642,34.47503,intron,CCND3,0.1691534002612054
Interval_79003,0.5310946724850074,0.31459505061867266,52.175335,promoter-TSS,TIMP1,0.022031105803247044
Interval_29194,0.00040769430339915314,0.6076209223847019,37.956642,TTS,MPRIP,0.05987965112096596
Interval_49414,0.05629921259842485,0.5380656353910656,65.44807,promoter-TSS,ALAS1,0.45897310793072427
Interval_33458,0.0002566914801763742,0.13271649559057397,131.79388,intron,CD226,0.0024664751886267692
Interval_10028,0.18584463164772547,0.10731158605174351,40.92988,promoter-TSS,CWF19L1,0.29109488622457924
Interval_55880,0.11909448818897617,0.20030933633295833,57.868237,intron,TNIP3,5.012357801345947e-05
Interval_12415,0.000618672665916864,0.24027757698424168,76.1278,intron,STX3,0.04297728740159645
Interval_35890,0.13193942081067833,0.6456692913385826,37.661343,promoter-TSS,SYMPK,0.08026661343938515
Interval_15235,0.036678310574785544,0.16116227373769454,16.915075,intron,KLRB1,8.092547619669463e-09
Interval_19633,1.0,0.5147325896000889,20.616266,intron,NUDT15,0.15480081627605188
Interval_37420,0.13277168959921803,0.8911417322834646,28.722725,intron,BRE,0.0021741231974945763
Interval_28763,0.006523108854379123,0.3894476466058385,32.281155,intron,ZZEF1,0.5750893910225878
Interval_39220,0.03753072141101643,0.953563683677895,152.73798,promoter-TSS,KANSL3,0.2820969414077643
Interval_64268,0.0061154145509799696,0.3214710755373019,20.67669,intron,CD109,0.000446167671675449
Interval_18095,0.05722722159730076,0.26913401763770417,71.30631,promoter-TSS,ANAPC7,0.6314371840041738
Interval_60301,0.348272372415787,0.4116813647535058,144.35179,intron,C5orf56,5.257232851766424e-06
Interval_26359,0.006693324061195605,0.1760257301808067,21.949675,intron,CLEC16A,0.8768270246062773
Interval_40899,0.13386648122392186,0.9554937413073713,22.134161,TTS,IFIH1,0.03599024829073476
Interval_78505,0.0382475660639775,0.4962621696801113,21.604145,intron,SH3KBP1,0.003364012407234981
Interval_54431,0.06786427145708551,0.12034113590999818,165.75572,promoter-TSS,SRP72,0.3393991028852403
Interval_18306,0.28877231200124465,0.9382540312230182,23.311699,intron,WSB2,0.43355222051809317
Interval_79264,0.17788719576225664,0.16206411698537682,54.511257,intron,MSN,0.008638976143655717
Interval_69277,0.2047099368179206,0.20229753015508334,311.6206,promoter-TSS,DBF4,0.0008330154284449216
Interval_57680,0.011177644710578805,0.13837778987479588,186.09456,promoter-TSS,DAP,0.5163784281005172
Interval_18307,0.2313977746870648,0.17958970792767737,23.918867,intron,WSB2,0.43355222051809317
Interval_25791,0.1252607788595277,0.35718011126564675,18.600063,intron,LRRC28,0.002861891810909805
Interval_19063,0.03498626572213448,0.2294058117681076,137.66663,intron,USP12,0.13228885960568973
Interval_18232,0.006930803157778276,0.22712528877791516,22.30179,intron,RBM19,0.6550783615063787
Interval_30502,0.3767095363403876,0.907786961194915,19.288958,intron,SKAP1,0.054190836427121705
Interval_8657,0.013091265488997528,0.41363892013498316,45.645977,intron,C10orf128,0.008422666833561993
Interval_23744,0.020106861642295026,0.407058492688414,56.179504,intron,GOLGA8A,0.00013483999899409935
Interval_48724,0.4662395268605223,0.8457368161655988,24.348492,intron,LRRFIP2,0.5237070446563854
Interval_25122,1.0,0.5485963643152172,31.823109,intron,FBXO22,0.019886863686345645
Interval_36585,0.008661417322834875,0.2155847910944051,68.42809,exon,ZNF671,0.6223439556500381
Interval_5534,0.034246321485489783,0.1876505689188689,15.167875,intron,CDC73,0.16727809319399056
Interval_16183,0.0007984031936126845,0.15521683904917438,203.58107,intron,HDAC7,0.33329953128641066
Interval_40003,0.002853860123790408,0.3719459547756283,37.56186,intron,NIFK-AS1,0.5651187103968296
Interval_78134,0.014888105850232147,0.8361139222206159,56.36904,intron,P2RY8,0.020217055917320776
Interval_10604,0.9373253493013967,0.49526401741970605,225.4559,promoter-TSS,GRK5,0.836613516070307
Interval_65621,0.1793854934954222,0.23727808457803634,17.836632,TTS,THEMIS,0.6150803431242176
Interval_60230,0.0017116055749437642,0.38987626546681664,35.86416,intron,CDC42SE2,0.1964939132596575
Interval_22155,0.0017465862178475122,0.3821848205779612,20.105907,intron,RAD51B,0.5835320929454408
Interval_28876,0.03498626572213448,0.5817261818707532,137.20447,promoter-TSS,TXNDC17,0.6188038454897804
Interval_33248,0.09580838323353313,0.22859735075303933,201.74466,promoter-TSS,PMAIP1,0.8321699877193287
Interval_24792,0.0002566914801763742,0.5400896342344947,56.606873,intron,SMAD3,0.5446326934988859
Interval_60353,0.0778443113772459,0.23393213572854288,184.83934,promoter-TSS,HSPA4,0.4459163094057421
Interval_16249,0.22200375885499524,0.12008095995373713,164.45209,promoter-TSS,PRKAG1,0.3164686190584397
Interval_79260,0.017123160742744892,0.251287943367555,17.923971,intron,MSN,0.008638976143655717
Interval_26733,0.0009561891515998955,0.521989301720399,121.24059,intron,GGA2,0.057712564236532295
Interval_58579,0.22279207232267062,0.6731571627260083,15.633806,intron,PDE4D,0.02574478157611593
Interval_14066,0.0009561891515998955,0.2691237830319889,28.774412,intron,DIXDC1,0.30744396864556106
Interval_7808,0.020106861642295026,0.2863090935376609,104.455734,intron,FAM107B,0.36004231175078805
Interval_27128,0.00024451508213430007,0.18229762210347,28.967556,TTS,ITGAM,0.004738076373680129
Interval_67510,0.08806196953411694,0.7016048330306512,16.917292,intron,RPA3-AS1,0.05151411156365422
Interval_2658,0.009780603285393985,0.253599550056243,34.38052,intron,IFI44,0.00392753016408084
Interval_43149,0.2410288980628773,0.20609717370593839,26.315783,exon,ILKAP,0.6325694769777781
Interval_6846,0.013046217708758245,0.1803140970293795,51.11183,intron,GNPAT,0.017523545551809478
Interval_14922,0.0017465862178475122,0.14306128929818995,28.390247,intron,ADIPOR2,0.6836908602397829
Interval_23852,0.009376968978169531,0.1031666394418127,26.898117,intron,SRP14-AS1,0.8960143514055663
Interval_38469,0.036678310574785544,0.20609717370593839,15.911552,intron,SPRED2,0.5741066790868459
Interval_31245,0.0015401488810582453,0.9307214110163365,60.62244,intron,PITPNC1,0.07629227900204603
Interval_4336,0.018447303744397514,0.22434581465953451,97.73261,exon,ADAR,0.335371883418543
Interval_60777,0.058012274519870344,0.1344363288451217,34.783566,intron,ARHGAP26,0.060789060735504795
Interval_28249,0.41792684689894466,0.3748735000722857,121.116554,promoter-TSS,COTL1,0.13375173838029794
Interval_67254,0.0012722278444415869,0.5302009541708833,217.3973,TTS,LFNG,0.07602991662031423
Interval_42793,1.0,0.34301916163225976,21.990685,intron,CAB39,0.027833736487389762
Interval_38657,0.8626746506986027,0.24645254944656148,151.31575,promoter-TSS,TEX261,0.6940457698485939
Interval_68067,0.0003180569611100914,0.950180714182449,191.00615,promoter-TSS,SKAP2,0.04052729476289173
Interval_74807,0.0076495132127955,0.33683936022253125,17.923971,exon,CYHR1,0.2956615184784114
Interval_24117,0.07623736961239536,0.48062429696287967,43.899353,intron,SQRDL,0.16775470407339024
Interval_882,0.031861642294713,0.7770131559924823,64.34957,intron,LUZP1,0.12980093745578697
Interval_43916,0.03873095882287558,0.6259771777938534,26.898117,intron,FRG1B,0.11841952107114369
Interval_36199,0.00024451508213430007,0.8010967379077616,31.020222,intron,NOSIP,0.2579235060211785
Interval_59293,0.000618672665916864,0.8348995229145584,80.694374,intron,RASA1,0.797028289932534
Interval_26383,0.09500998003992045,0.1341317365269461,213.13257,intron,SOCS1,0.20017651826145952
Interval_58063,0.0017116055749437642,0.7872047244094489,34.070946,intron,C5orf42,0.7184615062540918
Interval_49630,0.7827381812924674,0.7104525083128523,129.59616,promoter-TSS,KCTD6,0.7934509035268018
Interval_4748,0.08806196953411694,0.42116071220217954,22.134161,intron,ATF6,0.03409627588279567
Interval_21287,0.3155424200278165,0.21183936022253125,15.493914,intron,STRN3,0.09048141032631087
Interval_45019,0.0002566914801763742,0.2165916760404949,58.398277,promoter-TSS,GNAS,0.14717957610735116
Interval_38346,0.0017465862178475122,0.5700222292791363,41.232533,intron,EHBP1,0.23587444853305983
Interval_69452,0.001596806387225369,0.16015242242787153,213.11449,intron,CASD1,0.2518358856665536
Interval_5121,0.002474690663667456,0.22995518288275263,82.54851,exon,RABGAP1L,0.5998060984634227
Interval_67257,0.5540552262541566,0.2660401908341766,108.45737,exon,BRAT1,0.05380277478129221
Interval_40444,0.013046217708758245,0.11639791846545167,36.654125,intron,ZEB2,0.12646987436322465
Interval_2024,0.07705422334235201,0.9416376916435255,26.90096,exon,EFCAB14,0.4684090194504479
Interval_40637,0.001263641585296349,0.1657940663176265,460.6716,intron,NR4A2,0.005098993786278957
Interval_69406,0.44030984767058345,0.2904636596123198,20.616266,intron,CDK6,0.00043745177932678995
Interval_74519,0.07171418636995797,0.3028511821974965,15.51963,intron,ST3GAL1,0.07288206956862434
Interval_58115,1.0,0.23768278965129364,46.7302,intron,FYB,0.2961868952292078
Interval_15451,0.048875140607423706,0.6053491398004915,71.42854,promoter-TSS,ATF7IP,0.20688154839705014
Interval_31598,0.003992015968063423,0.1336236617673744,218.37851,promoter-TSS,METTL23,0.08210495493673765
Interval_39783,0.04870259481037864,0.12934131736526944,158.71568,promoter-TSS,CKAP2L,0.2159223662798563
Interval_4229,0.04609111361079843,0.270868873789215,78.26302,promoter-TSS,MRPL9,0.306283612846474
