,Donor,Timepoint,clone_id,DonorDay,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_YFV2003_D15_p5_M6,YFV2003,15,D106,YFV2003_D15,3863,8.259458195332408,19084.047,9.856661,140.35075,4.9512444,0.735435,19084.047,3863,0
P20407_YFV2003_D15_p5_G6,YFV2003,15,D62,YFV2003_D15,3242,8.084254106307318,16701.963,9.723341,123.91247,4.8276134,0.7419036,16701.963,3242,0
P20407_YFV2003_D15_p5_B6,YFV2003,15,D0,YFV2003_D15,3109,8.04237800517328,16692.648,9.722784,139.24872,4.9434175,0.83419186,16692.648,3109,1
P20407_YFV2003_D15_p7_P6,YFV2003,15,D622,YFV2003_D15,2022,7.612336837167746,11453.295,9.34612,107.28491,4.684766,0.9367166,11453.295,2022,0
P20407_YFV2003_D15_p7_A6,YFV2003,15,D257,YFV2003_D15,4338,8.37539918579835,21077.658,9.956017,118.69405,4.784939,0.56312734,21077.658,4338,0
P20407_YFV2003_D15_p5_E6,YFV2003,15,D245,YFV2003_D15,4708,8.457230850243555,21789.701,9.989239,142.60559,4.9670706,0.6544633,21789.701,4708,0
P20407_YFV2003_D15_p5_I6,YFV2003,15,D473,YFV2003_D15,2960,7.993282328101591,15651.967,9.658416,136.04303,4.920295,0.8691753,15651.967,2960,0
P20407_YFV2003_D15_p7_E6,YFV2003,15,D920,YFV2003_D15,3400,8.131824785007195,17556.236,9.773221,125.553825,4.8406677,0.71515226,17556.236,3400,0
P20407_YFV2003_D15_p7_H6,YFV2003,15,D112,YFV2003_D15,4281,8.362175469149628,20834.887,9.944432,126.61778,4.8490396,0.6077201,20834.887,4281,0
P20407_YFV2003_D15_p7_N6,YFV2003,15,D255,YFV2003_D15,3602,8.189522110748094,18158.336,9.80694,125.34215,4.8389935,0.69027334,18158.336,3602,0
P20407_YFV2003_D15_p5_C6,YFV2003,15,D15,YFV2003_D15,3528,8.16876982367527,18083.969,9.802836,151.66783,5.0282645,0.83868665,18083.969,3528,0
P20407_YFV2003_D15_p7_D6,YFV2003,15,D602,YFV2003_D15,2692,7.898411092811599,14549.311,9.585367,132.0019,4.8903637,0.9072726,14549.311,2692,0
P20407_YFV2003_D15_p5_H6,YFV2003,15,D106,YFV2003_D15,4825,8.481773246184977,22724.139,10.031227,136.70947,4.925146,0.60160464,22724.139,4825,0
P20407_YFV2003_D15_p7_B6,YFV2003,15,D86,YFV2003_D15,5524,8.617038526385954,25025.97,10.127709,131.42432,4.886011,0.5251517,25025.97,5524,0
P20407_YFV2003_D15_p5_O6,YFV2003,15,D1132,YFV2003_D15,4494,8.410720946905721,21150.902,9.959485,139.25949,4.9434943,0.6584092,21150.902,4494,0
P20407_YFV2003_D15_p7_C6,YFV2003,15,D525,YFV2003_D15,5093,8.535818655539403,23618.18,10.069815,130.48784,4.8789144,0.552489,23618.18,5093,0
P20407_YFV2003_D15_p7_F6,YFV2003,15,D1016,YFV2003_D15,1654,7.411556287811163,9875.781,9.197942,125.518295,4.840387,1.2709708,9875.781,1654,0
P20407_YFV2003_D15_p5_A6,YFV2003,15,D1197,YFV2003_D15,5205,8.55756708555451,23470.482,10.063541,132.21349,4.891953,0.56331813,23470.482,5205,0
P20407_YFV2003_D15_p7_O6,YFV2003,15,D103,YFV2003_D15,2741,7.91644286012226,14925.97,9.610925,104.044106,4.6543803,0.6970677,14925.97,2741,0
P20407_YFV2003_D15_p5_N6,YFV2003,15,D70,YFV2003_D15,5036,8.52456594574565,22970.598,10.042014,132.76974,4.89612,0.5779987,22970.598,5036,0
P20407_YFV2003_D15_p7_L6,YFV2003,15,D1096,YFV2003_D15,3594,8.187299270155147,18289.125,9.8141165,145.81522,4.989175,0.7972782,18289.125,3594,0
P20407_YFV2003_D15_p7_G6,YFV2003,15,D78,YFV2003_D15,2737,7.914983005848394,14898.29,9.609069,116.15695,4.7635145,0.7796663,14898.29,2737,0
P20407_YFV2003_D15_p5_K6,YFV2003,15,D1089,YFV2003_D15,3354,8.118207049405783,17430.555,9.766037,146.44687,4.993468,0.8401733,17430.555,3354,0
P20407_YFV2003_D15_p5_L6,YFV2003,15,D0,YFV2003_D15,3636,8.19891444498699,18957.027,9.849982,137.6138,4.9316916,0.725925,18957.027,3636,1
P20407_YFV2003_D15_p5_D6,YFV2003,15,D661,YFV2003_D15,3123,8.046869510959576,16565.55,9.715141,133.93335,4.904781,0.80850524,16565.55,3123,0
P20407_YFV2003_D15_p7_I6,YFV2003,15,D0,YFV2003_D15,1547,7.344719054149673,9670.388,9.176927,156.70978,5.0607567,1.6205119,9670.388,1547,1
P20407_YFV2003_D15_p7_J6,YFV2003,15,D1704,YFV2003_D15,5947,8.690810307580046,26051.146,10.167855,127.72088,4.8576465,0.49026972,26051.146,5947,0
