,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_A6_D14_p6_L15,,,A899,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6228,8.736971085254146,27255.973,10.213064,127.803665,4.8582892,0.4689015,27255.973,6228,0
P20407_A6_D14_p6_J15,,,A53,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2696,7.89989532313973,15021.988,9.617337,124.56807,4.832848,0.82923824,15021.988,2696,0
P20407_A6_D14_p6_H15,,,A1000,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3854,8.25712628599743,19434.514,9.874857,139.35971,4.9442086,0.7170733,19434.514,3854,0
P20407_A6_D14_p6_P15,,,A58,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2957,7.992268643270745,16104.651,9.686926,123.88658,4.827406,0.76925963,16104.651,2957,0
P20407_A6_D14_p6_O15,,,A731,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4133,8.327000740241713,20500.488,9.928253,135.90318,4.919274,0.66292655,20500.488,4133,0
P20407_A6_D14_p6_B15,,,A177,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2895,7.971085753505607,15731.477,9.663483,130.25417,4.8771358,0.82798433,15731.477,2895,0
P20407_A6_D14_p6_E15,,,A47,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2911,7.976595409316577,15758.817,9.665218,123.053856,4.820716,0.78085715,15758.817,2911,0
P20407_A6_D14_p6_M24,,,A109,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5561,8.62371303479391,25274.312,10.137584,139.70288,4.9466505,0.55274653,25274.312,5561,0
P20407_A6_D14_p6_I24,,,A205,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4829,8.482601746646619,23204.695,10.052153,149.3579,5.0130186,0.64365375,23204.695,4829,0
P20407_A6_D14_p6_K24,,,A808,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3098,8.038834757787749,16545.35,9.713921,124.91996,4.8356466,0.75501555,16545.35,3098,0
P20407_A6_D14_p6_A24,,,A477,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4807,8.478036476215044,23034.799,10.044805,130.63974,4.880069,0.5671408,23034.799,4807,0
P20407_A6_D14_p6_F24,,,A166,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2568,7.851271997109883,14400.309,9.575074,159.72198,5.079676,1.1091566,14400.309,2568,0
P20407_A6_D14_p6_C24,,,A167,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3372,8.12355783506165,17669.865,9.779673,140.41429,4.951694,0.79465395,17669.865,3372,0
P20407_A6_D14_p6_G24,,,A127,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3677,8.210124405164267,18854.06,9.844537,135.2416,4.9144297,0.7173075,18854.06,3677,0
P20407_A6_D14_p6_N24,,,A127,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4077,8.3133619511344,20385.95,9.92265,128.78625,4.865889,0.6317403,20385.95,4077,0
P20407_A6_D14_p6_D24,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5434,8.60061479955531,25036.95,10.128148,121.057045,4.8044887,0.48351356,25036.95,5434,0
P20407_A6_D14_p6_L24,,,A155,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5949,8.691146498539675,26437.889,10.182591,137.10898,4.928043,0.5186079,26437.889,5949,0
P20407_A6_D14_p6_J24,,,A597,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5396,8.593598522618644,24692.959,10.114314,136.00606,4.9200253,0.5507888,24692.959,5396,0
P20407_A6_D14_p6_H24,,,A158,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6316,8.7509996908987,27337.9,10.216066,145.11488,4.984393,0.5308194,27337.9,6316,0
P20407_A6_D14_p6_B24,,,A192,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3176,8.063692634269517,16872.742,9.733514,134.25357,4.907151,0.79568315,16872.742,3176,0
P20407_A6_D14_p6_E24,,,A155,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3984,8.290292591224315,19921.723,9.899616,129.95825,4.8748784,0.6523444,19921.723,3984,0
P20407_A6_D14_p1_F9,,,A255,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6159,8.725832056527565,27153.684,10.209305,121.20526,4.805702,0.44636762,27153.684,6159,0
P20407_A6_D14_p1_N9,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2393,7.780720886117918,13586.47,9.516903,164.25641,5.107498,1.2089705,13586.47,2393,1
P20407_A6_D14_p1_A9,,,A171,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6414,8.766394277049736,27902.197,10.236497,130.41798,4.878383,0.46741116,27902.197,6414,0
P20407_A6_D14_p1_O9,,,A360,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2767,7.92588031673756,15412.646,9.643008,114.93302,4.7530127,0.74570596,15412.646,2767,0
P20407_A6_D14_p1_H9,,,A436,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3815,8.246958032568177,19367.477,9.871402,134.10338,4.90604,0.69241536,19367.477,3815,0
P20407_A6_D14_p1_D9,,,A170,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3271,8.093156697722637,17298.629,9.75844,105.25603,4.6658516,0.60846454,17298.629,3271,0
P20407_A6_D14_p1_C9,,,A368,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4938,8.504918160540624,23195.79,10.051769,126.79995,4.8504663,0.5466507,23195.79,4938,0
P20407_A6_D14_p1_E9,,,A9,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4585,8.43076346341785,22447.492,10.018979,120.25589,4.797903,0.5357208,22447.492,4585,0
P20407_A6_D14_p1_L9,,,A3,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3299,8.101677747454572,17458.848,9.767659,111.00389,4.7185335,0.63580304,17458.848,3299,0
P20407_A6_D14_p1_B9,,,A246,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2741,7.91644286012226,15151.9375,9.62595,124.29231,4.8306494,0.8203064,15151.9375,2741,0
P20407_A6_D14_p1_K9,,,A3,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6297,8.74798740166097,27556.047,10.224013,121.50823,4.8081784,0.44094944,27556.047,6297,0
P20407_A6_D14_p1_I9,,,A9,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5359,8.586719254064848,24755.342,10.116837,129.7088,4.872972,0.52396286,24755.342,5359,0
P20407_A6_D14_p1_J9,,,A1,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4105,8.32020459757888,20578.414,9.932047,122.10843,4.8130655,0.59338117,20578.414,4105,0
P20407_A6_D14_p1_P9,,,A48,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3277,8.094988759303774,17573.133,9.774183,115.10218,4.754471,0.65498954,17573.133,3277,0
P20407_A6_D14_p1_M9,,,A92,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3753,8.230577217146454,19180.049,9.861678,131.80988,4.8889184,0.68722385,19180.049,3753,0
P20407_A6_D14_p1_G9,,,A28,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3037,8.018954683155718,16479.36,9.709925,117.41151,4.774166,0.71247613,16479.36,3037,0
P20407_A6_D14_p5_N2,,,A3,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3820,8.2482674474469,19467.994,9.876578,162.54208,5.09707,0.8349195,19467.994,3820,0
P20407_A6_D14_p5_G2,,,A426,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4991,8.515591910049263,23492.057,10.06446,130.2978,4.877468,0.55464625,23492.057,4991,0
P20407_A6_D14_p5_A2,,,A39,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3987,8.291045131081729,19860.916,9.89656,134.80183,4.9111967,0.6787292,19860.916,3987,0
P20407_A6_D14_p4_K2,,,A99,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3329,8.110727582974489,17514.795,9.770859,123.83495,4.8269925,0.7070306,17514.795,3329,0
P20407_A6_D14_p4_N2,,,A73,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2221,7.706162970199576,12878.689,9.463407,126.57112,4.848674,0.982795,12878.689,2221,0
P20407_A6_D14_p5_K2,,,A564,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2094,7.647308832356238,12468.835,9.431067,158.48042,5.0719213,1.2710122,12468.835,2094,0
P20407_A6_D14_p5_E2,,,A394,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5171,8.551014739891748,23972.602,10.084708,145.36668,4.986115,0.6063868,23972.602,5171,0
P20407_A6_D14_p5_M2,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5996,8.69901462316851,26701.436,10.19251,133.70593,4.9030943,0.50074434,26701.436,5996,0
P20407_A6_D14_p4_M2,,,A377,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2316,7.748028524432376,13306.466,9.49608,108.97212,4.700227,0.8189411,13306.466,2316,0
P20407_A6_D14_p5_H2,,,A362,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4941,8.505525386548555,23094.701,10.047401,127.55856,4.8563848,0.5523282,23094.701,4941,0
P20407_A6_D14_p5_P2,,,A106,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3470,8.152198015861787,18214.67,9.810038,156.35814,5.058524,0.85841876,18214.67,3470,0
P20407_A6_D14_p5_C2,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3977,8.288534459413917,19973.326,9.902203,113.88265,4.7439113,0.5701737,19973.326,3977,0
P20407_A6_D14_p5_J2,,,A139,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4662,8.44741429680832,22362.094,10.015167,133.44127,4.9011273,0.59672976,22362.094,4662,0
P20407_A6_D14_p5_F2,,,A284,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3433,8.141481041457421,17674.176,9.779917,140.98148,4.9556966,0.7976693,17674.176,3433,0
P20407_A6_D14_p5_B2,,,A436,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5393,8.593042503699674,25001.922,10.126748,151.80864,5.0291862,0.60718787,25001.922,5393,0
P20407_A6_D14_p4_I2,,,A171,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3634,8.19836438996762,18660.133,9.834198,124.339806,4.8310285,0.66633934,18660.133,3634,0
P20407_A6_D14_p5_O2,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3517,8.165647925297504,18564.969,9.829085,160.18361,5.0825443,0.86282724,18564.969,3517,1
P20407_A6_D14_p4_P2,,,A132,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2082,7.641564441260972,12259.946,9.414174,118.3896,4.782392,0.96566164,12259.946,2082,0
P20407_A6_D14_p5_D2,,,A142,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6780,8.821879862683842,28816.092,10.2687235,142.71344,4.967821,0.49525607,28816.092,6780,0
P20407_A6_D14_p5_L2,,,A365,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4137,8.327967858305488,20871.23,9.946175,139.13023,4.942572,0.6666125,20871.23,4137,0
P20407_A6_D14_p4_G2,,,A696,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2258,7.7226775164680035,13089.115,9.479612,116.88942,4.7697473,0.8930276,13089.115,2258,0
P20407_A6_D14_p3_M9,,,A133,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2944,7.987864096085687,16069.404,9.684734,131.99275,4.8902946,0.8213917,16069.404,2944,0
P20407_A6_D14_p3_K9,,,A176,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2887,7.968319500012717,16022.1875,9.681792,116.29022,4.7646513,0.72580737,16022.1875,2887,0
P20407_A6_D14_p3_P9,,,A9,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5531,8.61830469278465,25559.775,10.148814,132.88414,4.8969746,0.51989555,25559.775,5531,0
P20407_A6_D14_p3_A9,,,A142,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5926,8.687273461787838,26152.203,10.171727,126.2107,4.8458447,0.48260066,26152.203,5926,0
P20407_A6_D14_p3_E9,,,A659,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3436,8.142354276849835,17967.184,9.796358,132.38261,4.893222,0.7368023,17967.184,3436,0
P20407_A6_D14_p3_H9,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2434,7.79770203551669,14005.625,9.547286,164.60881,5.1096287,1.175305,14005.625,2434,1
P20407_A6_D14_p3_N9,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3346,8.115819701211327,17634.82,9.777687,138.72415,4.93967,0.78664905,17634.82,3346,0
P20407_A6_D14_p3_D9,,,A51,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4883,8.493719835230594,23060.717,10.045929,124.63094,4.8333488,0.54044694,23060.717,4883,0
P20407_A6_D14_p3_B9,,,A60,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2996,8.005367067316664,16331.48,9.7009115,116.507935,4.7665057,0.7133948,16331.48,2996,0
P20407_A6_D14_p3_C9,,,A1081,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3254,8.08794755464267,17252.775,9.755786,123.34669,4.8230734,0.7149382,17252.775,3254,0
P20407_A6_D14_p3_F9,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6099,8.716044050161402,27224.883,10.211924,128.14311,4.8609214,0.4706838,27224.883,6099,0
P20407_A6_D14_p3_O9,,,A29,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3003,8.007700012884026,16350.32,9.702064,123.560776,4.824794,0.7557086,16350.32,3003,0
P20407_A6_D14_p3_L9,,,A235,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3421,8.137980454452139,18010.857,9.798785,114.65702,4.750629,0.6365994,18010.857,3421,0
P20407_A6_D14_p3_G9,,,A744,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5736,8.654691704601872,25920.635,10.162833,124.60401,4.833134,0.4807136,25920.635,5736,0
P20407_A6_D14_p3_I9,,,A7,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4984,8.514188682395938,23731.336,10.074594,126.3011,4.846555,0.5322123,23731.336,4984,0
P20407_A6_D14_p3_J9,,,A1019,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3453,8.147288258706624,18087.104,9.80301,130.46394,4.8787327,0.7213092,18087.104,3453,0
P20407_A6_D14_p3_M7,,,A724,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4784,8.473241303887054,23093.0,10.047328,130.61159,4.879855,0.5655895,23093.0,4784,0
P20407_A6_D14_p3_K7,,,A223,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4751,8.466320861042481,23069.605,10.046314,122.02225,4.812365,0.5289308,23069.605,4751,0
P20407_A6_D14_p3_P7,,,A387,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3931,8.276903481267057,19972.713,9.902172,115.67116,4.7593594,0.57914597,19972.713,3931,0
P20407_A6_D14_p3_A7,,,A224,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2683,7.895063498091573,15028.463,9.617767,132.44562,4.893694,0.88129854,15028.463,2683,0
P20407_A6_D14_p3_E7,,,A330,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2982,8.000684784514748,16232.418,9.694827,105.03099,4.6637316,0.64704466,16232.418,2982,0
P20407_A6_D14_p3_H7,,,A68,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5108,8.538758969330798,24096.217,10.089851,131.73253,4.888336,0.5466938,24096.217,5108,0
P20407_A6_D14_p3_N7,,,A349,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2447,7.803026643632217,13924.3125,9.541464,125.66694,4.8415613,0.9025001,13924.3125,2447,0
P20407_A6_D14_p3_D7,,,A345,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6166,8.726967774991493,27122.633,10.20816,125.594536,4.840989,0.46306172,27122.633,6166,0
P20407_A6_D14_p3_B7,,,A3,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5563,8.624072553043334,25317.436,10.139288,118.83192,4.78609,0.4693679,25317.436,5563,0
P20407_A6_D14_p3_C7,,,A155,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5128,8.542665987389269,24046.605,10.0877905,118.45055,4.7829022,0.49258742,24046.605,5128,0
P20407_A6_D14_p3_O7,,,A155,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2898,7.972121128921655,15838.606,9.670269,109.23032,4.702572,0.68964607,15838.606,2898,0
P20407_A6_D14_p3_L7,,,A673,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4059,8.308938252595778,20365.406,9.921642,123.40525,4.8235445,0.60595524,20365.406,4059,0
P20407_A6_D14_p3_G7,,,A354,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3464,8.150467911624004,18159.992,9.807032,119.107956,4.788391,0.6558811,18159.992,3464,0
P20407_A6_D14_p3_I7,,,A74,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2930,7.983098940710892,16060.135,9.684157,114.81682,4.75201,0.71491814,16060.135,2930,0
P20407_A6_D14_p1_F15,,,A22,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4220,8.347827345782498,20811.363,9.943302,130.53818,4.8792973,0.6272447,20811.363,4220,0
P20407_A6_D14_p1_N15,,,A584,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5101,8.537387898701757,23985.238,10.085236,133.78859,4.9037075,0.5577955,23985.238,5101,0
P20407_A6_D14_p1_A15,,,A1,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4870,8.491054533806542,23284.135,10.055571,121.77178,4.810327,0.52298176,23284.135,4870,0
P20407_A6_D14_p1_O15,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4998,8.51699317141357,23944.19,10.083523,150.01752,5.017396,0.62652993,23944.19,4998,1
P20407_A6_D14_p1_H15,,,A477,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3766,8.23403420769204,19181.379,9.861748,128.50906,4.863751,0.66996783,19181.379,3766,0
P20407_A6_D14_p1_D15,,,A47,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2515,7.830425617820331,14236.43,9.56363,110.70813,4.7158895,0.77763975,14236.43,2515,0
P20407_A6_D14_p1_C15,,,A432,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3453,8.147288258706624,18210.947,9.809834,107.84737,4.6899467,0.5922117,18210.947,3453,0
P20407_A6_D14_p1_E15,,,A108,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5749,8.656955133791396,26019.541,10.166641,134.73305,4.9106903,0.5178148,26019.541,5749,0
P20407_A6_D14_p1_L15,,,A85,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5688,8.646289764750648,25646.742,10.152211,131.78545,4.888735,0.51384866,25646.742,5688,0
P20407_A6_D14_p1_B15,,,A672,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3207,8.073402968986406,17358.775,9.761911,130.70242,4.880545,0.7529473,17358.775,3207,0
P20407_A6_D14_p1_K15,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4008,8.296297112642508,20080.291,9.907544,125.4757,4.84005,0.62486994,20080.291,4008,0
P20407_A6_D14_p1_I15,,,A161,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4970,8.511376306094673,23379.383,10.059652,123.01337,4.8203893,0.52616173,23379.383,4970,0
P20407_A6_D14_p1_J15,,,A169,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5119,8.540909718033554,24072.086,10.08885,128.6207,4.8646126,0.5343147,24072.086,5119,0
P20407_A6_D14_p1_P15,,,A991,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3518,8.165932137321585,18533.5,9.827389,117.751076,4.7770295,0.6353418,18533.5,3518,0
P20407_A6_D14_p1_M15,,,A294,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2951,7.990238185720363,16125.268,9.688205,113.817444,4.7433434,0.7058329,16125.268,2951,0
P20407_A6_D14_p1_G15,,,A30,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3530,8.169336395928386,18428.1,9.821686,118.43696,4.7827888,0.64269763,18428.1,3530,0
P20407_A6_D14_p5_N20,,,A327,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4803,8.477204183199873,22957.893,10.041461,136.03502,4.9202366,0.5925414,22957.893,4803,0
P20407_A6_D14_p5_G20,,,A413,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4495,8.410943391573527,22025.578,10.000005,152.74669,5.0353065,0.6934968,22025.578,4495,0
P20407_A6_D14_p5_A20,,,A83,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2750,7.919719760924575,15249.361,9.632359,118.455574,4.7829447,0.7767904,15249.361,2750,0
P20407_A6_D14_p4_C20,,,A333,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3612,8.19229373114764,18657.186,9.834041,113.11087,4.7371707,0.606259,18657.186,3612,0
P20407_A6_D14_p5_K20,,,A36,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3283,8.096817470572319,17380.916,9.7631855,128.6619,4.86493,0.7402481,17380.916,3283,0
P20407_A6_D14_p5_E20,,,A234,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4556,8.424419791263883,22081.168,10.002525,122.6708,4.817623,0.5555449,22081.168,4556,0
P20407_A6_D14_p5_M20,,,A61,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4242,8.353025845202325,21074.748,9.955878,124.06379,4.828824,0.58868456,21074.748,4242,0
P20407_A6_D14_p5_I20,,,A148,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4503,8.412721169819527,21774.229,9.988528,124.13194,4.8293686,0.57008654,21774.229,4503,0
P20407_A6_D14_p5_H20,,,A518,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6441,8.770594329891145,28242.064,10.248603,134.38713,4.9081383,0.47584033,28242.064,6441,0
P20407_A6_D14_p5_P20,,,A647,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4668,8.448700194970938,22467.05,10.01985,147.48389,5.0004764,0.6564452,22467.05,4668,0
P20407_A6_D14_p5_C20,,,A47,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4834,8.483636407887394,23005.785,10.043545,126.93745,4.8515415,0.5517632,23005.785,4834,0
P20407_A6_D14_p5_F20,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2215,7.703459047867175,12791.536,9.456617,173.56885,5.162319,1.3569038,12791.536,2215,1
P20407_A6_D14_p5_B20,,,A135,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,7109,8.869257522797287,29796.5,10.302179,137.5069,4.93092,0.46148673,29796.5,7109,0
P20407_A6_D14_p4_I20,,,A1,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2130,7.664346632098617,12502.233,9.433743,116.20596,4.7639327,0.9294816,12502.233,2130,0
P20407_A6_D14_p5_O20,,,A273,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6413,8.7662383802531,27927.152,10.2373905,130.84048,4.8815928,0.46850634,27927.152,6413,0
P20407_A6_D14_p4_B20,,,A39,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2795,7.935945103353701,15416.057,9.6432295,122.47386,4.8160295,0.79445654,15416.057,2795,0
P20407_A6_D14_p4_G20,,,A127,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3777,8.236950048061455,19398.062,9.87298,137.23264,4.928938,0.70745534,19398.062,3777,0
P20407_A6_D14_p1_F17,,,A91,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,6633,8.799963219506997,28374.26,10.253273,132.12975,4.891324,0.4656676,28374.26,6633,0
P20407_A6_D14_p1_N17,,,A430,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3186,8.066835314417336,16920.844,9.736361,122.341354,4.8149557,0.7230216,16920.844,3186,0
P20407_A6_D14_p1_A17,,,A0,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2760,7.923348211930154,15360.498,9.63962,169.80121,5.1405005,1.1054407,15360.498,2760,1
P20407_A6_D14_p1_O17,,,A154,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5109,8.53895468319775,23919.586,10.082495,126.252075,4.84617,0.5278188,23919.586,5109,0
P20407_A6_D14_p1_H17,,,A633,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4028,8.301273485191347,20342.371,9.92051,133.01126,4.897924,0.6538631,20342.371,4028,0
P20407_A6_D14_p1_D17,,,A48,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5115,8.540128162698734,23960.273,10.084194,123.101456,4.8210993,0.5137732,23960.273,5115,0
P20407_A6_D14_p1_C17,,,A177,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,2689,7.897296472595885,15003.437,9.616101,122.21008,4.813891,0.8145473,15003.437,2689,0
P20407_A6_D14_p1_E17,,,A406,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3035,8.01829613851552,16444.266,9.707793,125.42984,4.8396873,0.76275736,16444.266,3035,0
P20407_A6_D14_p1_L17,,,A74,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,4439,8.39840965542627,21802.305,9.989817,123.44599,4.8238716,0.56620616,21802.305,4439,0
P20407_A6_D14_p1_B17,,,A583,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3752,8.23031079913502,19259.89,9.865832,119.82698,4.7943597,0.62215817,19259.89,3752,0
P20407_A6_D14_p1_K17,,,A357,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3050,8.02322468471667,16587.916,9.71649,115.23962,4.755654,0.69472027,16587.916,3050,0
P20407_A6_D14_p1_I17,,,A844,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3527,8.168486417126681,18345.438,9.817191,128.0785,4.8604207,0.6981491,18345.438,3527,0
P20407_A6_D14_p1_J17,,,A271,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3263,8.090708716083997,17195.117,9.752439,133.22403,4.8995104,0.77477825,17195.117,3263,0
P20407_A6_D14_p1_P17,,,A502,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3243,8.084562415235304,17242.271,9.7551775,122.91969,4.8196335,0.71289736,17242.271,3243,0
P20407_A6_D14_p1_M17,,,A142,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,5108,8.538758969330798,23922.996,10.082637,125.643456,4.841376,0.5251995,23922.996,5108,0
P20407_A6_D14_p2_I12,,,A190,A1_06_D14,,,,,,,,,,,,,,,,,,,,,,,,3959,8.283999304248526,19690.371,9.887936,113.66654,4.742028,0.5772697,19690.371,3959,0
