,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_JH_D15_p1_E10,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5704,8.649098262296176,26587.17,10.188222,141.51033,4.9594145,0.5322504,26587.17,5704,0
P20407_JH_D15_p1_L10,,,C92,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4022,8.299783171949787,20793.086,9.942424,139.88185,4.9479218,0.67273253,20793.086,4022,0
P20407_JH_D15_p2_G10,,,C430,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5357,8.586346050104554,25656.857,10.152605,152.8584,5.0360327,0.5957799,25656.857,5357,0
P20407_JH_D15_p2_L10,,,C73,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3212,8.074960359115858,17510.588,9.770618,145.38531,4.9862423,0.8302709,17510.588,3212,0
P20407_JH_D15_p1_B10,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5185,8.55371796609861,24977.545,10.125772,159.48203,5.0781817,0.63850164,24977.545,5185,0
P20407_JH_D15_p2_D10,,,C7,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3555,8.176391596633795,19074.984,9.856186,171.86406,5.1525054,0.9009919,19074.984,3555,0
P20407_JH_D15_p1_K10,,,C565,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2136,7.667158255319148,12571.216,9.439244,135.05478,4.913058,1.0743176,12571.216,2136,0
P20407_JH_D15_p1_I10,,,C367,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3216,8.076204527239026,17676.154,9.780028,134.83096,4.9114113,0.7627845,17676.154,3216,0
P20407_JH_D15_p1_J10,,,C80,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3247,8.085794701281568,17649.938,9.778544,148.07993,5.0044827,0.8389827,17649.938,3247,0
P20407_JH_D15_p1_P10,,,C3,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3640,8.200013648175434,19165.326,9.86091,135.02444,4.9128346,0.70452464,19165.326,3640,0
P20407_JH_D15_p1_M10,,,C62,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3615,8.193123721512068,19284.734,9.867121,143.53787,4.9735417,0.74430823,19284.734,3615,0
P20407_JH_D15_p2_H10,,,C222,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2336,7.756623334538858,13605.778,9.518323,127.79185,4.8581977,0.93924683,13605.778,2336,0
P20407_JH_D15_p1_G10,,,C167,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4188,8.340217320947035,21128.93,9.958446,144.69304,4.981502,0.68481004,21128.93,4188,0
P20407_JH_D15_p3_F1,,,C123,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3914,8.272570608424903,20439.934,9.925295,147.91272,5.0033603,0.7236458,20439.934,3914,0
P20407_JH_D15_p3_I1,,,C64,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3705,8.217708406845306,19617.355,9.884221,134.9377,4.9121966,0.68784857,19617.355,3705,0
P20407_JH_D15_p3_A1,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2316,7.748028524432376,13663.205,9.522535,152.57135,5.0341654,1.1166586,13663.205,2316,1
P20407_JH_D15_p3_G1,,,C366,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3531,8.16961956172385,18921.627,9.848114,157.3469,5.0647883,0.8315717,18921.627,3531,0
P20407_JH_D15_p3_E1,,,C304,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2650,7.8826922062890254,15108.541,9.623081,145.41254,4.9864283,0.9624525,15108.541,2650,0
P20407_JH_D15_p3_C1,,,C528,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2397,7.7823903355874595,13673.909,9.523318,147.0198,4.997346,1.075185,13673.909,2397,0
P20407_JH_D15_p3_D1,,,C354,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4413,8.392536586816682,22077.402,10.002356,159.99092,5.081348,0.72468185,22077.402,4413,0
P20407_JH_D15_p3_J1,,,C317,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3570,8.18060094759445,19161.904,9.860732,135.82942,4.918735,0.70885134,19161.904,3570,0
P20407_JH_D15_p3_M1,,,C372,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2599,7.8632667240095735,14712.94,9.596551,126.13245,4.8452296,0.85728914,14712.94,2599,0
P20407_JH_D15_p3_K1,,,C37,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2372,7.771910256435763,14111.442,9.554812,128.65886,4.864907,0.9117342,14111.442,2372,0
P20407_JH_D15_p3_L1,,,C342,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2311,7.7458682297922685,13345.926,9.499042,132.38213,4.893218,0.9919291,13345.926,2311,0
P20407_JH_D15_p3_B1,,,C7,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3918,8.273591798199632,20280.143,9.917447,139.7215,4.9467826,0.6889572,20280.143,3918,0
P20407_JH_D15_p3_F19,,,C12,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3718,8.22121009392507,19748.56,9.890886,125.744606,4.842174,0.636728,19748.56,3718,0
P20407_JH_D15_p3_I19,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4515,8.415381925269553,22718.31,10.030971,131.8318,4.889084,0.58028877,22718.31,4515,0
P20407_JH_D15_p3_A19,,,C343,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3245,8.085178748074537,17866.33,9.7907295,147.17499,4.998394,0.8237561,17866.33,3245,0
P20407_JH_D15_p3_G19,,,C518,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3071,8.030084094267563,17120.814,9.748109,127.12888,4.853037,0.74253994,17120.814,3071,0
P20407_JH_D15_p3_H19,,,C189,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2773,7.928045600874777,15496.361,9.648425,141.27417,4.957756,0.9116603,15496.361,2773,0
P20407_JH_D15_p3_E19,,,C303,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3269,8.0925452638913,17885.709,9.791813,135.88545,4.9191446,0.75974315,17885.709,3269,0
P20407_JH_D15_p3_C19,,,C23,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3035,8.01829613851552,16735.166,9.7253275,155.01794,5.049971,0.9263006,16735.166,3035,0
P20407_JH_D15_p3_D19,,,C401,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2434,7.79770203551669,14151.072,9.557616,132.18079,4.8917074,0.93406904,14151.072,2434,0
P20407_JH_D15_p3_M19,,,C160,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3024,8.014666370464942,16937.215,9.737328,128.67856,4.865059,0.75973856,16937.215,3024,0
P20407_JH_D15_p3_K19,,,C75,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2284,7.734121303328305,13709.719,9.525933,111.20086,4.7202907,0.81110966,13709.719,2284,0
P20407_JH_D15_p3_L19,,,C67,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3000,8.006700845440367,16827.596,9.730835,121.731125,4.809996,0.7234018,16827.596,3000,0
P20407_JH_D15_p1_F18,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3483,8.155936337972394,18676.33,9.835066,145.96638,4.990204,0.78155816,18676.33,3483,0
P20407_JH_D15_p1_H18,,,C62,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3677,8.210124405164267,19627.53,9.884739,133.01765,4.8979716,0.6777096,19627.53,3677,0
P20407_JH_D15_p2_E18,,,C94,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2039,7.620705086838262,12426.322,9.427652,116.05849,4.762674,0.93397295,12426.322,2039,0
P20407_JH_D15_p1_D18,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3741,8.227375506834035,20016.926,9.904384,136.60924,4.924418,0.6824686,20016.926,3741,1
P20407_JH_D15_p1_C18,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4132,8.326758814511733,21353.75,9.969029,139.62572,4.9461017,0.6538698,21353.75,4132,0
P20407_JH_D15_p1_E18,,,C101,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3978,8.288785810426928,20887.676,9.946962,126.340576,4.846865,0.604857,20887.676,3978,0
P20407_JH_D15_p1_B18,,,C31,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4108,8.32093496888341,21119.861,9.958016,127.75705,4.8579273,0.60491425,21119.861,4108,0
P20407_JH_D15_p1_K18,,,C226,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3596,8.187855443695623,19188.11,9.862098,122.49115,4.8161693,0.6383701,19188.11,3596,0
P20407_JH_D15_p1_I18,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3364,8.121183242078828,18233.455,9.811069,132.21622,4.8919735,0.7251298,18233.455,3364,0
P20407_JH_D15_p1_J18,,,C231,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2996,8.005367067316664,16843.951,9.731806,128.6629,4.8649383,0.7638523,16843.951,2996,0
P20407_JH_D15_p1_P18,,,C68,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3121,8.046229101075378,17067.658,9.744999,130.09006,4.8758845,0.76220214,17067.658,3121,0
P20407_JH_D15_p1_M18,,,C240,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4452,8.401333305321703,22337.463,10.014065,132.1047,4.891136,0.59140426,22337.463,4452,0
P20407_JH_D15_p1_G18,,,C502,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5355,8.585972706811063,25715.12,10.154873,138.55408,4.9384522,0.53880394,25715.12,5355,0
P20407_JH_D15_p2_J9,,,C476,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3934,8.277666160851503,20341.664,9.920476,121.00446,4.8040576,0.5948602,20341.664,3934,0
P20407_JH_D15_p1_N9,,,C159,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3213,8.075271546297458,17551.979,9.772979,126.41517,4.8474507,0.72023314,17551.979,3213,0
P20407_JH_D15_p2_F9,,,C178,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3574,8.181720455128108,19172.42,9.86128,156.62422,5.060214,0.8169246,19172.42,3574,0
P20407_JH_D15_p1_H9,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,6211,8.734238184268579,27869.61,10.235328,137.26787,4.929193,0.49253604,27869.61,6211,0
P20407_JH_D15_p1_D9,,,C165,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3977,8.288534459413917,20618.53,9.933994,148.03842,5.0042043,0.7179873,20618.53,3977,0
P20407_JH_D15_p1_C9,,,C554,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2972,7.997326822998097,16584.564,9.716288,130.56485,4.8795,0.78726727,16584.564,2972,0
P20407_JH_D15_p1_E9,,,C408,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3837,8.252706676567644,20193.332,9.913157,137.02165,4.9274106,0.678549,20193.332,3837,0
P20407_JH_D15_p1_L9,,,C12,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4274,8.360539381370861,21849.758,9.991991,140.92717,4.955314,0.64498276,21849.758,4274,0
P20407_JH_D15_p2_I9,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3321,8.10832229017324,17973.17,9.796691,144.31137,4.978879,0.8029266,17973.17,3321,0
P20407_JH_D15_p2_G9,,,C411,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3511,8.163940954755008,18930.541,9.848584,138.60667,4.938829,0.7321855,18930.541,3511,0
P20407_JH_D15_p2_L9,,,C282,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3125,8.047509510981422,17241.73,9.755146,141.6082,4.960101,0.8213108,17241.73,3125,0
P20407_JH_D15_p1_B9,,,C464,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3918,8.273591798199632,20462.79,9.926413,128.34625,4.862493,0.62721777,20462.79,3918,0
P20407_JH_D15_p2_D9,,,C75,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3088,8.035602692918582,17046.84,9.743779,155.92146,5.0557456,0.9146649,17046.84,3088,0
P20407_JH_D15_p1_K9,,,C99,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3482,8.155649270366002,18573.477,9.829544,145.34552,4.9859705,0.7825434,18573.477,3482,0
P20407_JH_D15_p1_I9,,,C185,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3152,8.056109659545061,17267.158,9.756619,139.2356,4.9433236,0.8063608,17267.158,3152,0
P20407_JH_D15_p1_J9,,,C169,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4669,8.448914350662942,23092.354,10.0473,149.43161,5.013509,0.6471043,23092.354,4669,0
P20407_JH_D15_p1_P9,,,C542,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2992,8.0040315078527,16570.887,9.715463,134.71872,4.9105844,0.81298435,16570.887,2992,0
P20407_JH_D15_p1_M9,,,C251,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4518,8.41604600941128,22519.764,10.022193,137.20554,4.928742,0.60926723,22519.764,4518,0
P20407_JH_D15_p2_H9,,,C174,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2934,7.984462732262196,16361.644,9.702756,139.45041,4.9448543,0.85230076,16361.644,2934,0
P20407_JH_D15_p1_G9,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4162,8.333991247194975,21332.951,9.968055,133.37,4.900597,0.62518305,21332.951,4162,0
P20407_JH_D15_p3_F13,,,C55,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3657,8.204671828950811,19317.26,9.868806,150.58458,5.021144,0.77953386,19317.26,3657,0
P20407_JH_D15_p3_I13,,,C356,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2846,7.954021087278037,15956.944,9.677712,147.5437,5.0008793,0.9246363,15956.944,2846,0
P20407_JH_D15_p3_A13,,,C101,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5489,8.610683534503575,25811.598,10.158618,138.68399,4.9393826,0.5372933,25811.598,5489,0
P20407_JH_D15_p3_G13,,,C308,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3557,8.17695386822578,19085.629,9.856743,135.46147,4.9160423,0.70975643,19085.629,3557,0
P20407_JH_D15_p3_H13,,,C135,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4088,8.316055720364643,21102.686,9.957203,127.946,4.8593936,0.60630196,21102.686,4088,0
P20407_JH_D15_p3_E13,,,C46,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3122,8.046549357283078,17434.615,9.766271,136.81119,4.9258847,0.78471017,17434.615,3122,0
P20407_JH_D15_p3_C13,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4164,8.334471554600944,21252.863,9.964294,160.39488,5.083854,0.75469774,21252.863,4164,0
P20407_JH_D15_p3_D13,,,C173,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3004,8.008032846969307,16698.021,9.723105,145.15198,4.984647,0.86927646,16698.021,3004,0
P20407_JH_D15_p3_J13,,,C206,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3217,8.076515327552329,17611.14,9.776343,141.5265,4.959528,0.80361915,17611.14,3217,0
P20407_JH_D15_p3_M13,,,C67,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3651,8.20303024171486,19473.895,9.876882,132.16342,4.8915772,0.6786697,19473.895,3651,0
P20407_JH_D15_p3_K13,,,C215,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2658,7.88570539124302,15433.716,9.644375,112.86532,4.7350163,0.73129064,15433.716,2658,0
P20407_JH_D15_p3_L13,,,C123,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3453,8.147288258706624,18639.658,9.8331,149.87192,5.0164313,0.80404866,18639.658,3453,0
P20407_JH_D15_p3_B13,,,C327,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3608,8.19118600464279,18938.209,9.8489895,150.25569,5.018972,0.7933997,18938.209,3608,0
P20407_JH_D15_p3_F21,,,C172,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3227,8.07961802938984,17681.637,9.780338,127.513214,4.856032,0.72116184,17681.637,3227,0
P20407_JH_D15_p3_I21,,,C18,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3019,8.013012110368916,16937.25,9.7373295,135.08696,4.9132943,0.7975732,16937.25,3019,0
P20407_JH_D15_p3_A21,,,C263,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3081,8.033334015880062,17174.395,9.751233,128.65915,4.864909,0.7491335,17174.395,3081,0
P20407_JH_D15_p3_G21,,,C35,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5272,8.57035473953047,25216.984,10.135313,140.99553,4.955796,0.55912924,25216.984,5272,0
P20407_JH_D15_p3_H21,,,C207,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3689,8.213381737034572,19549.336,9.880748,148.06223,5.004364,0.75737727,19549.336,3689,0
P20407_JH_D15_p3_E21,,,C309,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3335,8.112527763478637,17940.42,9.7948675,134.42564,4.908423,0.7492893,17940.42,3335,0
P20407_JH_D15_p3_C21,,,C123,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4467,8.404696160189092,22432.61,10.018315,156.8406,5.061586,0.69916344,22432.61,4467,0
P20407_JH_D15_p3_D21,,,C151,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5766,8.659907293615413,26894.832,10.199727,143.4489,4.9729257,0.5333697,26894.832,5766,0
P20407_JH_D15_p3_J21,,,C411,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4225,8.349011198176003,21571.857,9.979191,147.31331,4.999327,0.68289584,21571.857,4225,0
P20407_JH_D15_p3_M21,,,C21,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3145,8.053887083618223,17395.717,9.764037,111.95596,4.726998,0.6435835,17395.717,3145,0
P20407_JH_D15_p3_K21,,,C12,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3069,8.029432840581244,17157.281,9.7502365,128.52531,4.8638763,0.7491007,17157.281,3069,0
P20407_JH_D15_p3_L21,,,C157,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3397,8.130942302231878,18269.766,9.813058,145.4116,4.986422,0.79591393,18269.766,3397,0
P20407_JH_D15_p3_B21,,,C39,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3554,8.176110342237342,18828.232,9.843165,132.70047,4.895602,0.7047952,18828.232,3554,0
P20407_JH_D15_p3_F7,,,C301,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3141,8.052614818815567,17265.004,9.7564945,148.4276,5.006812,0.8597021,17265.004,3141,0
P20407_JH_D15_p3_I7,,,C318,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3741,8.227375506834035,19889.838,9.898014,134.4183,4.9083686,0.675814,19889.838,3741,0
P20407_JH_D15_p3_A7,,,C38,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3470,8.152198015861787,18665.508,9.834486,148.74667,5.008945,0.79690665,18665.508,3470,0
P20407_JH_D15_p3_G7,,,C383,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2776,7.9291264873067995,15731.869,9.663507,141.40047,4.9586434,0.8988154,15731.869,2776,0
P20407_JH_D15_p3_E7,,,C178,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4357,8.379768515504566,22058.645,10.001505,134.61687,4.909834,0.61026806,22058.645,4357,0
P20407_JH_D15_p3_C7,,,C378,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3258,8.089175678837561,17781.53,9.785972,143.21997,4.9713397,0.8054424,17781.53,3258,0
P20407_JH_D15_p3_D7,,,C35,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4701,8.455743229100015,23372.906,10.059376,143.70053,4.974666,0.61481667,23372.906,4701,0
P20407_JH_D15_p3_J7,,,C7,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3999,8.294049640102028,20661.688,9.936085,147.6104,5.001328,0.71441597,20661.688,3999,0
P20407_JH_D15_p3_M7,,,C160,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3067,8.028781162487148,17037.73,9.743244,133.63542,4.9025707,0.7843499,17037.73,3067,0
P20407_JH_D15_p3_K7,,,C43,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,1817,7.505492274737424,11258.558,9.328973,125.93103,4.8436437,1.1185361,11258.558,1817,0
P20407_JH_D15_p3_L7,,,C112,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3759,8.23217423638394,19700.94,9.888473,136.59393,4.924307,0.69333714,19700.94,3759,0
P20407_JH_D15_p3_B7,,,C84,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2777,7.9294865233142895,15675.825,9.659939,146.45718,4.993538,0.9342869,15675.825,2777,0
P20407_JH_D15_p3_F24,,,C433,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2679,7.893572073504902,15252.251,9.632548,141.3737,4.958455,0.92690384,15252.251,2679,0
P20407_JH_D15_p3_I24,,,C278,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2885,7.9676267393338165,16312.46,9.699746,143.63228,4.9741945,0.8805065,16312.46,2885,0
P20407_JH_D15_p3_A24,,,C35,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4035,8.3030093814735,20910.12,9.948036,149.1541,5.011662,0.7133106,20910.12,4035,0
P20407_JH_D15_p3_G24,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5251,8.566364235422688,24969.762,10.125461,139.7448,4.9469485,0.5596561,24969.762,5251,0
P20407_JH_D15_p3_H24,,,C416,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2928,7.982416346827733,16337.084,9.701254,139.67055,4.9464207,0.85492945,16337.084,2928,0
P20407_JH_D15_p3_E24,,,C123,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5575,8.62622695244036,26203.193,10.173675,147.78456,5.0024996,0.56399447,26203.193,5575,0
P20407_JH_D15_p3_C24,,,C317,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3427,8.13973227971767,18575.064,9.829629,154.9316,5.0494175,0.83408374,18575.064,3427,0
P20407_JH_D15_p3_D24,,,C232,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3499,8.160518247477505,18802.127,9.841779,131.09422,4.8835154,0.6972308,18802.127,3499,0
P20407_JH_D15_p3_J24,,,C132,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3161,8.058960017769417,17444.451,9.766834,147.37006,4.9997096,0.8447962,17444.451,3161,0
P20407_JH_D15_p3_M24,,,C60,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3737,8.226305988015508,19770.41,9.891993,138.94081,4.9412193,0.7027715,19770.41,3737,0
P20407_JH_D15_p3_N24,,,C35,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4754,8.46695197497949,23705.104,10.073488,149.69933,5.0152864,0.63150674,23705.104,4754,0
P20407_JH_D15_p3_L24,,,C17,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5150,8.546946149565585,25007.672,10.126978,150.78922,5.022493,0.6029718,25007.672,5150,0
P20407_JH_D15_p3_B24,,,C425,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2480,7.816416983691801,14221.634,9.56259,133.4167,4.9009447,0.9381251,14221.634,2480,0
P20407_JH_D15_p1_F11,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3085,8.034631032923107,17037.125,9.743209,122.215965,4.8139386,0.7173509,17037.125,3085,0
P20407_JH_D15_p1_N11,,,C99,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3757,8.231642179973411,19875.32,9.8972845,126.9071,4.851304,0.63851595,19875.32,3757,0
P20407_JH_D15_p1_A11,,,C135,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4027,8.301025253838453,20497.297,9.928097,161.31068,5.0895123,0.78698516,20497.297,4027,0
P20407_JH_D15_p2_F11,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2581,7.856319571406588,14828.344,9.604363,130.93512,4.8823104,0.8830057,14828.344,2581,0
P20407_JH_D15_p1_O11,,,C323,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5957,8.692490133273228,27677.098,10.228396,130.83098,4.8815207,0.47270483,27677.098,5957,0
P20407_JH_D15_p1_H11,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3678,8.210396255104774,19606.777,9.883681,126.37486,4.8471346,0.64454687,19606.777,3678,0
P20407_JH_D15_p1_C11,,,C381,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4226,8.34924780056679,21445.256,9.973306,162.49448,5.0967793,0.75771755,21445.256,4226,0
P20407_JH_D15_p1_E11,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3277,8.094988759303774,17909.588,9.793147,124.27242,4.8304906,0.69388765,17909.588,3277,0
P20407_JH_D15_p1_L11,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3434,8.14177220465645,18403.598,9.820355,130.27426,4.877289,0.7078739,18403.598,3434,0
P20407_JH_D15_p2_G11,,,C537,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2373,7.772331575169614,13819.51,9.533909,131.51071,4.8866634,0.95163083,13819.51,2373,0
P20407_JH_D15_p2_L11,,,C165,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3400,8.131824785007195,18410.32,9.820721,134.88844,4.9118342,0.7326784,18410.32,3400,0
P20407_JH_D15_p1_B11,,,C233,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4016,8.298290634359283,20942.693,9.949593,142.90994,4.9691877,0.6823857,20942.693,4016,0
P20407_JH_D15_p2_D11,,,C161,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4077,8.3133619511344,21099.287,9.957042,155.96042,5.0559936,0.7391739,21099.287,4077,0
P20407_JH_D15_p1_I11,,,C201,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3630,8.197263371414335,19204.703,9.862963,134.50139,4.908982,0.70035654,19204.703,3630,0
P20407_JH_D15_p1_J11,,,C443,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2856,7.957527402230773,15759.161,9.66524,119.4649,4.7913585,0.75806636,15759.161,2856,0
P20407_JH_D15_p1_P11,,,C90,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2355,7.764720544771477,13461.48,9.507662,126.75308,4.8500996,0.9415984,13461.48,2355,0
P20407_JH_D15_p1_M11,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4150,8.33110454805304,21189.076,9.961288,146.96783,4.996995,0.6936019,21189.076,4150,0
P20407_JH_D15_p2_H11,,,C155,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2959,7.992944547318106,16510.02,9.711783,134.20955,4.906826,0.81289756,16510.02,2959,0
P20407_JH_D15_p1_G11,,,C511,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3848,8.255568653283746,20080.19,9.907538,146.05893,4.9908333,0.72737825,20080.19,3848,0
P20407_JH_D15_p3_F4,,,C221,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3282,8.096512917501594,17978.254,9.796974,148.3697,5.0064244,0.82527316,17978.254,3282,0
