,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_JH_D15_p3_B22,,,C80,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3545,8.173575486634153,18963.951,9.8503475,141.81125,4.961524,0.7477938,18963.951,3545,0
P20407_JH_D15_p3_F2,,,C207,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2471,7.812782818577581,14510.642,9.582706,116.648026,4.7676973,0.8038792,14510.642,2471,0
P20407_JH_D15_p3_I2,,,C335,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3323,8.10892415597534,18072.705,9.802214,132.65297,4.8952465,0.73399615,18072.705,3323,0
P20407_JH_D15_p3_A2,,,C389,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3094,8.037543185118697,17081.984,9.745838,132.86658,4.8968434,0.777817,17081.984,3094,0
P20407_JH_D15_p3_G2,,,C53,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4477,8.4069317971587,22540.121,10.023096,140.54544,4.952621,0.6235345,22540.121,4477,0
P20407_JH_D15_p3_H2,,,C361,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3815,8.246958032568177,20209.547,9.9139595,124.23503,4.830192,0.61473435,20209.547,3815,0
P20407_JH_D15_p3_E2,,,C87,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2835,7.950149887652018,16181.137,9.691663,142.56187,4.9667664,0.8810375,16181.137,2835,0
P20407_JH_D15_p3_D2,,,C64,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3176,8.063692634269517,17579.787,9.774562,126.731544,4.849931,0.7208935,17579.787,3176,0
P20407_JH_D15_p3_J2,,,C311,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2640,7.878912912297133,14956.466,9.612966,133.53839,4.9018497,0.89284724,14956.466,2640,0
P20407_JH_D15_p3_M2,,,C19,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3630,8.197263371414335,19379.445,9.87202,128.5947,4.864412,0.6635623,19379.445,3630,0
P20407_JH_D15_p3_K2,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,1557,7.351158226430694,9941.538,9.204577,128.46269,4.863393,1.2921813,9941.538,1557,1
P20407_JH_D15_p3_L2,,,C77,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3024,8.014666370464942,16896.117,9.734899,141.35526,4.958326,0.8366139,16896.117,3024,0
P20407_JH_D15_p3_B2,,,C77,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3920,8.27410200229233,20469.324,9.926731,140.75024,4.9540668,0.68761545,20469.324,3920,0
P20407_JH_D15_p3_F23,,,C240,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3411,8.13505390861157,18429.277,9.82175,147.25055,4.9989038,0.79900336,18429.277,3411,0
P20407_JH_D15_p3_I23,,,C263,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2792,7.934871565945177,15911.841,9.674882,120.28281,4.7981253,0.7559327,15911.841,2792,0
P20407_JH_D15_p3_A23,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3403,8.132706489693264,18346.387,9.817243,138.21878,4.9360466,0.75338423,18346.387,3403,0
P20407_JH_D15_p3_H23,,,C420,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3464,8.150467911624004,18711.982,9.836973,131.32224,4.88524,0.7018082,18711.982,3464,0
P20407_JH_D15_p3_E23,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4070,8.31164394850298,20967.191,9.950762,130.85405,4.8816957,0.62408954,20967.191,4070,0
P20407_JH_D15_p3_C23,,,C226,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3515,8.165079258805068,18876.314,9.845716,139.3947,4.9444575,0.7384635,18876.314,3515,0
P20407_JH_D15_p3_D23,,,C225,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5417,8.59748202264504,25603.912,10.150539,152.3742,5.032881,0.5951208,25603.912,5417,0
P20407_JH_D15_p3_J23,,,C138,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2770,7.9269635448629785,15624.098,9.656633,140.42981,4.9518037,0.89880264,15624.098,2770,0
P20407_JH_D15_p3_M23,,,C135,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4989,8.515191188745565,24374.346,10.101328,140.05682,4.949163,0.57460755,24374.346,4989,0
P20407_JH_D15_p3_N23,,,C160,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3318,8.107418811719974,18051.633,9.801046,153.67177,5.041305,0.8512901,18051.633,3318,0
P20407_JH_D15_p3_K23,,,C503,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3490,8.157943507105037,19036.148,9.854148,126.35985,4.8470163,0.6637889,19036.148,3490,0
P20407_JH_D15_p3_L23,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3942,8.279697133877628,20524.297,9.929414,131.40034,4.8858304,0.6402185,20524.297,3942,0
P20407_JH_D15_p3_F3,,,C64,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4749,8.465899897028686,23620.787,10.069924,138.98608,4.941543,0.58840585,23620.787,4749,0
P20407_JH_D15_p3_I3,,,C300,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2797,7.936660155225426,15905.53,9.674485,130.78961,4.881207,0.8222901,15905.53,2797,0
P20407_JH_D15_p3_A3,,,C14,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2459,7.807916628926408,14234.335,9.563482,147.24374,4.998858,1.0344266,14234.335,2459,0
P20407_JH_D15_p3_G3,,,C101,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3390,8.128880142125638,18390.81,9.819661,127.36449,4.8548737,0.69254416,18390.81,3390,0
P20407_JH_D15_p3_H3,,,C384,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,6051,8.708144074908246,27602.617,10.225702,146.06898,4.990902,0.52918524,27602.617,6051,0
P20407_JH_D15_p3_E3,,,C541,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2051,7.62657020629066,12193.082,9.408706,122.972786,4.820062,1.0085455,12193.082,2051,0
P20407_JH_D15_p3_C3,,,C319,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3335,8.112527763478637,18151.246,9.80655,135.08124,4.913252,0.74419814,18151.246,3335,0
P20407_JH_D15_p3_D3,,,C47,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3113,8.043663352393944,17249.982,9.755625,148.65942,5.0083623,0.8617946,17249.982,3113,0
P20407_JH_D15_p3_J3,,,C327,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3631,8.197538739721184,19312.16,9.868542,149.51826,5.0140843,0.77421826,19312.16,3631,0
P20407_JH_D15_p3_M3,,,C79,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2947,7.988882253309227,16677.22,9.721859,146.73965,4.9954515,0.8798808,16677.22,2947,0
P20407_JH_D15_p3_K3,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,1672,7.422373700986824,10541.645,9.263184,126.67451,4.849484,1.201658,10541.645,1672,1
P20407_JH_D15_p3_L3,,,C510,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2521,7.8328075165248645,14388.751,9.574271,135.5699,4.9168367,0.9421936,14388.751,2521,0
P20407_JH_D15_p3_B3,,,C64,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4425,8.395251520610994,22341.959,10.014267,150.62279,5.0213957,0.67417,22341.959,4425,0
P20407_JH_D15_p1_F21,,,C101,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4820,8.480736654405622,23794.191,10.077239,135.15028,4.913759,0.567997,23794.191,4820,0
P20407_JH_D15_p1_N21,,,C451,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2866,7.96102146588337,16026.13,9.682038,129.54924,4.8717504,0.80836254,16026.13,2866,0
P20407_JH_D15_p1_O21,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4434,8.39728289474368,22331.197,10.013784,142.06097,4.963271,0.6361547,22331.197,4434,0
P20407_JH_D15_p1_H21,,,C64,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4169,8.335671314792847,21399.834,9.971185,123.98823,4.8282194,0.57938874,21399.834,4169,0
P20407_JH_D15_p2_E21,,,C224,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3173,8.062747901086354,17425.516,9.765748,128.36298,4.8626223,0.736638,17425.516,3173,0
P20407_JH_D15_p1_D21,,,C67,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3173,8.062747901086354,17535.656,9.772049,119.94923,4.795371,0.6840305,17535.656,3173,0
P20407_JH_D15_p1_C21,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3987,8.291045131081729,20525.213,9.929458,166.20157,5.1192,0.80974346,20525.213,3987,0
P20407_JH_D15_p1_L21,,,C167,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4884,8.493924564476883,24076.062,10.089015,144.88115,4.9827924,0.6017643,24076.062,4884,0
P20407_JH_D15_p1_B21,,,C168,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2646,7.881182202227102,14816.681,9.603577,129.2507,4.869461,0.8723324,14816.681,2646,0
P20407_JH_D15_p1_K21,,,C297,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3821,8.248529124800218,20078.621,9.907461,138.67487,4.939317,0.69065934,20078.621,3821,0
P20407_JH_D15_p1_I21,,,C524,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2819,7.944492163932159,15510.401,9.64933,136.48117,4.923487,0.87993324,15510.401,2819,0
P20407_JH_D15_p1_J21,,,C275,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4490,8.409830673087738,22564.957,10.024198,130.01376,4.8753023,0.5761756,22564.957,4490,0
P20407_JH_D15_p1_P21,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3585,8.184792654165078,19156.734,9.860462,138.51736,4.938189,0.723074,19156.734,3585,0
P20407_JH_D15_p1_M21,,,C12,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3426,8.139440521874608,18426.39,9.821593,141.86264,4.9618835,0.7698884,18426.39,3426,0
P20407_JH_D15_p1_G21,,,C540,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3135,8.0507033814703,16879.57,9.733918,134.44092,4.9085355,0.79647124,16879.57,3135,0
P20407_JH_D15_p3_F11,,,C46,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2961,7.993619994827744,16699.053,9.723167,146.41576,4.993257,0.87679076,16699.053,2961,0
P20407_JH_D15_p3_I11,,,C504,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4451,8.401108712395436,22647.781,10.027862,130.83069,4.8815184,0.5776755,22647.781,4451,0
P20407_JH_D15_p3_A11,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3370,8.12296471523406,18308.979,9.815202,146.4322,4.9933686,0.7997836,18308.979,3370,0
P20407_JH_D15_p3_G11,,,C349,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2860,7.95892649305011,16142.351,9.689263,117.78979,4.7773557,0.7296941,16142.351,2860,0
P20407_JH_D15_p3_H11,,,C140,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2664,7.887959336599945,15426.517,9.643908,129.49916,4.871367,0.8394582,15426.517,2664,0
P20407_JH_D15_p3_E11,,,C190,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4454,8.40178233990491,22528.648,10.022588,142.86766,4.968894,0.6341599,22528.648,4454,0
P20407_JH_D15_p3_C11,,,C18,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3653,8.203577736937952,19418.553,9.874036,141.78505,4.9613404,0.73015255,19418.553,3653,0
P20407_JH_D15_p3_D11,,,C155,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3046,8.021912778985708,16955.537,9.738409,132.6926,4.895543,0.7825916,16955.537,3046,0
P20407_JH_D15_p3_J11,,,C419,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2564,7.84971375760487,14528.986,9.58397,152.961,5.0366993,1.0527987,14528.986,2564,0
P20407_JH_D15_p3_M11,,,C75,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4351,8.378390788535778,22257.826,10.010494,131.60529,4.887377,0.59127647,22257.826,4351,0
P20407_JH_D15_p3_K11,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,1772,7.480428306074208,11220.971,9.325629,129.79732,4.873649,1.1567388,11220.971,1772,0
P20407_JH_D15_p3_B11,,,C114,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2952,7.990576881743923,16616.758,9.718227,125.89908,4.843392,0.7576633,16616.758,2952,0
P20407_JH_D15_p1_O17,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,1607,7.382746449738912,10047.236,9.215153,162.7674,5.0984473,1.6200217,10047.236,1607,1
P20407_JH_D15_p1_H17,,,C553,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2533,7.837554360881084,14516.71,9.583124,133.81335,4.903891,0.92178845,14516.71,2533,0
P20407_JH_D15_p1_D17,,,C449,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2802,7.938445551164788,15736.848,9.663824,128.19951,4.8613577,0.81464547,15736.848,2802,0
P20407_JH_D15_p1_C17,,,C520,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3789,8.240121298076472,19998.068,9.903441,115.10896,4.754529,0.57560045,19998.068,3789,0
P20407_JH_D15_p1_E17,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3846,8.255048902752295,20252.139,9.916065,113.97543,4.7447186,0.5627822,20252.139,3846,0
P20407_JH_D15_p1_B17,,,C162,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3145,8.053887083618223,16989.008,9.74038,134.26462,4.9072328,0.79030293,16989.008,3145,0
P20407_JH_D15_p1_K17,,,C312,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3425,8.139148678884066,18431.254,9.821857,132.35872,4.8930426,0.7181211,18431.254,3425,0
P20407_JH_D15_p1_I17,,,C199,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3759,8.23217423638394,19730.121,9.889953,143.53001,4.9734874,0.72746646,19730.121,3759,0
P20407_JH_D15_p1_J17,,,C398,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4369,8.382518288089635,22169.363,10.006512,126.56966,4.8486624,0.5709215,22169.363,4369,0
P20407_JH_D15_p1_P17,,,C14,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2211,7.701652362642226,12960.506,9.469739,139.7339,4.946871,1.0781516,12960.506,2211,0
P20407_JH_D15_p1_M17,,,C535,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3511,8.163940954755008,18682.27,9.835383,136.73929,4.9253626,0.7319201,18682.27,3511,0
P20407_JH_D15_p1_G17,,,C301,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3517,8.165647925297504,18633.055,9.8327465,146.77037,4.9956594,0.78768814,18633.055,3517,0
P20407_JH_D15_p1_F8,,,C261,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3424,8.138856750696325,18442.615,9.822474,137.88072,4.9336157,0.7476202,18442.615,3424,0
P20407_JH_D15_p2_J8,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3334,8.112227958349724,18087.277,9.80302,125.22872,4.8380957,0.6923581,18087.277,3334,0
P20407_JH_D15_p1_N8,,,C257,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2369,7.7706452341291765,13688.533,9.524386,146.90616,4.996578,1.0732061,13688.533,2369,0
P20407_JH_D15_p1_A8,,,C60,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4117,8.323122887587735,21045.8,9.954504,142.57587,4.9668636,0.6774552,21045.8,4117,0
P20407_JH_D15_p2_F8,,,C234,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4951,8.507546814364431,24452.06,10.10451,138.84322,4.9405217,0.56781805,24452.06,4951,0
P20407_JH_D15_p1_O8,,,C454,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3096,8.038189179973203,16988.559,9.740355,127.17551,4.8534007,0.74859506,16988.559,3096,0
P20407_JH_D15_p2_C8,,,C240,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5062,8.529714471969909,24818.336,10.119378,148.07489,5.004449,0.59663504,24818.336,5062,0
P20407_JH_D15_p1_H8,,,C35,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3779,8.237479288613633,19907.451,9.8989,139.0533,4.9420233,0.6984988,19907.451,3779,0
P20407_JH_D15_p2_E8,,,C266,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2309,7.745002803515839,13793.311,9.532011,122.590355,4.8169727,0.8887667,13793.311,2309,0
P20407_JH_D15_p1_L8,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5982,8.696677393390031,26954.186,10.201931,154.89136,5.0491595,0.5746468,26954.186,5982,0
P20407_JH_D15_p2_I8,,,C77,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3512,8.164225652265827,18845.363,9.844075,148.94847,5.0102916,0.790372,18845.363,3512,0
P20407_JH_D15_p2_G8,,,C199,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5001,8.517593111437565,24287.312,10.097751,159.82434,5.0803127,0.6580569,24287.312,5001,0
P20407_JH_D15_p2_L8,,,C259,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3644,8.201111644442758,19562.385,9.881415,136.74498,4.925404,0.69901997,19562.385,3644,0
P20407_JH_D15_p1_B8,,,C485,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,6100,8.716207971151853,27993.824,10.239775,142.2424,4.964538,0.50812066,27993.824,6100,0
P20407_JH_D15_p2_D8,,,C403,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5462,8.605753368395717,25589.568,10.14998,156.87184,5.061784,0.61303043,25589.568,5462,0
P20407_JH_D15_p1_K8,,,C475,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2659,7.886081401775745,14849.088,9.605762,131.5257,4.8867764,0.88574934,14849.088,2659,0
P20407_JH_D15_p2_K8,,,C159,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3031,8.016977746762262,16618.064,9.718306,138.2827,4.936506,0.83212274,16618.064,3031,0
P20407_JH_D15_p1_I8,,,C152,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3320,8.108021221376747,18164.736,9.807293,150.39693,5.019905,0.82796097,18164.736,3320,0
P20407_JH_D15_p1_J8,,,C219,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3781,8.238008249218403,19765.684,9.891753,128.69826,4.8652105,0.6511197,19765.684,3781,0
P20407_JH_D15_p1_P8,,,C521,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2999,8.006367567650246,16641.316,9.719704,136.251,4.9218116,0.8187514,16641.316,2999,0
P20407_JH_D15_p1_M8,,,C87,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3622,8.195057690895077,19155.652,9.860405,145.24748,4.9853,0.7582487,19155.652,3622,0
P20407_JH_D15_p2_H8,,,C212,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5204,8.557374981049069,25184.426,10.134021,148.93956,5.0102324,0.5913955,25184.426,5204,0
P20407_JH_D15_p2_N8,,,C167,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2958,7.99260665240021,16522.357,9.71253,118.51109,4.783409,0.7172771,16522.357,2958,0
P20407_JH_D15_p1_F19,,,C184,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2210,7.701200180857446,13028.066,9.474938,149.35225,5.012981,1.1463884,13028.066,2210,0
P20407_JH_D15_p1_N19,,,C210,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3585,8.184792654165078,19039.0,9.854298,139.9244,4.9482236,0.7349356,19039.0,3585,0
P20407_JH_D15_p1_O19,,,C199,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3402,8.132412674500905,18596.572,9.830787,129.78386,4.873546,0.6978913,18596.572,3402,0
P20407_JH_D15_p1_H19,,,C123,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4519,8.416267272826277,22814.107,10.035178,144.4409,4.9797697,0.633121,22814.107,4519,0
P20407_JH_D15_p1_D19,,,C210,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3473,8.153061946801051,18731.48,9.838015,131.55179,4.8869734,0.70230323,18731.48,3473,0
P20407_JH_D15_p1_C19,,,C316,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3837,8.252706676567644,20101.607,9.908605,129.80376,4.873698,0.6457382,20101.607,3837,0
P20407_JH_D15_p1_L19,,,C201,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,5514,8.615226931687603,26164.912,10.172213,135.64157,4.9173613,0.5184102,26164.912,5514,0
P20407_JH_D15_p1_B19,,,C62,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4239,8.352318548226004,21667.098,9.983596,128.63327,4.8647094,0.5936802,21667.098,4239,0
P20407_JH_D15_p1_K19,,,C18,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3214,8.07558263667172,17412.611,9.765007,121.10533,4.804884,0.69550353,17412.611,3214,0
P20407_JH_D15_p1_I19,,,C26,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4074,8.312626025674962,20879.717,9.946582,131.45721,4.8862596,0.6295929,20879.717,4074,0
P20407_JH_D15_p1_P19,,,C42,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3616,8.193400231952097,19112.164,9.858132,130.40477,4.8782825,0.68231297,19112.164,3616,0
P20407_JH_D15_p1_M19,,,C295,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3767,8.234299635696253,19536.156,9.880074,136.22203,4.9216003,0.69728166,19536.156,3767,0
P20407_JH_D15_p3_F20,,,C99,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3648,8.202208436436448,19464.908,9.87642,138.76408,4.9399557,0.7128936,19464.908,3648,0
P20407_JH_D15_p3_I20,,,C199,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4873,8.491670234185152,23882.254,10.080933,139.72977,4.9468417,0.5850778,23882.254,4873,0
P20407_JH_D15_p3_A20,,,C221,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3329,8.110727582974489,18189.363,9.808647,145.43451,4.9865785,0.79955804,18189.363,3329,0
P20407_JH_D15_p3_H20,,,C118,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3804,8.244071270295786,19783.412,9.89265,139.59445,4.9458795,0.7056136,19783.412,3804,0
P20407_JH_D15_p3_E20,,,C22,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3123,8.046869510959576,17366.41,9.762351,135.24261,4.9144373,0.7787598,17366.41,3123,0
P20407_JH_D15_p3_C20,,,C508,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3843,8.254268770090183,20217.383,9.914348,129.69272,4.872849,0.6414911,20217.383,3843,0
P20407_JH_D15_p3_D20,,,C447,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3478,8.154500175151941,18756.348,9.839341,139.70575,4.946671,0.74484515,18756.348,3478,0
P20407_JH_D15_p3_J20,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2179,7.687080155783135,12954.061,9.469242,138.02306,4.93464,1.065481,12954.061,2179,1
P20407_JH_D15_p3_M20,,,C35,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2792,7.934871565945177,15916.455,9.675172,135.5212,4.91648,0.85145336,15916.455,2792,0
P20407_JH_D15_p3_K20,,,C2,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2459,7.807916628926408,14517.8955,9.583206,112.147995,4.728697,0.7724811,14517.8955,2459,0
P20407_JH_D15_p3_L20,,,C2,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3751,8.230044310126114,19844.648,9.8957405,132.37517,4.893166,0.6670573,19844.648,3751,0
P20407_JH_D15_p3_B20,,,C132,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2567,7.850882664809852,14724.53,9.597338,161.4426,5.090325,1.0964193,14724.53,2567,0
P20407_JH_D15_p3_F9,,,C307,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3138,8.051659556841953,17333.512,9.760455,142.42908,4.965841,0.8216977,17333.512,3138,0
P20407_JH_D15_p3_I9,,,C212,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,1814,7.503840746698951,11281.392,9.330998,141.18188,4.957107,1.251458,11281.392,1814,0
P20407_JH_D15_p3_G9,,,C93,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3264,8.09101504171053,17826.08,9.788474,144.4999,4.9801755,0.81060946,17826.08,3264,0
P20407_JH_D15_p3_H9,,,C113,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,4311,8.369157112588834,21923.314,9.995352,134.51025,4.909047,0.6135489,21923.314,4311,0
P20407_JH_D15_p3_C9,,,C501,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2900,7.972810784121404,16403.977,9.70534,146.6514,4.994854,0.8939991,16403.977,2900,0
P20407_JH_D15_p3_D9,,,C107,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3469,8.151909872940905,18779.23,9.84056,149.13777,5.0115533,0.79416335,18779.23,3469,0
P20407_JH_D15_p3_J9,,,C146,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3525,8.167919362957816,18825.078,9.8429985,140.94977,4.9554734,0.74873406,18825.078,3525,0
P20407_JH_D15_p3_M9,,,C37,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3578,8.182838710766026,19249.332,9.865284,148.20029,5.0052896,0.76989836,19249.332,3578,0
P20407_JH_D15_p3_K9,,,C58,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3902,8.269500767180615,20353.16,9.921041,137.62755,4.931791,0.6761974,20353.16,3902,0
P20407_JH_D15_p3_L9,,,C316,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2906,7.9748769005588755,16426.652,9.706721,119.6195,4.792641,0.7282038,16426.652,2906,0
P20407_JH_D15_p3_B9,,,C37,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3262,8.09040229659332,18034.3,9.800086,129.32048,4.8699965,0.71708065,18034.3,3262,0
P20407_JH_D15_p1_F10,,,C556,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2635,7.877017895622398,15024.413,9.617498,132.22615,4.892048,0.88007534,15024.413,2635,0
P20407_JH_D15_p1_A10,,,C0,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2671,7.890582534656536,15103.836,9.62277,154.72934,5.0481195,1.0244373,15103.836,2671,1
P20407_JH_D15_p1_O10,,,C50,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3497,8.159946655578548,18860.758,9.844892,124.982376,4.836142,0.66265833,18860.758,3497,0
P20407_JH_D15_p1_H10,,,C140,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,3552,8.175547596021026,18916.322,9.847834,137.5056,4.9309106,0.7269151,18916.322,3552,0
P20407_JH_D15_p1_D10,,,C277,JH_D14,,,,,,,,,,,,,,,,,,,,,,,,2835,7.950149887652018,15997.151,9.680228,118.63849,4.7844744,0.74162257,15997.151,2835,0
