,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_A30_D14_p5_M14,,,B317,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3134,8.050384453067021,16633.98,9.719263,131.8527,4.889241,0.7926708,16633.98,3134,0
P20407_A30_D14_p5_P14,,,B278,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3049,8.022896869601457,16370.248,9.703282,124.25534,4.830354,0.75903153,16370.248,3049,0
P20407_A30_D14_p5_B14,,,B501,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2911,7.976595409316577,15719.757,9.662737,131.54234,4.8869023,0.8367963,15719.757,2911,0
P20407_A30_D14_p5_E14,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2582,7.8567067930958405,14524.177,9.583639,113.80375,4.743224,0.78354704,14524.177,2582,1
P20407_A30_D14_p5_I14,,,B277,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2853,7.956476798036782,15595.924,9.654829,144.56166,4.9806,0.92691946,15595.924,2853,0
P20407_A30_D14_p5_C14,,,B352,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2790,7.934155233536322,15356.438,9.639356,127.511604,4.856019,0.8303462,15356.438,2790,0
P20407_A30_D14_p5_H14,,,B517,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3234,8.081784206935001,16835.365,9.731297,133.74539,4.903387,0.7944312,16835.365,3234,0
P20407_A30_D14_p5_O14,,,B842,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3910,8.271548374755515,19562.762,9.881434,172.92088,5.1586003,0.8839288,19562.762,3910,0
P20407_A30_D14_p5_A14,,,B964,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3099,8.039157390473237,16440.086,9.707539,122.02205,4.8123636,0.74222267,16440.086,3099,0
P20407_A30_D14_p5_J14,,,B245,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3099,8.039157390473237,16528.723,9.712915,118.25313,4.7812486,0.7154402,16528.723,3099,0
P20407_A30_D14_p5_N14,,,B901,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2933,7.984121958702927,15257.996,9.632924,140.62401,4.9531755,0.9216414,15257.996,2933,0
P20407_A30_D14_p5_K14,,,B496,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3145,8.053887083618223,16533.785,9.713222,110.533325,4.7143235,0.66853005,16533.785,3145,0
P20407_A30_D14_p5_L14,,,B424,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3134,8.050384453067021,16688.818,9.722554,120.07031,4.7963715,0.7194656,16688.818,3134,0
P20407_A30_D14_p5_D14,,,B682,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3675,8.209580483475577,18707.89,9.836754,142.6839,4.9676156,0.7626937,18707.89,3675,0
P20407_A30_D14_p5_F14,,,B460,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3177,8.064007347096661,16904.016,9.735366,121.29116,4.8064046,0.7175287,16904.016,3177,0
P20407_A30_D14_p3_F21,,,B1000,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3246,8.085486772102845,17115.379,9.747791,148.43532,5.0068636,0.86726284,17115.379,3246,0
P20407_A30_D14_p3_N21,,,B113,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2584,7.85748078694253,14329.857,9.57017,125.43175,4.8397026,0.8753175,14329.857,2584,0
P20407_A30_D14_p3_O21,,,B241,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3985,8.29054350077274,19742.793,9.8905945,111.96578,4.727085,0.56712234,19742.793,3985,0
P20407_A30_D14_p3_H21,,,B224,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3102,8.04012466444838,16585.963,9.7163725,135.71964,4.9179325,0.8182801,16585.963,3102,0
P20407_A30_D14_p3_D21,,,B156,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3330,8.11102783819368,17286.531,9.757741,142.2834,4.9648247,0.82308817,17286.531,3330,0
P20407_A30_D14_p3_C21,,,B776,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2952,7.990576881743923,15777.099,9.666378,125.284355,4.8385363,0.79409,15777.099,2952,0
P20407_A30_D14_p3_E21,,,B172,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3961,8.284504227258497,19690.06,9.88792,147.71468,5.0020294,0.7501992,19690.06,3961,0
P20407_A30_D14_p3_L21,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2057,7.629489916393995,11976.689,9.390801,148.84216,5.0095825,1.2427655,11976.689,2057,1
P20407_A30_D14_p3_B21,,,B555,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3281,8.096208271650037,17197.777,9.752594,122.33236,4.8148828,0.7113266,17197.777,3281,0
P20407_A30_D14_p3_K21,,,B583,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3396,8.130647968160584,17744.012,9.783859,145.1081,4.984347,0.8177863,17744.012,3396,0
P20407_A30_D14_p3_I21,,,B811,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4457,8.402455513945814,21443.748,9.973235,142.50226,4.9663506,0.6645399,21443.748,4457,0
P20407_A30_D14_p3_J21,,,B227,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5076,8.532475814947395,23487.309,10.064258,140.22348,4.9503436,0.5970181,23487.309,5076,0
P20407_A30_D14_p3_P21,,,B1265,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2488,7.819636302367592,13922.747,9.541351,141.87471,4.961968,1.0190138,13922.747,2488,0
P20407_A30_D14_p3_M21,,,B598,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3773,8.235890725928495,18701.588,9.836417,150.21605,5.0187097,0.8032261,18701.588,3773,0
P20407_A30_D14_p3_G21,,,B636,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3440,8.14351740579748,18012.645,9.798884,132.5974,4.8948307,0.7361351,18012.645,3440,0
P20407_A30_D14_p3_F12,,,B277,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3233,8.081475040137052,17142.244,9.749359,149.94356,5.016906,0.8747021,17142.244,3233,0
P20407_A30_D14_p3_N12,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2559,7.847762537473608,14036.695,9.549501,124.57794,4.8329268,0.88751614,14036.695,2559,1
P20407_A30_D14_p3_A12,,,B710,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3632,8.197814032221203,18439.1,9.822283,137.71645,4.9324317,0.7468718,18439.1,3632,0
P20407_A30_D14_p3_O12,,,B212,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2771,7.927324360309794,14972.635,9.614046,140.34018,4.9511695,0.9373112,14972.635,2771,0
P20407_A30_D14_p3_H12,,,B34,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2631,7.875499292445208,14570.348,9.586812,134.47768,4.908807,0.92295444,14570.348,2631,0
P20407_A30_D14_p3_D12,,,B705,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2336,7.756623334538858,13109.321,9.481155,111.607765,4.723911,0.85136193,13109.321,2336,0
P20407_A30_D14_p3_C12,,,B858,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4305,8.367764677924308,20854.922,9.945394,114.91432,4.7528515,0.55101776,20854.922,4305,0
P20407_A30_D14_p3_E12,,,B747,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3459,8.14902386805177,17236.502,9.754843,150.11357,5.0180316,0.87090504,17236.502,3459,0
P20407_A30_D14_p3_L12,,,B331,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4327,8.372860820526318,20980.215,9.951383,148.61826,5.008087,0.70837337,20980.215,4327,0
P20407_A30_D14_p3_B12,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2586,7.8582541821860294,14258.734,9.565195,154.74535,5.048222,1.0852671,14258.734,2586,1
P20407_A30_D14_p3_K12,,,B325,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4224,8.348774539791274,20630.96,9.934597,126.56886,4.848656,0.61348987,20630.96,4224,0
P20407_A30_D14_p3_I12,,,B1346,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4236,8.351610750626559,20577.23,9.931989,128.5647,4.8641806,0.6247911,20577.23,4236,0
P20407_A30_D14_p3_J12,,,B43,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3915,8.272826003650401,19546.84,9.88062,142.40497,4.9656725,0.72853196,19546.84,3915,0
P20407_A30_D14_p3_P12,,,B458,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3632,8.197814032221203,18495.459,9.825335,139.16841,4.942845,0.75244635,18495.459,3632,0
P20407_A30_D14_p3_M12,,,B1441,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2751,7.920083199053234,14799.835,9.602439,120.933365,4.803475,0.8171264,14799.835,2751,0
P20407_A30_D14_p3_G12,,,B1473,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3142,8.052933036797567,16586.639,9.7164135,150.57571,5.0210853,0.9078133,16586.639,3142,0
P20407_A30_D14_p2_N11,,,B165,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3754,8.230843564198235,19142.51,9.859719,112.20305,4.729183,0.586146,19142.51,3754,0
P20407_A30_D14_p2_I11,,,B594,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3598,8.188411308079031,18440.34,9.8223505,116.58629,4.7671723,0.63223505,18440.34,3598,0
P20407_A30_D14_p2_M11,,,B808,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2989,8.003028666384733,16225.877,9.694425,115.00046,4.753594,0.7087472,16225.877,2989,0
P20407_A30_D14_p2_O11,,,B1414,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2667,7.889084407035514,14801.135,9.602527,116.82702,4.7692175,0.78931123,14801.135,2667,0
P20407_A30_D14_p2_L11,,,B1112,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3635,8.19863945529737,18388.13,9.819515,119.50551,4.7916956,0.6499057,18388.13,3635,0
P20407_A30_D14_p2_C11,,,B535,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2388,7.77863014732581,13668.276,9.522906,119.21841,4.78931,0.8722271,13668.276,2388,0
P20407_A30_D14_p2_G11,,,B374,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2819,7.944492163932159,15446.855,9.645226,127.90949,4.8591104,0.8280617,15446.855,2819,0
P20407_A30_D14_p2_K11,,,B67,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2818,7.9441374911141125,15455.777,9.6458025,110.08578,4.710303,0.712263,15455.777,2818,0
P20407_A30_D14_p2_H11,,,B102,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2542,7.841099765422119,14165.518,9.558637,145.27765,4.9855065,1.0255725,14165.518,2542,0
P20407_A30_D14_p2_F11,,,B1136,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2856,7.957527402230773,15661.473,9.659023,126.640045,4.849214,0.80860883,15661.473,2856,0
P20407_A30_D14_p2_P11,,,B1184,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2590,7.85979918056211,14496.851,9.581756,113.28444,4.7386904,0.78144175,14496.851,2590,0
P20407_A30_D14_p2_J11,,,B119,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4774,8.471149252914831,22846.44,10.036594,119.77382,4.7939196,0.52425593,22846.44,4774,0
P20407_A30_D14_p2_D11,,,B169,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4153,8.331827004436057,20635.088,9.934796,125.74539,4.8421803,0.60937655,20635.088,4153,0
P20407_A30_D14_p2_B11,,,B396,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2566,7.8504931808711405,14289.392,9.567343,126.37033,4.847099,0.88436466,14289.392,2566,0
P20407_A30_D14_p2_E11,,,B744,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2983,8.001019961323651,16048.19,9.6834135,123.934875,4.8277926,0.772267,16048.19,2983,0
P20407_A30_D14_p5_M15,,,B1586,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3127,8.048149101665201,16627.98,9.718903,131.7155,4.888208,0.79213166,16627.98,3127,0
P20407_A30_D14_p5_P15,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3283,8.096817470572319,17400.488,9.764311,121.5564,4.8085713,0.6985804,17400.488,3283,0
P20407_A30_D14_p5_G15,,,B135,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2988,8.002694162283937,16128.381,9.688397,138.96234,4.9413733,0.86160135,16128.381,2988,0
P20407_A30_D14_p5_B15,,,B167,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5703,8.648922962094131,25429.55,10.143706,118.7998,4.785822,0.4671722,25429.55,5703,0
P20407_A30_D14_p5_E15,,,B505,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3022,8.014004994779459,16324.776,9.7005005,118.13861,4.7802877,0.72367674,16324.776,3022,0
P20407_A30_D14_p5_I15,,,B1512,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2747,7.91862865334224,15036.808,9.618322,122.09556,4.812961,0.811978,15036.808,2747,0
P20407_A30_D14_p5_C15,,,B919,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3475,8.153637486385282,18212.932,9.809942,121.364204,4.807002,0.6663628,18212.932,3475,0
P20407_A30_D14_p5_H15,,,B337,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3222,8.078067881815437,17078.834,9.745654,125.58887,4.840945,0.735348,17078.834,3222,0
P20407_A30_D14_p5_A15,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1244,7.126890808898808,8026.366,8.990612,101.021866,4.6251874,1.2586251,8026.366,1244,1
P20407_A30_D14_p5_J15,,,B1201,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2789,7.933796874815411,15291.307,9.635105,131.90019,4.8895984,0.86258286,15291.307,2789,0
P20407_A30_D14_p5_N15,,,B1057,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5276,8.571113033405668,23862.514,10.080106,133.55875,4.902001,0.5597011,23862.514,5276,0
P20407_A30_D14_p5_K15,,,B101,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3552,8.175547596021026,18303.74,9.814916,135.52208,4.9164863,0.74040645,18303.74,3552,0
P20407_A30_D14_p5_L15,,,B579,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3312,8.105609402299896,17195.111,9.752439,122.90482,4.819514,0.7147661,17195.111,3312,0
P20407_A30_D14_p5_D15,,,B237,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3485,8.156510226079966,17971.594,9.796603,123.02456,4.8204794,0.6845501,17971.594,3485,0
P20407_A30_D14_p5_F15,,,B35,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3489,8.157657015196472,18058.959,9.801453,133.0832,4.8984604,0.7369373,18058.959,3489,0
P20407_A30_D14_p2_N1,,,B791,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3130,8.049107721326406,16802.516,9.729343,119.6097,4.7925596,0.71185595,16802.516,3130,0
P20407_A30_D14_p2_I1,,,B1457,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2834,7.949797216161852,15453.225,9.6456375,117.89746,4.7782617,0.7629311,15453.225,2834,0
P20407_A30_D14_p2_M1,,,B1196,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2969,7.996317231796746,16172.486,9.691129,113.684135,4.742182,0.7029478,16172.486,2969,0
P20407_A30_D14_p2_O1,,,B711,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3238,8.08301991917133,17093.31,9.746501,113.21675,4.738098,0.6623454,17093.31,3238,0
P20407_A30_D14_p2_L1,,,B803,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2894,7.970740390007095,15888.5,9.673414,132.81201,4.8964357,0.8359003,15888.5,2894,0
P20407_A30_D14_p2_C1,,,B853,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2848,7.954723334497908,15656.711,9.658719,113.713715,4.7424397,0.7262938,15656.711,2848,0
P20407_A30_D14_p2_G1,,,B378,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2613,7.868636894184167,14537.768,9.584574,122.19451,4.8137646,0.84053147,14537.768,2613,0
P20407_A30_D14_p2_K1,,,B531,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2367,7.769800996003896,13466.082,9.508003,98.56792,4.60084,0.73197174,13466.082,2367,0
P20407_A30_D14_p2_H1,,,B411,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2849,7.955074273262696,15567.352,9.652995,116.86087,4.769505,0.7506792,15567.352,2849,0
P20407_A30_D14_p2_F1,,,B743,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3222,8.078067881815437,17125.236,9.748367,128.97284,4.8673253,0.75311565,17125.236,3222,0
P20407_A30_D14_p2_P1,,,B320,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3117,8.044947049617722,16632.668,9.719184,127.479836,4.855772,0.7664425,16632.668,3117,0
P20407_A30_D14_p2_J1,,,B1180,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3234,8.081784206935001,17116.393,9.74785,114.40937,4.7484856,0.6684199,17116.393,3234,0
P20407_A30_D14_p2_D1,,,B166,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2398,7.782807262839695,13540.917,9.513545,125.790306,4.8425345,0.9289645,13540.917,2398,0
P20407_A30_D14_p2_B1,,,B369,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2815,7.943072717277933,15239.599,9.631718,131.8169,4.8889713,0.86496305,15239.599,2815,0
P20407_A30_D14_p2_E1,,,B602,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3334,8.112227958349724,17152.861,9.749979,123.70685,4.825966,0.72120243,17152.861,3334,0
P20407_A30_D14_p3_F4,,,B1594,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3374,8.12415060330663,17807.129,9.787411,124.41097,4.831596,0.6986582,17807.129,3374,0
P20407_A30_D14_p3_N4,,,B69,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2972,7.997326822998097,15978.485,9.679061,128.08319,4.860457,0.80159783,15978.485,2972,0
P20407_A30_D14_p3_A4,,,B1109,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2417,7.790696031174738,13427.129,9.505107,131.26913,4.8848386,0.97764117,13427.129,2417,0
P20407_A30_D14_p3_O4,,,B435,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3677,8.210124405164267,18567.064,9.829199,156.29195,5.0581036,0.8417699,18567.064,3677,0
P20407_A30_D14_p3_H4,,,B1012,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3606,8.19063168090354,18530.791,9.827243,145.58455,4.987602,0.7856359,18530.791,3606,0
P20407_A30_D14_p3_D4,,,B322,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2825,7.946617563244473,15576.347,9.653573,112.70464,4.7336044,0.7235628,15576.347,2825,0
P20407_A30_D14_p3_C4,,,B969,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3439,8.143226750367445,18034.096,9.800075,138.90169,4.94094,0.77021706,18034.096,3439,0
P20407_A30_D14_p3_E4,,,B1434,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2949,7.989560449333865,15855.05,9.671307,133.53236,4.901805,0.84220713,15855.05,2949,0
P20407_A30_D14_p3_L4,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1850,7.523481312573497,11064.191,9.31156,144.03955,4.9770064,1.3018534,11064.191,1850,1
P20407_A30_D14_p3_B4,,,B165,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2757,7.922261058353247,14814.75,9.603446,127.46967,4.855693,0.86042404,14814.75,2757,0
P20407_A30_D14_p3_K4,,,B1096,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3585,8.184792654165078,18413.057,9.820869,139.13513,4.9426074,0.755633,18413.057,3585,0
P20407_A30_D14_p3_I4,,,B937,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3347,8.116118431609365,17653.879,9.778768,133.31958,4.900222,0.7551858,17653.879,3347,0
P20407_A30_D14_p3_J4,,,B871,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3100,8.03947991910045,16650.25,9.720241,122.24692,4.81419,0.7342047,16650.25,3100,0
P20407_A30_D14_p3_P4,,,B1224,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3819,8.24800570160062,19420.809,9.874152,124.20047,4.829916,0.6395226,19420.809,3819,0
P20407_A30_D14_p3_M4,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2404,7.785305182539862,13540.1455,9.513488,153.21153,5.0383253,1.1315353,13540.1455,2404,1
P20407_A30_D14_p3_G4,,,B157,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5097,8.53660358493606,23717.203,10.073998,126.03955,4.8444986,0.5314267,23717.203,5097,0
P20407_A30_D14_p2_N16,,,B244,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2942,7.987184748233473,16041.433,9.682993,104.01196,4.654074,0.6483957,16041.433,2942,0
P20407_A30_D14_p2_I16,,,B614,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2718,7.908019444632471,15077.8125,9.621046,107.91014,4.690523,0.7156883,15077.8125,2718,0
P20407_A30_D14_p2_M16,,,B822,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4783,8.473032295630468,22835.957,10.036136,119.677086,4.7931185,0.524073,22835.957,4783,0
P20407_A30_D14_p2_O16,,,B1402,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5296,8.574895901544526,24105.242,10.090226,127.212524,4.853689,0.527738,24105.242,5296,0
P20407_A30_D14_p2_L16,,,B1106,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3647,8.201934351194222,18650.422,9.833677,130.59561,4.8797336,0.7002287,18650.422,3647,0
P20407_A30_D14_p2_C16,,,B211,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2934,7.984462732262196,15925.203,9.675721,122.344315,4.8149796,0.7682433,15925.203,2934,0
P20407_A30_D14_p2_G16,,,B458,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2786,7.932721027481948,15359.539,9.639557,127.66059,4.8571777,0.83114856,15359.539,2786,0
P20407_A30_D14_p2_K16,,,B83,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2916,7.978310969867722,15799.313,9.667785,115.19494,4.755269,0.7291136,15799.313,2916,0
P20407_A30_D14_p2_H16,,,B1015,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4990,8.515391569469609,23268.31,10.054891,125.50337,4.840269,0.53937465,23268.31,4990,0
P20407_A30_D14_p2_F16,,,B1123,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2244,7.716460800176355,12925.523,9.467036,138.76726,4.9399786,1.073591,12925.523,2244,0
P20407_A30_D14_p2_P16,,,B1174,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3305,8.10349427838097,17110.1,9.747482,110.99985,4.7184973,0.64873874,17110.1,3305,0
P20407_A30_D14_p2_J16,,,B138,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2697,7.900266036767701,14931.076,9.611267,118.38233,4.782331,0.79285866,14931.076,2697,0
P20407_A30_D14_p2_D16,,,B220,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3328,8.110427237575024,17394.521,9.763968,122.36052,4.815111,0.7034428,17394.521,3328,0
P20407_A30_D14_p2_B16,,,B989,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2871,7.962763930168115,15624.678,9.656671,127.94066,4.859352,0.81883705,15624.678,2871,0
P20407_A30_D14_p2_E16,,,B396,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3329,8.110727582974489,17495.004,9.769728,128.01173,4.8599033,0.73170453,17495.004,3329,0
P20407_A30_D14_p3_F14,,,B176,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3292,8.099554282376364,17176.277,9.751343,162.21356,5.0950594,0.94440466,17176.277,3292,0
P20407_A30_D14_p3_N14,,,B873,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2857,7.957877358489813,15083.026,9.621391,159.61414,5.079005,1.0582368,15083.026,2857,0
P20407_A30_D14_p3_A14,,,B176,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3657,8.204671828950811,18681.344,9.835334,121.07908,4.804669,0.64812833,18681.344,3657,0
P20407_A30_D14_p3_O14,,,B85,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2963,7.994294986415977,15593.858,9.654696,141.71457,4.9608464,0.90878445,15593.858,2963,0
P20407_A30_D14_p3_H14,,,B205,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2975,7.998335395952982,16039.73,9.682886,121.37278,4.807072,0.7567009,16039.73,2975,0
P20407_A30_D14_p3_D14,,,B493,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3390,8.128880142125638,17742.328,9.783765,117.136185,4.771838,0.66020757,17742.328,3390,0
P20407_A30_D14_p3_E14,,,B651,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3013,8.01102337918644,16236.953,9.6951065,145.4169,4.986458,0.8955923,16236.953,3013,0
P20407_A30_D14_p3_L14,,,B141,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4076,8.313116702819253,20084.844,9.90777,139.22023,4.9432144,0.6931606,20084.844,4076,0
P20407_A30_D14_p3_B14,,,B217,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3118,8.045267716607803,16536.602,9.713392,144.855,4.982613,0.87596595,16536.602,3118,0
P20407_A30_D14_p3_K14,,,B71,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4116,8.322880021769905,20118.486,9.909444,123.21491,4.8220134,0.61244625,20118.486,4116,0
P20407_A30_D14_p3_I14,,,B443,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2888,7.968665700466235,15694.567,9.661134,123.62186,4.825284,0.78767294,15694.567,2888,0
P20407_A30_D14_p3_J14,,,B356,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3380,8.125926802707886,17922.283,9.793856,135.14755,4.913739,0.7540755,17922.283,3380,0
P20407_A30_D14_p3_P14,,,B165,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4943,8.505929999137527,23095.547,10.047439,130.21753,4.8768563,0.5638209,23095.547,4943,0
P20407_A30_D14_p3_M14,,,B1385,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3301,8.102283624480073,17098.277,9.746792,148.85283,5.0096536,0.87057215,17098.277,3301,0
P20407_A30_D14_p3_G14,,,B1368,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4170,8.335911094196945,20385.203,9.922614,125.87939,4.843237,0.6175037,20385.203,4170,0
