,Donor,Timepoint,clone_id,DonorDay,HLA Type,TRA,cloneCount_A,nSeqCDR3_A,allVHitsWithScoreA,allJHitsWithScoreA,TRA2,cloneCount_A2,nSeqCDR3_A2,allVHitsWithScoreA2,allJHitsWithScoreA2,TRB,cloneCount_B,nSeqCDR3_B,allVHitsWithScoreB,allDHitsWithScoreB,allJHitsWithScoreB,TRD,cloneCount_D,nSeqCDR3_D,TRG,cloneCount_G,nSeqCDR3_G,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_A30_D14_p2_I15,,,B465,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4714,8.458504195067558,22229.336,10.009213,138.13426,4.9354396,0.62140524,22229.336,4714,0
P20407_A30_D14_p2_M15,,,B1424,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2677,7.8928255262511176,14810.284,9.603145,137.81673,4.9331546,0.93054754,14810.284,2677,0
P20407_A30_D14_p2_O15,,,B792,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3290,8.098946748943339,17364.232,9.762225,118.32094,4.781817,0.6814061,17364.232,3290,0
P20407_A30_D14_p2_L15,,,B213,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5258,8.567696173589344,24327.004,10.099383,127.39226,4.85509,0.5236661,24327.004,5258,0
P20407_A30_D14_p2_C15,,,B134,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3129,8.048788283534199,16877.367,9.7337885,114.89876,4.752717,0.6807861,16877.367,3129,0
P20407_A30_D14_p2_G15,,,B731,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2680,7.893945138235959,14716.382,9.596785,121.996185,4.8121533,0.82898223,14716.382,2680,0
P20407_A30_D14_p2_K15,,,B325,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4325,8.372398606513004,20592.58,9.9327345,118.3069,4.781699,0.57451224,20592.58,4325,0
P20407_A30_D14_p2_H15,,,B193,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3337,8.11312710422178,17596.979,9.775539,128.56161,4.8641567,0.73058915,17596.979,3337,0
P20407_A30_D14_p2_F15,,,B73,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2855,7.957177323459475,15704.483,9.661765,125.626274,4.84124,0.7999389,15704.483,2855,0
P20407_A30_D14_p2_P15,,,B261,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4490,8.409830673087738,21927.621,9.995548,123.00087,4.8202887,0.5609403,21927.621,4490,0
P20407_A30_D14_p2_J15,,,B298,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3041,8.020270472819238,16362.615,9.702816,115.075356,4.7542396,0.7032822,16362.615,3041,0
P20407_A30_D14_p2_D15,,,B165,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3691,8.213923595622743,18708.943,9.83681,126.26409,4.8462644,0.6748862,18708.943,3691,0
P20407_A30_D14_p2_B15,,,B125,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4208,8.344980368770571,20629.053,9.9345045,123.97112,4.8280826,0.600954,20629.053,4208,0
P20407_A30_D14_p2_E15,,,B821,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3015,8.011686729127847,16143.8955,9.68936,122.82419,4.818863,0.7608089,16143.8955,3015,0
P20407_A30_D14_p6_O24,,,B828,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2713,7.906178840394815,14819.9,9.603794,138.49483,4.9380274,0.93451923,14819.9,2713,0
P20407_A30_D14_p6_P24,,,B257,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2121,7.660114319173928,12198.463,9.409147,145.58195,4.9875846,1.1934451,12198.463,2121,0
P20407_A30_D14_p6_F24,,,B438,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3028,8.015987811027237,16387.053,9.704308,126.17715,4.845581,0.7699807,16387.053,3028,0
P20407_A30_D14_p6_H24,,,B186,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3044,8.021256180143997,16242.484,9.695447,135.4255,4.9157786,0.8337733,16242.484,3044,0
P20407_A30_D14_p6_E24,,,B860,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3387,8.127995055771946,17764.182,9.784996,137.41634,4.930266,0.7735585,17764.182,3387,0
P20407_A30_D14_p6_D24,,,B57,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5969,8.694502206386648,25857.8,10.160406,135.78271,4.9183936,0.52511317,25857.8,5969,0
P20407_A30_D14_p6_A24,,,B957,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3516,8.165363632473982,18087.176,9.803014,153.95401,5.0431285,0.8511777,18087.176,3516,0
P20407_A30_D14_p6_K24,,,B976,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3162,8.059276223305648,16726.621,9.724816,120.75571,4.8020167,0.72193724,16726.621,3162,0
P20407_A30_D14_p6_M24,,,B1539,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3381,8.126222529458525,17733.477,9.783266,136.18369,4.921321,0.7679469,17733.477,3381,0
P20407_A30_D14_p6_C24,,,B1569,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3136,8.051022208190679,16781.96,9.72812,148.22171,5.005433,0.88322043,16781.96,3136,0
P20407_A30_D14_p6_L24,,,B407,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2895,7.971085753505607,15673.996,9.659822,124.98485,4.8361616,0.79740256,15673.996,2895,0
P20407_A30_D14_p6_J24,,,B383,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3429,8.140315540159985,17980.58,9.797103,127.45532,4.8555813,0.70884985,17980.58,3429,0
P20407_A30_D14_p6_N24,,,B1167,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2938,7.985824666418917,15913.361,9.674977,118.20223,4.7808213,0.7427861,15913.361,2938,0
P20407_A30_D14_p6_B24,,,B481,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4058,8.308691916838898,20229.295,9.914936,150.61362,5.021335,0.7445322,20229.295,4058,0
P20407_A30_D14_p6_I24,,,B1555,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4140,8.328692583545568,20476.193,9.927067,127.083916,4.8526855,0.6206423,20476.193,4140,0
P20407_A30_D14_p6_G24,,,B85,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3491,8.158229916959494,17970.426,9.796538,137.64218,4.931896,0.76593727,17970.426,3491,0
P20407_A30_D14_p5_M9,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2334,7.755767170102998,13373.947,9.501139,131.97827,4.890186,0.98683107,13373.947,2334,1
P20407_A30_D14_p5_P9,,,B1590,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4248,8.354438940114811,20639.887,9.935029,118.64527,4.784531,0.5748349,20639.887,4248,0
P20407_A30_D14_p5_G9,,,B284,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3730,8.224431573221159,18787.926,9.8410225,144.09926,4.977418,0.76697797,18787.926,3730,0
P20407_A30_D14_p5_E9,,,B85,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3291,8.09925056179696,17388.436,9.763618,128.0743,4.8603883,0.7365487,17388.436,3291,0
P20407_A30_D14_p5_I9,,,B552,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3526,8.168202930236053,18273.73,9.813274,113.00247,4.7362204,0.6183875,18273.73,3526,0
P20407_A30_D14_p5_C9,,,B30,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2891,7.969703583278656,15773.209,9.666132,105.010376,4.663537,0.6657515,15773.209,2891,0
P20407_A30_D14_p5_H9,,,B634,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3245,8.085178748074537,17149.92,9.749807,116.35045,4.765165,0.67843145,17149.92,3245,0
P20407_A30_D14_p5_O9,,,B1189,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3745,8.228443883004033,18800.016,9.841666,119.23533,4.789451,0.6342299,18800.016,3745,0
P20407_A30_D14_p5_J9,,,B427,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3713,8.219864741912652,18932.37,9.848681,126.745155,4.850037,0.66946274,18932.37,3713,0
P20407_A30_D14_p5_N9,,,B810,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3074,8.031060180240619,16478.703,9.709885,119.94914,4.79537,0.727904,16478.703,3074,0
P20407_A30_D14_p5_K9,,,B57,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5104,8.537975730598767,23610.611,10.069494,129.42413,4.870792,0.54816085,23610.611,5104,0
P20407_A30_D14_p5_D9,,,B735,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3670,8.208219383496834,18988.865,9.851661,128.30275,4.8621564,0.6756736,18988.865,3670,0
P20407_A30_D14_p5_F9,,,B1231,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3180,8.064950891749143,16882.97,9.73412,129.81433,4.873779,0.76890695,16882.97,3180,0
P20407_A30_D14_p1_J3,,,B122,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2798,7.937017489515454,15245.221,9.632087,120.87758,4.803017,0.79288834,15245.221,2798,0
P20407_A30_D14_p1_F3,,,B457,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2573,7.853216388156072,14183.575,9.559911,123.06323,4.8207912,0.8676461,14183.575,2573,0
P20407_A30_D14_p1_C3,,,B1173,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2856,7.957527402230773,15635.662,9.657373,138.5164,4.9381824,0.8859005,15635.662,2856,0
P20407_A30_D14_p1_E3,,,B571,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3324,8.109224953089955,17067.75,9.745005,124.614265,4.8332157,0.73011535,17067.75,3324,0
P20407_A30_D14_p1_O3,,,B176,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3072,8.030409562130485,16411.238,9.705783,129.08046,4.868153,0.78653705,16411.238,3072,0
P20407_A30_D14_p1_M3,,,B6,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2638,7.878155336503324,14580.972,9.587542,110.45899,4.713657,0.7575558,14580.972,2638,0
P20407_A30_D14_p1_P3,,,B845,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2789,7.933796874815411,15288.404,9.634915,117.93163,4.7785487,0.7713796,15288.404,2789,0
P20407_A30_D14_p1_I3,,,B741,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3588,8.185628891147607,18429.648,9.821771,120.02116,4.795965,0.6512395,18429.648,3588,0
P20407_A30_D14_p1_G3,,,B101,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2666,7.888709524182015,14695.171,9.595343,116.381454,4.765429,0.79197073,14695.171,2666,0
P20407_A30_D14_p1_L3,,,B343,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1649,7.408530566894626,9924.051,9.202817,100.81542,4.623162,1.0158697,9924.051,1649,0
P20407_A30_D14_p1_A3,,,B674,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2007,7.60489448081162,11779.754,9.374223,129.81908,4.873815,1.1020526,11779.754,2007,0
P20407_A30_D14_p1_D3,,,B1389,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2583,7.857093864902493,14080.071,9.552587,138.8642,4.940672,0.9862464,14080.071,2583,0
P20407_A30_D14_p1_B3,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2541,7.8407064517494,14254.841,9.564922,118.068245,4.779697,0.82826775,14254.841,2541,1
P20407_A30_D14_p1_K3,,,B638,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2284,7.734121303328305,13014.072,9.473864,133.97125,4.9050617,1.0294337,13014.072,2284,0
P20407_A30_D14_p1_H3,,,B774,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2876,7.964503363551548,15607.032,9.655541,134.62508,4.9098945,0.86259246,15607.032,2876,0
P20407_A30_D14_p1_N3,,,B1226,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2729,7.912056888179006,14878.99,9.607773,119.13457,4.7886124,0.8006899,14878.99,2729,0
P20407_A30_D14_p3_F18,,,B1097,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3261,8.09009578318096,17154.0,9.750045,149.03738,5.0108843,0.86882,17154.0,3261,0
P20407_A30_D14_p3_N18,,,B300,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1956,7.579167967396076,11439.695,9.344932,135.36559,4.9153395,1.1832972,11439.695,1956,0
P20407_A30_D14_p3_A18,,,B298,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3165,8.060224240440958,16745.805,9.725963,134.44148,4.90854,0.80283684,16745.805,3165,0
P20407_A30_D14_p3_O18,,,B1455,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2594,7.861341795599989,14179.971,9.559656,125.017715,4.8364224,0.88165003,14179.971,2594,0
P20407_A30_D14_p3_H18,,,B1061,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3386,8.127699852817772,17559.62,9.773414,148.81949,5.0094314,0.8475098,17559.62,3386,0
P20407_A30_D14_p3_D18,,,B271,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3965,8.285513309079741,19576.88,9.882155,130.19054,4.876651,0.6650219,19576.88,3965,0
P20407_A30_D14_p3_C18,,,B699,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3476,8.153925132007862,18059.19,9.801465,121.60307,4.808952,0.67335844,18059.19,3476,0
P20407_A30_D14_p3_E18,,,B957,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3178,8.064321960910803,16914.66,9.735995,119.98703,4.7956834,0.7093671,16914.66,3178,0
P20407_A30_D14_p3_L18,,,B1076,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3365,8.121480374750751,17461.75,9.767825,135.7711,4.9183087,0.77753437,17461.75,3365,0
P20407_A30_D14_p3_B18,,,B1040,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3446,8.145259566516865,18023.154,9.799468,146.29839,4.9924603,0.81172466,18023.154,3446,0
P20407_A30_D14_p3_K18,,,B1352,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3291,8.09925056179696,17275.145,9.757082,138.85884,4.940634,0.8038071,17275.145,3291,0
P20407_A30_D14_p3_I18,,,B3,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5605,8.631592731724734,24976.436,10.125728,137.01648,4.927373,0.548583,24976.436,5605,0
P20407_A30_D14_p3_J18,,,B17,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3169,8.061486866871327,16732.982,9.725197,149.89676,5.016596,0.8958162,16732.982,3169,0
P20407_A30_D14_p3_P18,,,B1152,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3876,8.262816937670928,19049.588,9.854854,166.51251,5.121058,0.8741003,19049.588,3876,0
P20407_A30_D14_p3_M18,,,B764,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4920,8.501267040865978,22850.889,10.036789,144.36469,4.9792457,0.63176835,22850.889,4920,0
P20407_A30_D14_p3_G18,,,B722,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3708,8.21851757748959,18595.754,9.830742,146.82153,4.9960055,0.78954333,18595.754,3708,0
P20407_A30_D14_p1_J7,,,B573,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2682,7.894690850425624,14798.998,9.602383,131.57938,4.8871818,0.88911,14798.998,2682,0
P20407_A30_D14_p1_F7,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2226,7.708410667257367,12892.953,9.464514,126.20641,4.845811,0.978879,12892.953,2226,1
P20407_A30_D14_p1_C7,,,B232,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2699,7.90100705199242,14772.403,9.600584,118.40213,4.782497,0.8015089,14772.403,2699,0
P20407_A30_D14_p1_E7,,,B869,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2458,7.807510042216193,13764.881,9.529948,118.47131,4.7830763,0.86067814,13764.881,2458,0
P20407_A30_D14_p1_O7,,,B917,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2726,7.910957382845589,15008.942,9.616468,119.03794,4.787808,0.79311347,15008.942,2726,0
P20407_A30_D14_p1_M7,,,B779,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2586,7.8582541821860294,14354.834,9.571912,121.225174,4.805865,0.84449023,14354.834,2586,0
P20407_A30_D14_p1_P7,,,B315,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5440,8.601718146485926,23684.844,10.072633,128.4073,4.8629646,0.54214966,23684.844,5440,0
P20407_A30_D14_p1_I7,,,B459,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2753,7.9208096792886,15010.9795,9.616604,127.563126,4.85642,0.8497988,15010.9795,2753,0
P20407_A30_D14_p1_G7,,,B476,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3550,8.174984532943087,18382.346,9.8192005,123.02721,4.820501,0.6692683,18382.346,3550,0
P20407_A30_D14_p1_L7,,,B1172,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2359,7.7664168980196555,13372.433,9.501025,128.07666,4.8604064,0.95776635,13372.433,2359,0
P20407_A30_D14_p1_A7,,,B1327,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2141,7.669495251007694,12225.636,9.411372,137.49777,4.9308543,1.1246676,12225.636,2141,0
P20407_A30_D14_p1_D7,,,B635,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3811,8.245909264774093,18780.559,9.840631,127.22483,4.853785,0.67742836,18780.559,3811,0
P20407_A30_D14_p1_B7,,,B1079,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2538,7.839525581704678,14091.5625,9.553403,136.92024,4.926676,0.97164696,14091.5625,2538,0
P20407_A30_D14_p1_K7,,,B1220,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4018,8.2987883944492,19751.768,9.891048,133.29565,4.900044,0.67485434,19751.768,4018,0
P20407_A30_D14_p1_H7,,,B212,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5791,8.664232934065552,24957.324,10.124963,133.05284,4.898234,0.5331214,24957.324,5791,0
P20407_A30_D14_p1_N7,,,B675,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3520,8.166500319155052,17964.773,9.796224,136.84097,4.9261007,0.76171833,17964.773,3520,0
P20407_A30_D14_p5_M12,,,B506,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2879,7.965545573129992,15727.228,9.663213,117.23577,4.7726808,0.7454319,15727.228,2879,0
P20407_A30_D14_p5_P12,,,B175,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3327,8.1101268019411,17549.355,9.772829,139.10506,4.9423923,0.7926505,17549.355,3327,0
P20407_A30_D14_p5_G12,,,B1595,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3508,8.163086375583216,18035.957,9.800179,130.73611,4.8808007,0.72486377,18035.957,3508,0
P20407_A30_D14_p5_B12,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2184,7.68937110752969,12714.467,9.450574,134.16893,4.906525,1.0552462,12714.467,2184,1
P20407_A30_D14_p5_E12,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2099,7.649692623711514,12296.33,9.417137,139.99739,4.9487414,1.1385298,12296.33,2099,1
P20407_A30_D14_p5_I12,,,B538,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4358,8.379997952238393,21016.586,9.9531145,137.47253,4.930672,0.6541145,21016.586,4358,0
P20407_A30_D14_p5_C12,,,B531,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3181,8.065265208897733,16749.596,9.726189,128.3067,4.862187,0.76602864,16749.596,3181,0
P20407_A30_D14_p5_H12,,,B348,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4985,8.514389264083503,22847.21,10.036628,155.89575,5.0555816,0.68234044,22847.21,4985,0
P20407_A30_D14_p5_O12,,,B945,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3168,8.06117135969092,16836.99,9.731393,111.884285,4.726363,0.6645148,16836.99,3168,0
P20407_A30_D14_p5_A12,,,B403,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3954,8.282735880201754,19939.344,9.9005,129.58536,4.872027,0.6498978,19939.344,3954,0
P20407_A30_D14_p5_J12,,,B1192,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2975,7.998335395952982,15948.597,9.677189,127.422745,4.8553276,0.798959,15948.597,2975,0
P20407_A30_D14_p5_N12,,,B1230,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3181,8.065265208897733,16954.805,9.738365,134.36292,4.9079595,0.7924769,16954.805,3181,0
P20407_A30_D14_p5_K12,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2596,7.862112211662748,14688.422,9.594883,127.2118,4.8536835,0.86606854,14688.422,2596,1
P20407_A30_D14_p5_L12,,,B586,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3244,8.08487062913819,17199.0,9.752665,115.92333,4.7615185,0.67401206,17199.0,3244,0
P20407_A30_D14_p5_D12,,,B205,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3628,8.19671240721307,18770.33,9.840086,114.80023,4.7518663,0.61160475,18770.33,3628,0
P20407_A30_D14_p5_F12,,,B63,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3885,8.265135629937385,19382.367,9.87217,137.16736,4.928466,0.70769143,19382.367,3885,0
P20407_A30_D14_p2_N22,,,B211,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,5084,8.53405030848266,23658.71,10.071529,134.54251,4.9092855,0.56868064,23658.71,5084,0
P20407_A30_D14_p2_I22,,,B101,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3347,8.116118431609365,17577.408,9.774426,128.14615,4.8609447,0.72903895,17577.408,3347,0
P20407_A30_D14_p2_M22,,,B612,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2992,8.0040315078527,16224.248,9.694324,114.53988,4.7496157,0.7059796,16224.248,2992,0
P20407_A30_D14_p2_O22,,,B687,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2970,7.9966538754626075,16087.266,9.685845,125.296486,4.838632,0.7788551,16087.266,2970,0
P20407_A30_D14_p2_L22,,,B27,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2828,7.947678571301568,15468.127,9.646602,122.26046,4.8142996,0.7904025,15468.127,2828,0
P20407_A30_D14_p2_C22,,,B1474,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3479,8.15478757276852,18122.025,9.804938,133.41278,4.9009156,0.73619133,18122.025,3479,0
P20407_A30_D14_p2_G22,,,B1129,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3543,8.173011311724972,18317.525,9.815668,121.088776,4.8047485,0.6610542,18317.525,3543,0
P20407_A30_D14_p2_K22,,,B0,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,1744,7.4645098346365275,10619.909,9.27058,105.867004,4.671585,0.99687296,10619.909,1744,1
P20407_A30_D14_p2_H22,,,B326,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4483,8.40827078419205,21491.658,9.975467,124.37772,4.831331,0.5787256,21491.658,4483,0
P20407_A30_D14_p2_F22,,,B97,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3385,8.12740456269308,17653.014,9.778718,124.974075,4.8360763,0.70794755,17653.014,3385,0
P20407_A30_D14_p2_P22,,,B62,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2692,7.898411092811599,15071.042,9.620597,117.16958,4.7721205,0.7774484,15071.042,2692,0
P20407_A30_D14_p2_J22,,,B1070,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3094,8.037543185118697,16564.668,9.715088,132.80107,4.896354,0.8017128,16564.668,3094,0
P20407_A30_D14_p2_D22,,,B1034,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2915,7.977968093128549,15751.115,9.66473,129.0841,4.868181,0.81952363,15751.115,2915,0
P20407_A30_D14_p2_B22,,,B287,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2776,7.9291264873067995,15043.548,9.618771,123.44452,4.82386,0.82058114,15043.548,2776,0
P20407_A30_D14_p2_E22,,,B157,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4953,8.507950610049305,23247.53,10.053997,132.97719,4.8976693,0.5720056,23247.53,4953,0
P20407_A30_D14_p5_M4,,,B149,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2991,8.003697339094368,15938.952,9.676584,129.35333,4.870249,0.8115548,15938.952,2991,0
P20407_A30_D14_p5_P4,,,B431,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3537,8.17131687471973,18288.652,9.814091,127.55186,4.8563323,0.69743717,18288.652,3537,0
P20407_A30_D14_p5_G4,,,B1396,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2611,7.867871490396322,14346.357,9.5713215,120.18984,4.797358,0.83777255,14346.357,2611,0
P20407_A30_D14_p5_B4,,,B657,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3733,8.225235324101668,18873.158,9.845549,127.257805,4.8540425,0.67427933,18873.158,3733,0
P20407_A30_D14_p5_E4,,,B432,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4297,8.365905077202456,20982.94,9.951512,137.29196,4.929367,0.65430284,20982.94,4297,0
P20407_A30_D14_p5_I4,,,B1261,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3053,8.024207485778577,16342.891,9.70161,126.92345,4.851432,0.7766279,16342.891,3053,0
P20407_A30_D14_p5_C4,,,B97,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3160,8.058643712215618,16612.59,9.717977,118.60478,4.784193,0.71394515,16612.59,3160,0
P20407_A30_D14_p5_O4,,,B360,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3370,8.12296471523406,17703.965,9.7816,159.47893,5.0781627,0.9008091,17703.965,3370,0
P20407_A30_D14_p5_A4,,,B787,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4527,8.41803561988302,21648.176,9.982722,116.28943,4.7646446,0.5371789,21648.176,4527,0
P20407_A30_D14_p5_N4,,,B1407,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3420,8.137688184977605,17781.004,9.785942,113.97846,4.744745,0.6410125,17781.004,3420,0
P20407_A30_D14_p5_K4,,,B766,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3184,8.066207568006265,16855.686,9.732503,125.75273,4.8422384,0.74605525,16855.686,3184,0
P20407_A30_D14_p5_L4,,,B81,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,3045,8.021584533455107,16271.117,9.697208,139.61418,4.9460196,0.8580492,16271.117,3045,0
P20407_A30_D14_p5_D4,,,B949,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2992,8.0040315078527,16036.759,9.682701,129.53644,4.8716526,0.80774695,16036.759,2992,0
P20407_A30_D14_p5_F4,,,B581,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,2838,7.951207156472972,15535.706,9.650961,132.07172,4.890888,0.8501172,15535.706,2838,0
P20407_A30_D14_p6_O7,,,B83,A1_30_D14,,,,,,,,,,,,,,,,,,,,,,,,4159,8.333270353255308,20578.04,9.932029,123.638466,4.825417,0.6008273,20578.04,4159,0
