,TPM_p,UMI_p,TPM_logp,UMI_logp
GNLY,5.656775441065951e-144,1.8800521285461027e-139,143.2474310612528,138.72583010880757
NKG7,3.660137681842868e-136,1.411913030233405e-120,135.43650257762746,119.85019205374667
FTH1,6.485548662767562e-103,1.547268535644016e-85,102.18805327769354,84.81043430593378
ITGAD,1.9889795261632485e-98,1.496223074529904e-101,97.70136968732307,100.82500365191606
KLRD1,5.329560279066731e-88,5.465914042414532e-92,87.27330862141484,91.26233720235403
FCER1G,1.1492439371373774e-84,2.0694430872371516e-80,83.93958777870206,79.68414651284318
CD84,2.8766593170860554e-74,5.5428017134711615e-83,73.54111156858256,82.2562706574504
LYAR,1.0632692363978074e-67,2.5623530981481647e-75,66.97335675139706,74.59136102368933
BMS1P5,1.972530713468062e-59,4.8509926247749615e-47,58.70497622584435,46.3141693856547
CD74,1.2565754345191347e-54,9.63840147436554e-52,53.900811434797596,51.01599498771834
SPOCK2,1.3078356166953633e-54,1.0646625971140428e-59,53.88344683953509,58.97278800295567
RPL13,4.46591113706641e-53,6.384940226744032e-91,52.35008992279294,90.19484316407272
BMS1P1,1.0126037594461654e-52,3.389888825451857e-55,51.994560464561566,54.46981454465371
GSTM2,1.5911596643278572e-51,5.427634675908944e-56,50.79828623904769,55.26538939159009
LIMA1,3.7124546506516805e-50,8.204305437663218e-49,49.430338842750025,48.08595817967587
TIMD4,4.460499310259456e-50,7.609999709522098e-56,49.35061652345087,55.11861535980669
HLA-DPA1,3.0675590173429403e-49,1.2440489593245362e-47,48.51320707304764,46.90516252772713
BMS1P6,1.5965234263673922e-47,1.0802650330162886e-48,46.796824704517306,47.966469681313335
LAIR2,1.20160167409819e-45,1.3032100867333349e-45,44.92023947527075,44.884985567284815
BMS1P7,1.2839592727571948e-45,1.0402482758084621e-40,44.89144875188814,39.98286299536918
RP11-144G6.12,2.658892463819841e-45,4.441081634515811e-41,44.57529922690839,40.35251124369327
LAIR1,9.588066618259625e-45,3.097389113605656e-49,44.01826895713295,48.509004232397
HLA-DPB1,4.923767226357865e-43,1.0093493674436388e-41,42.30770248675166,40.99595848481271
RGS1,5.949503131567683e-43,1.4644231309836857e-40,42.225519302545194,39.83433341993033
AGAP10,1.0387779535542816e-42,5.97689439070994e-35,41.98347727616954,34.22352441790517
GZMA,9.285923837557074e-41,1.855887022451656e-45,40.03217488270563,44.731448465088725
IL5,1.1783660175322978e-40,3.4921506057519555e-41,39.928719790444966,40.45690703477271
CD7,1.631407753720334e-40,2.3668309731696276e-42,39.7874374779183,41.62583275602987
TIGIT,9.692772065268953e-40,3.359211931843782e-37,39.01355199998939,36.47376259576333
SELL,1.1984598884366568e-39,3.5162277064917576e-42,38.921376496901196,41.45392300832217
PAX8-AS1,5.13289077901221e-38,9.06900271377281e-44,37.28963797684131,43.04244046814593
EOMES,8.564459189059629e-38,6.676820652593586e-46,37.067300055771746,45.17543028928023
HLA-DRB5,4.744362041509391e-37,2.438353878225988e-34,36.32382217743671,33.61290326499822
CD44,9.169976691577235e-37,6.871592897782837e-33,36.037631768226625,32.162942577856036
AGAP9,8.335800591455775e-36,3.391280178336517e-31,35.07905268308801,30.469636328511818
RPS20,3.784385223431096e-35,3.416024884218037e-17,34.42200466193855,16.466478974329867
CTGLF12P,2.2731953510021247e-34,9.310946810321498e-33,33.64336324081849,32.03100615429357
TMSB10,2.6265080424992137e-34,2.398275403547357e-13,33.580621265027375,12.6201009466028
RPS9,3.245723073485655e-34,2.0082444195206346e-17,33.48868853712457,16.69718343117385
HS3ST3B1,1.2031011073463796e-33,8.50456460811052e-41,32.919697873476885,40.070347915224275
HLA-DRB1,7.163200033566431e-33,7.835457694148214e-32,32.14489292092554,31.105935629924513
RCBTB2,7.555271146997461e-33,2.5366781569777505e-35,32.12174994488794,34.59573463073461
AE000661.37,2.9833292673881646e-32,1.4074602543797182e-35,31.525298811298306,34.851563860453375
IL4,3.866528117794539e-32,6.66741667297175e-33,31.412678827239816,32.176042403263835
RNF125,2.511880668721904e-31,9.116699649554506e-26,30.600000996362624,25.040162352833363
CST7,8.45154845417182e-31,1.0990827194871627e-27,30.07306371430549,26.9589696203473
CD226,2.4916721543888672e-30,1.2674790389639804e-35,29.603509101220915,34.89705921411498
CD8A,5.24016470523242e-30,2.689912147302858e-35,29.280655062357987,34.570261903850614
RPL4P1,1.3007290085961348e-28,3.78215405275195e-33,27.88581317409956,32.42226078567143
PPAP2A,1.9092571984856117e-28,2.0590895737084574e-28,27.71913556329879,27.686324760462515
RPS21,1.9442786089315683e-28,5.391939070395874e-12,27.71124150193452,11.268255024028441
AC092580.4,4.376380204048068e-28,8.39447647112002e-27,27.35888495510531,26.076006383837246
HMOX1,5.597011183470928e-28,4.061312683469724e-29,27.25204382532217,28.39133357256911
RAB6B,7.787667068848003e-28,1.612368904401034e-32,27.108592623311843,31.79253558609407
HOMER2,1.4280966276489609e-27,3.067643090066358e-28,26.84524240640088,27.513195170482987
GPR183,1.9870322390172753e-27,3.9184691670485033e-29,26.701795086531995,28.406883566181598
S100A10,2.0498712131977226e-27,2.7605032849915133e-32,26.68827342340987,31.559011731714264
GAB2,2.620592787338892e-27,1.1649449377615128e-27,26.581600458622763,26.933694601497592
RPS29,4.10566368165696e-27,7.550729058720202e-24,26.386616629047925,23.122011113153224
NDFIP2,4.3711412011362e-27,1.1827198382953983e-30,26.35940516425301,29.927118118509917
TMSB4X,7.11126966403828e-27,0.051536040146987566,26.148052852314134,1.2878889542053762
MAL,8.40930964827764e-27,9.550296423346708e-27,26.075239655599205,26.019983148518254
RPL12,9.083561476821903e-27,8.35901258581128e-12,26.041743840193547,11.077845020869638
EPAS1,1.1127633750892839e-26,1.4174447918737381e-27,25.953597176921818,26.84849384746258
MGAT4A,3.6441518504659885e-26,2.0793695608003176e-29,25.43840353443081,28.682068317809943
FADS2,4.5421127987019507e-26,6.663113484615587e-28,25.34274208472537,27.176322789865196
LGALS3,6.856718359805745e-26,1.6122366514289102e-26,25.163883688845,25.79257121013245
CLIC3,9.239065106152486e-26,2.7385388178639083e-24,25.034371972479118,23.562481098713793
FXYD5,5.615242106960901e-25,5.8007625039053975e-27,24.250631513943862,26.23651491514864
VIM,1.196932710482649e-24,1.5729098153965295e-16,23.921930264203034,15.803296177439302
CAPG,1.8353661228257586e-24,1.6469429512559968e-26,23.736277288762015,25.78332144417197
RPL28,2.9556626418264485e-24,5.473027435772404e-16,23.529345137650125,15.261772374774598
FURIN,3.3067247898009324e-24,3.4861622133283235e-25,23.48060194879493,24.457652408759486
NELL2,4.6398265011585395e-24,1.2882451194461428e-23,23.333498258884394,22.890001494200963
TIMP1,6.506871720124688e-24,2.8515905093896895e-25,23.18662775509051,24.54491283936743
TFEC,7.327371516077778e-24,1.037531762166342e-24,23.135051788085384,23.983998599268947
INPP4B,1.1778755387746855e-23,1.3661099087131519e-24,22.92890059722212,23.8645143586139
RPL18A,1.1893927484647706e-23,1.630312480196547e-14,22.92467471365189,13.787729146872918
CCL3,1.5751053018441022e-23,1.90108659919413e-22,22.802690406648278,21.72099809949672
PTPRK,2.5581643504269714e-23,9.574220612420396e-27,22.59207155751543,26.01889656957885
RPL37A,3.624561026045108e-23,9.140587687064504e-21,22.44074458371654,20.039025880738365
LPAR6,6.868895501640245e-23,1.338292370096203e-24,22.163113090612388,23.873448998041532
PXN,7.218485599287074e-23,2.6853571682774176e-24,22.141553905596396,23.570997942405448
GPR56,7.362736280004104e-23,4.121079734854601e-26,22.13296075489341,25.384988982642998
ABCB1,1.3476377448963883e-22,6.442099084328526e-22,21.87042683371744,21.190972599689225
FGFBP2,2.1636291524335442e-22,3.848220854015017e-24,21.664817175568054,23.414740011237235
CD8B,7.242108427525901e-22,1.2432149520154175e-21,21.140134977292597,20.905453775297712
ANXA2,1.0800255446728927e-21,1.048755592327784e-20,20.966565972495196,19.979325710348586
RPL30,1.71218336824977e-21,0.017068203332422444,20.766449725900376,1.7678121920593235
GPR15,2.117050944206357e-21,3.276100603386342e-21,20.674268691096554,20.484642770274043
TTC24,8.165229567164023e-21,2.0878981210355e-22,20.088031600474036,21.68029069654696
RP11-94L15.2,1.3679171881402805e-20,5.5651041709853425e-18,19.86394019342169,17.254526701866435
LAG3,1.5351293715103858e-20,2.611251923114579e-17,19.81385501890632,16.583151227165683
DOCK5,1.8544576443638763e-20,2.7113256157575717e-21,19.731783081466734,20.56681832283452
ITGA5,9.043119444471255e-20,4.0484318039188927e-22,19.04368173281775,21.39271317204327
RPS25,9.059121157705946e-20,0.026216201247653517,19.04291393199998,1.5814302377681144
SORL1,2.0664865497259483e-19,4.339087268432164e-21,18.68476741709353,20.362601615181365
VAMP5,2.831039233887016e-19,1.1223709666252308e-19,18.548054111933883,18.949863576118627
RPLP1,3.0264049017361755e-19,0.0001924373510155693,18.51907296830689,3.715710629982106
RPS27,4.4500636644971365e-19,0.0013719525108660295,18.35163377577367,2.8626609211553435
ERI1,6.530664563273409e-19,1.2211650761233495e-17,18.18504262248034,16.91322562450423
RPS8,8.8366944349303e-19,0.00010385101033346795,18.053710162265553,3.983589273995366
GLUD1P2,1.1137806421092953e-18,8.051188069866396e-19,17.95320033456816,18.094140028437646
RPS15,1.3361731827262436e-18,3.224075939907036e-07,17.874137248875453,6.491594737371237
KRAS,1.7352458870031357e-18,1.5858902938161701e-19,17.76063897631846,18.799726858908816
HLA-DQB1,1.8246742963281002e-18,2.3654989686061254e-17,17.73881464569035,16.62607723697444
ZBTB38,2.4314142903356005e-18,8.31150821165325e-20,17.61414103511919,19.080320161707363
MBP,2.4907282598787617e-18,1.0306737409710847e-19,17.603673651697818,18.986878788567008
APMAP,2.4958017431699793e-18,9.536849796890432e-19,17.602789916292092,18.020595057346203
PDE7B,2.6625634656996508e-18,2.0555169076188942e-18,17.574700031450053,17.687078946587164
CCL4L1,2.8415813463339865e-18,6.465309533276588e-17,17.54643990683435,16.189410677995344
HLA-DQA1,3.770796118684429e-18,5.245878804650886e-19,17.42356694861374,18.280181747119542
RPS3,4.204332781827994e-18,0.0208356463610712,17.376302915956906,1.6811930223632954
XXbac-BPG181M17.5,4.647698063445278e-18,5.844589619686271e-18,17.332762093534875,17.233245977600976
CSF1,5.501395396788909e-18,9.88422032791413e-21,17.25952714027609,20.0050575823583
HPGD,1.3022324725026815e-17,3.649225121774671e-19,16.885311479275643,18.43779934405417
MRPS12,1.6678209966439222e-17,4.4109756466290835e-18,16.77785056301571,17.355465339991667
SETBP1,1.6848662017592324e-17,6.189201248106042e-21,16.77343458152547,20.208365395555536
CXCR4,1.842775659235368e-17,3.695265099706633e-16,16.734527532869098,15.43235439970221
HLA-DQB2,2.6105030217133618e-17,6.052673406177325e-16,16.583275799747778,15.2180527593803
CALM1,3.4650969757560294e-17,1.6297744716477068e-22,16.460284606522194,21.787872489151546
FOS,4.0767938464236366e-17,4.004680899733423e-18,16.389681249211147,17.39743208357627
RPL36A-1,4.158853301784129e-17,1.2448502527595049e-05,16.381026398545693,4.904882888176015
S1PR1,5.285769936407954e-17,1.199587068050361e-17,16.276891743497703,16.920968224726984
CACNA2D4,1.0628754929920037e-16,1.1269145450296904e-16,15.973517606477165,15.948109015656788
IGHV1OR15-1,1.1093450479902621e-16,2.219362187153671e-16,15.954933350937516,15.653771817620779
TESPA1,1.7011665797795561e-16,3.979955096780447e-15,15.769253157794301,14.400121827758092
GZMK,1.7542324849196395e-16,2.7648339116475657e-15,15.755912850977413,14.558330952395975
SELPLG,1.9532627532354745e-16,8.257169606325288e-17,15.709239331415308,16.083168794690188
RP11-305L7.1,2.212798517547881e-16,3.0832034655612214e-16,15.655058128187852,15.510997814535642
AHNAK,3.7952219724868243e-16,2.552780309230282e-18,15.420762818291037,17.592986558714895
SYCP2,4.1365723242620167e-16,9.889819036241172e-20,15.3833593780202,19.004811655043966
RPL36,4.232270918985046e-16,1.0730101114421737e-07,15.373426539731295,6.969396185468486
FAM65B,4.4009581292817285e-16,6.274742826920496e-13,15.35645276329536,12.202404069231482
RPS27A,6.764142472834049e-16,0.0014879841495069898,15.169787253452473,2.8274016950121252
CD40LG,7.025495518266181e-16,9.413639730402499e-17,15.153323038930456,16.026242426604323
S100A4,9.583752449630796e-16,2.429431299254339e-20,15.018464412728953,19.61449537763683
RP5-1109J22.1,1.5942163453341043e-15,1.6238473160355816e-16,14.797452742407174,15.789454808174
COX10-AS1,1.6660067152519381e-15,4.984910310192887e-16,14.778323252394427,15.302342651221679
RPL35,1.871490823230881e-15,0.008760092357769254,14.727812298087342,2.057491315035332
TNC,2.4595680879563898e-15,7.028731940362929e-18,14.609141150411238,17.153123019358166
LGALS3BP,2.6620855110541046e-15,1.2705671425410134e-15,14.57477799830444,14.896002379913426
DBN1,2.887328837101437e-15,6.147675367404657e-17,14.539503751621229,16.211289073811717
CD8BP,3.34540669118099e-15,6.91853252862433e-15,14.47555107879317,14.159986012812835
RP11-23P13.6,3.3938532496404864e-15,4.3555690511190457e-17,14.469306940524307,16.360955096772003
LTB,3.763702873594885e-15,4.9726932858181354e-14,14.424384669371134,13.303408327090844
FAM49A,4.921104947223405e-15,2.2221609431513052e-14,14.307937373126046,13.653224489863527
MIR155HG,5.4019935870974315e-15,2.2179594505674844e-15,14.267445935714997,14.65404639802264
TMEM173,5.712433246502302e-15,1.0476356592775313e-14,14.243178861905916,13.97978972753977
XYLT1,6.6898932947000835e-15,4.628971066770411e-16,14.174580809271419,15.33451553375191
RP11-146I2.1,9.252255289938648e-15,7.847251321188864e-15,14.033752392602452,14.105282438169708
HLA-B,1.2350597128255471e-14,6.121237624177825e-16,13.908312044571344,15.213160761022607
GPR155,1.6814768158268428e-14,2.8305517631847296e-15,13.774309116352844,14.548128898627846
TPT1,1.8671570982500398e-14,1.2474734044955426e-23,13.728819139987289,22.903968704545417
IL18R1,2.0777439010068675e-14,3.2597035098802425e-17,13.682407983840339,16.486821899894856
GPI,2.114290076379619e-14,1.8355457880123525e-11,13.674835428604467,10.736234777472674
CD52,2.924769564318781e-14,1.9631631844466787e-36,13.533908345269698,35.707043598943464
RP11-640M9.1,4.568009704787533e-14,4.169366063082257e-14,13.34027298209776,13.379929972900232
HLA-DRA,5.765792050891746e-14,6.463023232521368e-14,13.239141024934074,13.18956428292342
FYN,5.87724779911265e-14,1.451238925891892e-13,13.230825997984173,12.838261081253297
CFL1,6.866402323939953e-14,0.003844716661356244,13.163270753495754,2.415135660269206
RPSA,6.943629931881238e-14,1.8554767302570014e-07,13.158413433399632,6.731544487817138
TMEM63A,8.734137334365754e-14,1.4777746930979766e-15,13.058779983574707,14.830391775009632
RPS28,1.0721107605929825e-13,3.00687172694321e-05,12.969760345026183,4.521885098493756
CCL4L2,1.2199257264412635e-13,9.458517171955451e-13,12.913666609963482,12.024176943356554
DGKH,1.6769381188519508e-13,1.2580100067058665e-14,12.775482963116621,13.900315904328068
RPL27A,1.8159482504193662e-13,0.00016295696429249044,12.74089653184882,3.787927074357058
ITGA1,2.4444995407415063e-13,1.154477161172999e-11,12.611810039992884,10.937614654236324
MINOS1-NBL1,3.1549431304556597e-13,3.61686233726562e-13,12.501008464740574,12.441668020766626
RPL41P1,3.5068738868400706e-13,1.816198195426998e-19,12.455079851807193,18.7408367601742
RPS14,3.760506068452127e-13,0.00219316246165693,12.42475370615027,2.6589291961438244
DCBLD1,4.4388059081626543e-13,2.2420811041556126e-13,12.352733844579683,12.649348681459974
SIGLEC10,4.632497062948758e-13,1.944610577536734e-14,12.33418484735619,13.711167356271412
RDH10,8.161628855295177e-13,8.411800127798683e-12,12.088223158369676,11.075111055104282
IL32,8.442267202799454e-13,2.078493361253561e-05,12.073540906284324,4.682251358300201
HOPX,8.511343385107175e-13,1.243068615223516e-11,12.070001887777414,10.905504898397373
KLRC4-KLRK1,8.878908714180728e-13,9.339445306668303e-11,12.051640409056274,10.029678916854147
CLINT1,1.0475661113148254e-12,8.535251993638845e-14,11.979818559413497,13.06878365230774
NPDC1,1.1418847448943184e-12,1.3960787424055927e-14,11.942377728999483,13.855090085704395
TBC1D4,1.2530829700709812e-12,5.034292568418501e-14,11.902020172221311,13.298061548986785
LINC00892,1.428280775601359e-12,1.7380486061640176e-11,11.845186409290974,10.75993808226385
RNF214,1.9780741695028136e-12,1.941582318366298e-12,11.703757428208053,11.711844191698225
TNFRSF25,2.2104883654678797e-12,3.1673380461627505e-12,11.655511766587736,11.499305582429061
AD000671.6,2.3303921631230033e-12,2.5714674150102494e-10,11.63257098886707,9.589818974578709
RPL23,2.542230283102985e-12,9.859137704057909e-08,11.594785112259144,7.006161067487359
RP11-305L7.6,2.697689894553292e-12,3.8526992183741055e-12,11.569007974910495,11.414234895191342
RP11-353N4.6,2.9114113326316232e-12,4.3281639515931864e-14,11.535896431843156,13.363696296440395
RPS10-NUDT3,3.0956711061480467e-12,7.887953710644004e-05,11.50924518635235,4.103035646655951
RPS11,3.5952716628981377e-12,0.014410038006786878,11.444268288246308,1.8413348737234119
ATXN1,3.8911994522812784e-12,2.9669691239556893e-10,11.409916507873938,9.52768697318617
SLAMF7,4.638377038481574e-12,3.6258376419809604e-10,11.333633951886764,9.440591646674712
NDUFA13,4.7969845494898895e-12,1.250786978837526e-06,11.319031680342126,5.902816648574328
NOD2,5.123664258006219e-12,8.483965381520767e-12,11.290419336318543,11.071401112273012
SULT2B1,5.555030554513623e-12,1.951106604076891e-10,11.255313547952605,9.70971900108343
MT1L,6.8551334173474505e-12,1.270820347141138e-12,11.163984088379365,11.89591584028778
GPR114,7.151374428345947e-12,5.817262109651083e-13,11.145610482774757,12.235281367659328
RPL19,8.774356199310267e-12,3.146402226563588e-05,11.056784739174875,4.502185759268047
RENBP-1,1.1122613448099479e-11,1.906209434694501e-11,10.953793155853479,10.71982938526365
PATL2,1.2188529892017334e-11,4.0922213083791655e-11,10.91404867324025,10.38804088756767
ATP8B2,1.2664847180362066e-11,4.1068694380483476e-15,10.897400046230787,14.386489103631972
RPL21,1.3622013485609908e-11,4.5357559980103554e-08,10.865758694107509,7.343350316453758
CTLA4,2.0675579328784632e-11,3.929307679860784e-12,10.684542312693459,11.405683962933175
PDCD1,2.3128437937009225e-11,3.4143331304825654e-11,10.635853697892836,10.466694107804713
KLF2,2.9888801182396064e-11,1.3869940193664238e-13,10.524491503840322,12.857925411573984
GSTK1,3.285712893816812e-11,2.6556347673309955e-10,10.483370387972952,9.575831654243688
NPC2,5.3102541646572785e-11,1.0023630601378705e-10,10.274884691787364,9.998974946676608
PIK3AP1,5.536400325061377e-11,8.441101840094338e-12,10.25677251452686,11.073600860028362
GSTP1,5.649752962997489e-11,1.0578932217916453e-07,10.247970541411101,6.975558165502091
RASA3,6.294658644166045e-11,2.8500259346648236e-13,10.201027816465524,12.545151187980762
NLRP2,6.314943522221088e-11,8.920952349009035e-12,10.199630529209587,11.049588780394961
C12orf57,6.396096844250316e-11,2.0202686738711974e-07,10.1940849691589,6.694590870246187
FAM159A,6.673153108771099e-11,3.1137552651674034e-12,10.175668910585825,11.506715525089731
CSF2,7.558621001590719e-11,2.6873476764578152e-11,10.121557430163794,10.570676142945599
LINC00623,7.835994901493717e-11,1.2797317951690001e-11,10.105905855251812,10.892881039792082
RP11-67A1.2,8.739376238419609e-11,4.458741532214684e-09,10.05851956346166,8.350787702439893
RNF213,9.928074928876881e-11,2.087469515465516e-10,10.00313495380234,9.680379858053596
PTPN6,1.0124167702500222e-10,5.307923929665937e-11,9.994640669552185,10.275075309839828
C11orf21,1.0851054106439625e-10,7.9076125915541e-12,9.964528070997606,11.101954615720485
TSPAN32,1.1520860491247317e-10,1.0246749162984258e-10,9.938515082315233,9.989413895048003
CD82,1.2307339557111137e-10,2.646921383156794e-10,9.909835817136802,9.577258957591068
PASK,1.2316040277695695e-10,1.0587853487105632e-11,9.909528899473907,10.975192077021408
CD81,1.3189408993909192e-10,6.941769099741213e-10,9.879774664380436,9.158529836123552
CTSW,1.3249578641495696e-10,3.064004326008479e-07,9.877797932790044,6.5137106258670165
NELFCD,1.599682782777813e-10,9.873607183648393e-13,9.795966129436406,12.005524154953983
IL12RB2,1.6210375898046075e-10,1.3507457149383575e-11,9.790206914296805,10.869426401528228
ITGAL,1.7101984732818948e-10,1.0975186046880977e-09,9.766953485602405,8.959588109040379
MYO1D,1.7560709840658222e-10,4.841700741954004e-10,9.75545793298287,9.315002057136017
HDGFRP3,1.7637427045835187e-10,1.6140702430235248e-10,9.75356476961785,9.792077569060233
ITM2A,1.7797387382167455e-10,5.283437972088861e-10,9.74964374649929,9.277083386856598
RAP1A,1.916587306838462e-10,1.3676532578038726e-11,9.717471392420824,10.864023995678902
RPS26,1.9243240204019729e-10,0.2882110042086487,9.715721799021388,0.5402894413712395
FTL,2.1211582147406822e-10,2.9434004558538614e-10,9.673426936751612,9.531150647198304
TPM4,2.2506975438430985e-10,1.9703927495599443e-10,9.647682863002824,9.7054471992363
ALOX5AP,2.512540017619834e-10,1.4543209269364482e-10,9.599887012439885,9.837339746559353
STK38,2.5443792764610726e-10,2.382146312316135e-07,9.594418150336212,6.623031567504759
UBA52,2.61840694104518e-10,0.005011118277079388,9.581962856442175,2.300065346513819
P2RY8,2.7161555115400155e-10,7.418407161903943e-11,9.566045368459926,10.129689333946827
ICOS,2.883153732069627e-10,1.4433676416659405e-10,9.540132200064265,9.840623035219103
CD9,2.960509317647824e-10,7.14661240602725e-11,9.528633567719401,10.145899771066338
HLA-A,3.052307879666854e-10,8.562217314854763e-14,9.515371662166489,13.067413753674735
NFATC3,3.34737090106682e-10,1.3402513694125588e-09,9.47529616354238,8.872813740358568
AKT3,3.3503717302040753e-10,2.3667366781651934e-10,9.474907004479574,9.625850058750832
AC017002.1,3.572867772823337e-10,3.924540205064061e-09,9.446983056172536,8.406211217415684
PSME2,4.1560515352288724e-10,8.79271204374712e-08,9.381319075810058,7.0558771495030435
HLA-DQA2,4.2091285013271966e-10,1.2373124666526515e-09,9.375807815386349,8.907520611279
RPL37,5.119000763207749e-10,0.0019908337457575,9.290814805699434,2.700965006328628
HERC1,6.120222016826955e-10,1.4713988515084467e-07,9.21323282312667,6.832269587279342
CLEC2D,6.136685172729605e-10,7.74369892480729e-06,9.212066156535762,5.111051540750887
B2M,6.149230802657831e-10,4.975679174790878e-11,9.211179206021937,10.303147630148
ACTG1,6.274206241336056e-10,1.430197623698905e-12,9.20244120957802,11.844603947883256
RPS16,6.508267369015372e-10,6.827022763026612e-09,9.18653461392466,8.165768649097881
STARD9,6.860980869191776e-10,6.648843630544485e-11,9.163613791636427,10.177253880793568
TNFSF12,7.138076633109537e-10,8.347105006299553e-11,9.146418793847722,10.078464123054452
CERKL,7.365301986368873e-10,7.606652104696286e-10,9.132809441852594,9.118806446038356
KLRB1,7.673626211948229e-10,2.6692733653210927e-09,9.114999359430369,8.57360694701764
PTCH1,8.04586734513456e-10,2.1974666368071897e-09,9.094427132061922,8.65807770991086
S100A6,8.225193748698952e-10,3.5346215746017945e-13,9.084853863226037,12.45165707602824
EEF2,8.400963292714606e-10,8.603175898956753e-11,9.075670912899502,10.065341197503178
ACVR2A,8.621415540839654e-10,5.127502065823748e-12,9.064421421982214,11.290094155986282
P2RX7,8.738622915398949e-10,5.028314881778216e-10,9.05855700070242,9.298577533862604
PPIEL,9.321709343741533e-10,2.066597256755989e-11,9.03050444274404,10.684744151437899
CDC42EP3,1.0047392328536392e-09,5.343529643281051e-11,8.997946639166587,10.272171777014124
AKR1C3,1.034526941736331e-09,2.7763267441122657e-10,8.98525819470819,9.556529423370504
CLDND1,1.0950042190895058e-09,7.925899937912733e-12,8.96058420746883,11.100951414803578
ITM2C,1.1665630017949334e-09,5.896120597049145e-11,8.933091801582588,10.229433642160988
TSC22D3,1.1933332283072423e-09,6.139660906811599e-12,8.923238266298346,11.211855614260665
HLA-C,1.2114031161399799e-09,4.1456431065050584e-07,8.916711313518467,6.382408088529432
STOM,1.2938325427952513e-09,6.357307030397525e-11,8.888121929576222,10.19672681352039
GFOD1,1.465656396253507e-09,4.852769086385678e-09,8.833967832356306,8.314010373612476
PARP15,1.5110083457965453e-09,1.2086203071882086e-10,8.820733136902948,9.917710113028411
NFIL3,1.6103216056961276e-09,1.75026477186031e-08,8.793087380097976,7.7568962483080135
RPL36AL,1.6157888897279886e-09,0.007010324567539999,8.79161538243236,2.1542618743830553
LYST,1.6514545568318074e-09,9.52237040902824e-11,8.782133372313904,10.02125492898751
RGS10,1.6853623465743049e-09,2.9701429502619205e-09,8.773306713071522,8.527222647983821
OXNAD1,1.8260569030084417e-09,3.837642640605079e-09,8.738485693243383,8.415935469006248
MALAT1,1.884550058306629e-09,2.264798686015319e-13,8.724792322126499,12.64497039561066
ASMT,1.8964806820483583e-09,2.1446427335580655e-10,8.722051576753719,9.668645044629463
TOB1,2.0047396151147708e-09,1.1902904181845925e-08,8.697942027563712,7.924347062450379
ITGA2,2.0339376767588103e-09,4.51144375748672e-12,8.691662358716334,11.34568445245246
ATP5E,2.255459451317256e-09,0.592718450314649,8.646764976248585,0.22715155370390974
LAYN,2.320808671945889e-09,2.1387966714449844e-09,8.634360661415315,8.669830500452658
NOSIP,2.4693398318631507e-09,2.7376124049922687e-12,8.60741913811709,11.562628039872129
CDC25B,2.4978655002949937e-09,1.0093016667666694e-10,8.60243095029027,9.995979009549721
CLECL1,2.4998889662864565e-09,1.8971464652543208e-08,8.602079280287949,7.721899139013142
ITGA4,2.728858530080592e-09,4.4030502692788346e-08,8.564018978510356,7.356246356206206
ENG,2.7802334175138933e-09,7.116219095114853e-10,8.55591874088669,9.147750689265093
MIAT,3.2370537604799206e-09,1.89767058922184e-10,8.489850087843058,9.721779173204459
RPS23,3.3590157102362585e-09,0.0013365103040961766,8.473787964942806,2.8740276886134972
CXCR3,3.432005624283806e-09,5.42610708881022e-10,8.464452009111962,9.265511639321122
DDX43,3.4587381983603752e-09,1.186635574234377e-10,8.461082309714588,9.925682636057472
OTOF,3.510268849745897e-09,2.4131845049505295e-09,8.454659619861898,8.617409471950067
TAPBP,3.6550051299000445e-09,0.0001891346610387108,8.437112009161465,3.7232288745476585
MYC,4.014118698139167e-09,2.3007556517249734e-10,8.396409789500582,9.638129502471042
CD59,4.392738115416282e-09,3.2015859270931833e-11,8.357264687565511,10.494634837690624
EGR1,4.739173716834077e-09,1.73621559631014e-10,8.32429737172269,9.76039634685876
ATP5L,4.820714912513966e-09,0.00011016518574512088,8.316888551068946,3.9579556289649775
TTYH2,4.8743221134783105e-09,6.414656690877845e-10,8.312085774395493,9.192826581884075
TPRG1,5.1773380076802066e-09,8.892168511792107e-10,8.285893480743772,9.050992315760721
PDE4A,5.183041759270451e-09,3.845578838522868e-07,8.285415292077376,6.415038280711434
MYL6B,5.203708167246321e-09,0.20518629202414007,8.283687067396468,0.6878516567041394
KLF6,5.4682860234627795e-09,5.642988740568864e-09,8.262148777358998,8.248490816275003
ESYT2,5.824716004994976e-09,1.8514127175376677e-10,8.234725244631608,9.732496757384599
RBL2,5.86512148857011e-09,5.464786667103979e-08,8.231722987594631,7.2624267872564445
CD3D,8.472927245882857e-09,1.0337854928559307e-05,8.07196652271471,4.985569566593578
CXCR6,8.67287233806343e-09,7.374834816213544e-08,8.061837046239987,7.132247702700357
PREX1,9.1666542032153e-09,1.1550814599964224e-08,8.037789151377963,7.937387386871888
GPAT2,9.243914089479613e-09,2.8848105541767837e-08,8.034144099393526,7.539882701737746
PYHIN1,1.0637620038376517e-08,6.278031831850596e-08,7.973155526159022,7.202176486603161
BMF,1.1269307538387656e-08,1.3975105869010455e-07,7.948102769091115,6.8546448934127095
ARID5B,1.1721063732089713e-08,7.664389825531477e-09,7.931032972617141,8.115522414319424
TAGLN2,1.253485901893664e-08,5.9258711891727705e-08,7.9018805462404424,7.2272477930246275
